,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,28.808582305908203,31.661524835696508,28.2865047454834,31.087019584515375
1,37.98055648803711,27.407042236425415,26.663068771362305,27.099781922485
2,24.243330001831055,27.805395740078144,23.131479263305664,29.175173378583107
3,37.200218200683594,24.70527988715987,40.90089416503906,22.960366759784367
4,29.198501586914062,20.28740518029947,27.378807067871094,20.4467263462004
5,26.10902214050293,23.019937555181862,30.2940731048584,23.19449618992838
6,36.93999099731445,31.26908422423534,28.806299209594727,28.322082011128096
7,25.203283309936523,28.604353138782646,30.904312133789062,27.71459953197994
8,38.60973358154297,27.95890906182365,30.64750862121582,27.44734894565262
9,50.369998931884766,27.262512207695355,31.666006088256836,32.273186139973994
average,33.466321754455564,26.99814440673783,29.867895317077636,26.972078081023124
