,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,31.10955810546875,28.60977129727359,25.784053802490234,30.516692051617817
1,34.8218879699707,20.629146890706103,31.894187927246094,18.850106698401557
2,29.009138107299805,34.38278073747668,28.189905166625977,34.02088698711433
3,25.313371658325195,26.98224761689687,31.67523765563965,27.08427028829882
4,32.58592224121094,17.69927220541995,21.34006118774414,16.142596996535534
5,32.45050811767578,25.900135454013608,29.247142791748047,25.45195259120665
6,24.295801162719727,23.014389482993206,22.286922454833984,23.42207720202519
7,33.48278045654297,33.40036245980332,24.461456298828125,30.546829134352084
8,32.623016357421875,30.49876103862987,25.33310317993164,29.97276189441206
9,122.8160171508789,21.984459920199164,184.10438537597656,20.211176901262867
average,39.850800132751466,26.310132710341236,42.43164558410645,25.62193507452269
