,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,48.634796142578125,33.12297835364236,78.0739974975586,30.44528424810813
1,33.07564163208008,25.259993919661365,39.83776092529297,26.403676932757485
2,35.32638168334961,29.88464404278523,33.75227355957031,30.03702080873058
3,36.5404052734375,23.330486217603156,32.43628692626953,24.50547683135008
4,29.72998046875,29.553536686040495,28.76682472229004,29.29416613783811
5,43.486244201660156,25.812250930974933,47.70879364013672,25.58681931028741
6,37.5831298828125,31.751515480514993,27.198060989379883,34.745178845793866
7,33.033287048339844,28.911339298848944,27.96950340270996,28.856352689744387
8,31.112764358520508,21.747525357172304,27.187625885009766,21.529227636912843
9,33.292808532714844,22.47375473033206,27.584672927856445,22.642586577999086
average,36.18154392242432,27.18480250175758,37.05158004760742,27.404579001952197
