,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,40.903221130371094,34.9988198565126,34.819969177246094,34.839888497472025
1,52.63829803466797,44.060264861815405,58.59450912475586,44.12806738851888
2,19.275609970092773,15.688836643521082,22.103809356689453,15.558980810339307
3,783.75732421875,77.2806636518979,399.0617980957031,66.09316210672095
4,160.4686279296875,44.487641415482834,407.82537841796875,49.93096718784774
5,29.026113510131836,21.95037821441223,46.053955078125,23.66331821831826
6,39.50053405761719,26.481239816571588,34.19345474243164,27.13709148044639
7,45.91154098510742,21.95037821441223,55.29408645629883,23.663318218318256
8,28.911115646362305,10.938003012948364,17.747591018676758,8.797991054833117
9,418.4521179199219,31.43231290809395,99.9460220336914,36.07422657907456
average,161.884450340271,32.92685385956681,117.56405735015869,32.988701154188945
