,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,122.49288177490234,58.77709307933849,40.4201545715332,53.18553347879722
1,100.20912170410156,38.81027988043727,28.011302947998047,39.07874525824228
2,170.0135040283203,30.21831497545865,169.630615234375,30.40794767228514
3,49.238746643066406,32.59358006369882,118.11700439453125,33.19764264793578
4,39.786685943603516,39.45836523611172,41.47419738769531,38.98682947080413
5,114.99556732177734,45.92782892677896,25.39337730407715,44.9717863967211
6,105.5582275390625,34.64007819185346,32.088382720947266,32.34280883622755
7,40.99272918701172,47.11217122375055,46.32160186767578,46.92991341162379
8,79.70979309082031,46.43370997959875,65.0953369140625,48.172133896699364
9,100.97795104980469,43.35724219436844,38.50107955932617,40.006739796771555
average,92.39752082824707,41.73286637513951,60.50530529022217,40.728008086610785
