,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,792.5,9840,9720,502.6,2,27048,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27048,13524,0,0,0,2,27048,13524,0,0,0,61260,0,누락없음,1,2019-08-07,주간,2019-08-06 15:45,화,안겹침,0,3,0,A,평일,0
1,159.9,2040,1980,834.9,2,27048,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41648,14600,0,0,0,3,41648,14600,0,0,0,300,0,강종누락,1,2019-08-08,주간,2019-08-07 19:01,수,안겹침,0,2,0,A,평일,0
2,329.8,4200,3960,637.3,0,0,0,4,49240,12310,1,6180,6180,0,0,0,0,0,0,0,0,0,5,55420,12310,0,0,0,1,6180,6180,4,49240,12310,23820,0,누락없음,1,2019-08-16,주간,2019-08-16 18:00,금,안겹침,0,3,0,CS,평일,0
3,2154.6,70380,51900,573.7,0,0,0,0,0,0,4,31060,8330,0,0,0,0,0,0,0,0,0,4,31060,8330,0,0,0,4,31060,8330,0,0,0,55320,0,누락없음,1,2019-08-19,주간,2019-08-17 23:04,토,안겹침,0,5,0,S,주말,0
4,86.1,1200,1140,810.7,0,0,0,4,31590,8450,0,0,0,0,0,0,0,0,0,0,0,0,4,31590,8450,0,0,0,4,31590,8450,0,0,0,540,0,누락없음,1,2019-08-19,야간,2019-08-19 23:21,월,안겹침,0,4,0,C,평일,0
5,678.1,36300,17520,522.2,1,7900,7900,2,20640,10320,0,0,0,0,0,0,0,0,0,0,0,0,3,28540,10320,0,0,0,1,7900,7900,2,20640,10320,4140,0,누락없음,1,2019-08-22,주간,2019-08-21 19:51,수,안겹침,0,2,0,AC,평일,0
6,296.6,4800,4740,958.0,0,0,0,0,0,0,2,18860,9430,0,0,0,0,0,0,0,0,0,2,18860,9430,0,0,0,2,18860,9430,0,0,0,300,0,누락없음,1,2019-08-23,주간,2019-08-22 18:16,목,안겹침,0,3,0,S,평일,0
7,2489.1,115080,59760,214.3,1,7900,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7900,7900,0,0,0,1,7900,7900,0,0,0,56040,0,누락없음,1,2019-08-26,주간,2019-08-24 8:39,토,안겹침,0,2,0,A,주말,0
8,661.1,8100,8040,705.2,0,0,0,3,18000,6000,0,0,0,0,0,0,0,0,0,0,0,0,5,32450,8000,0,0,0,1,6450,6450,4,26000,8000,780,0,강종누락,1,2019-08-30,야간,2019-08-30 6:39,금,안겹침,0,5,0,C,평일,0
9,496.1,6240,6180,780.8,0,0,0,4,29040,7260,0,0,0,0,0,0,0,0,0,0,0,0,4,29040,7260,0,0,0,4,29040,7260,0,0,0,780,0,누락없음,1,2019-09-05,야간,2019-09-05 6:41,목,안겹침,0,7,0,C,평일,0
10,418.4,5220,5160,851.8,0,0,0,4,29040,7260,0,0,0,0,0,0,0,0,0,0,0,0,4,29040,7260,0,0,0,4,29040,7260,0,0,0,360,0,누락없음,1,2019-09-06,야간,2019-09-06 7:01,금,안겹침,0,4,0,C,평일,0
11,82.8,1140,1020,848.0,0,0,0,0,0,0,1,10100,10100,0,0,0,0,0,0,0,0,0,1,10100,10100,0,0,0,1,10100,10100,0,0,0,420,0,누락없음,1,2019-09-18,야간,2019-09-18 6:31,수,안겹침,0,6,0,S,평일,0
