,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,890.9,5280,5220,684.9,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,6,81144,13524,0,0,0,24120,1,누락없음,4,2019-08-06,야간,2019-08-06 3:32,화,안겹침,0,8,0,A,평일,0
1,1571.4,9540,9360,636.4,0,0,0,6,60300,11430,1,5820,5820,0,0,0,0,0,0,0,0,0,7,66120,11430,0,0,0,1,5820,5820,6,60300,11430,41520,1,누락없음,4,2019-08-07,야간,2019-08-06 22:57,화,안겹침,0,6,0,CS,평일,0
2,786.9,4860,4800,742.2,0,0,0,2,27600,13800,0,0,0,0,0,0,0,0,0,0,0,0,3,32600,13800,0,0,0,2,27600,13800,1,5000,5000,14820,0,강종누락,4,2019-08-08,야간,2019-08-08 2:53,목,안겹침,0,7,0,C,평일,0
3,5785.2,112440,107940,50.5,0,0,0,8,111210,25100,0,0,0,0,0,0,0,0,0,0,0,0,8,111210,25100,0,0,0,3,25350,8450,5,85860,25100,623340,0,누락없음,4,2019-08-19,주간,2019-08-17 8:47,토,안겹침,1,3,0,C,주말,0
4,1026.7,6420,6360,559.9,0,0,0,0,0,0,0,0,0,0,0,0,6,98100,18850,0,0,0,6,98100,18850,6,98100,18850,6,98100,18850,0,0,0,21240,1,누락없음,4,2019-08-20,주간,2019-08-19 17:29,월,안겹침,0,8,0,C,평일,0
5,1175.2,9480,7260,926.3,6,96600,16100,0,0,0,0,0,0,0,0,0,2,32450,18600,0,0,0,8,129050,18600,2,32450,18600,8,129050,18600,0,0,0,1980,2,누락없음,4,2019-08-21,주간,2019-08-20 15:21,화,겹침,0,6,1,AC,평일,0
6,415.5,2640,2580,817.2,0,0,0,5,38900,10700,0,0,0,0,0,0,0,0,0,0,0,0,7,74350,19600,0,0,0,7,74350,19600,0,0,0,8460,0,강종누락,4,2019-08-22,주간,2019-08-21 17:17,수,안겹침,0,8,0,C,평일,0
7,1098.4,6420,6360,864.4,0,0,0,7,96150,22100,0,0,0,0,0,0,0,0,0,0,0,0,7,96150,22100,0,0,0,2,28470,22100,5,67680,15190,2040,0,누락없음,4,2019-08-23,주간,2019-08-22 18:41,목,안겹침,0,7,0,C,평일,0
8,4008.0,113400,74040,389.6,0,0,0,10,82860,12310,0,0,0,0,0,0,0,0,0,0,0,0,10,82860,12310,0,0,0,0,0,0,10,82860,12310,63180,0,누락없음,4,2019-08-26,야간,2019-08-24 9:10,토,안겹침,0,7,0,C,주말,0
9,1670.0,9420,9360,708.2,0,0,0,9,89550,15190,0,0,0,0,0,0,0,0,0,0,0,0,9,89550,15190,0,0,0,0,0,0,9,89550,15190,4140,0,누락없음,4,2019-08-27,야간,2019-08-27 3:59,화,안겹침,0,10,0,C,평일,0
10,390.9,2520,2460,792.7,6,77530,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77530,16100,0,0,0,6,77530,16100,0,0,0,6000,0,누락없음,4,2019-08-28,야간,2019-08-28 3:59,수,안겹침,0,9,0,A,평일,0
11,1264.0,7320,7080,647.4,0,0,0,10,75240,7750,0,0,0,0,0,0,0,0,0,0,0,0,10,75240,7750,0,0,0,0,0,0,10,75240,7750,4200,0,누락없음,4,2019-08-29,야간,2019-08-29 3:35,목,안겹침,0,6,0,C,평일,0
12,1069.8,6180,6120,749.2,1,8520,8520,9,52380,5820,0,0,0,0,0,0,0,0,0,0,0,0,10,60900,8520,0,0,0,1,8520,8520,9,52380,5820,2040,0,누락없음,4,2019-08-30,야간,2019-08-30 4:48,금,안겹침,0,10,0,AC,평일,0
13,4640.1,83520,69840,68.8,0,0,0,6,77510,15190,0,0,0,0,0,0,0,0,0,0,0,0,6,77510,15190,0,0,0,0,0,0,6,77510,15190,293520,1,누락없음,4,2019-09-04,야간,2019-09-03 8:39,화,안겹침,0,10,0,C,평일,0
14,919.2,5460,5400,760.1,3,35930,14270,2,18340,9210,0,0,0,0,0,0,0,0,0,0,0,0,5,54270,14270,0,0,0,5,54270,14270,0,0,0,1260,0,누락없음,4,2019-09-05,야간,2019-09-05 5:37,목,안겹침,0,6,0,AC,평일,0
15,643.3,3840,3780,779.9,6,50470,14270,1,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,7,57670,14270,0,0,0,7,57670,14270,0,0,0,4020,0,누락없음,4,2019-09-06,야간,2019-09-06 3:35,금,안겹침,0,5,0,AC,평일,0
16,2046.6,14160,13980,118.6,0,0,0,0,0,0,0,0,0,0,0,0,4,61900,20350,0,0,0,4,61900,20350,4,61900,20350,4,61900,20350,0,0,0,962640,0,누락없음,4,2019-09-19,주간,2019-09-18 9:57,수,안겹침,0,7,0,C,평일,0
17,392.3,3180,3060,848.1,0,0,0,2,15240,7620,0,0,0,1,18850,18850,1,13200,13200,0,0,0,5,66890,19600,2,32050,18850,2,38450,19600,3,28440,13200,1980,0,강종누락,4,2019-09-20,주간,2019-09-19 13:31,목,안겹침,0,4,0,AC,평일,0
18,5145.2,103020,95220,408.0,0,0,0,0,0,0,3,51300,17600,0,0,0,0,0,0,0,0,0,3,51300,17600,0,0,0,3,51300,17600,0,0,0,137100,0,누락없음,4,2019-09-23,야간,2019-09-22 3:07,일,안겹침,0,5,0,S,주말,0
19,622.9,4980,4260,939.2,5,33420,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33420,11160,0,0,0,5,33420,11160,0,0,0,12060,2,누락없음,4,2019-09-24,야간,2019-09-24 1:57,화,안겹침,0,3,0,A,평일,0
20,161.0,1200,1140,988.0,6,89100,14850,0,0,0,0,0,0,2,38200,19350,0,0,0,0,0,0,8,127300,19350,2,38200,19350,8,127300,19350,0,0,0,2100,0,누락없음,4,2019-09-25,야간,2019-09-25 0:24,수,안겹침,0,5,0,A,평일,0
21,792.0,6240,5040,912.9,2,15840,8900,0,0,0,0,0,0,2,15380,7690,3,55800,18600,0,0,0,7,87020,18600,5,71180,18600,4,31220,8900,3,55800,18600,720,1,누락없음,4,2019-09-26,야간,2019-09-26 1:47,목,안겹침,0,8,0,AC,평일,0
22,953.6,5460,5340,756.0,0,0,0,8,53840,6730,3,25680,8560,0,0,0,0,0,0,0,0,0,11,79520,8560,0,0,0,3,25680,8560,8,53840,6730,1500,0,누락없음,4,2019-09-27,야간,2019-09-27 5:43,금,안겹침,0,7,0,CS,평일,0
23,1527.6,8580,8460,695.8,6,89100,14850,0,0,0,0,0,0,0,0,0,2,40200,20100,0,0,0,8,129300,20100,2,40200,20100,6,89100,14850,2,40200,20100,1670340,1,누락없음,4,2019-10-17,야간,2019-10-17 7:24,목,안겹침,0,11,0,AC,평일,0
24,1212.9,7200,6900,721.1,7,94360,13480,1,8320,8320,0,0,0,0,0,0,1,7640,7640,0,0,0,9,110320,13480,1,7640,7640,7,94360,13480,2,15960,8320,2700,1,누락없음,4,2019-10-18,야간,2019-10-18 5:12,금,겹침,1,8,5,AC,평일,0
25,2458.0,21300,16380,345.9,7,103950,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,103950,14850,0,0,0,7,103950,14850,0,0,0,230880,1,누락없음,4,2019-10-22,주간,2019-10-21 16:19,월,안겹침,0,9,0,A,주말,0
26,1596.4,11760,9240,727.2,6,89100,14850,2,18990,9970,0,0,0,0,0,0,0,0,0,0,0,0,8,108090,14850,0,0,0,6,89100,14850,2,18990,9970,2580,2,누락없음,4,2019-10-23,주간,2019-10-22 16:28,화,안겹침,0,7,0,AC,평일,0
27,1416.9,10020,8640,944.2,8,88800,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88800,11100,0,0,0,8,88800,11100,0,0,0,6720,2,누락없음,4,2019-10-24,주간,2019-10-23 17:00,수,안겹침,0,8,0,A,평일,0
28,1137.7,9060,6660,662.0,8,88800,11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88800,11100,0,0,0,8,88800,11100,0,0,0,4500,1,누락없음,4,2019-10-25,주간,2019-10-24 14:52,목,안겹침,0,8,0,A,평일,0
29,3955.3,130860,105180,548.9,8,76432,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76432,9554,0,0,0,8,76432,9554,0,0,0,61200,0,누락없음,4,2019-10-28,주간,2019-10-26 7:13,토,겹침,0,8,8,A,주말,0
30,1186.7,7380,7320,696.5,0,0,0,9,60570,6730,1,5330,5330,0,0,0,0,0,0,0,0,0,10,65900,6730,0,0,0,1,5330,5330,9,60570,6730,8160,1,누락없음,4,2019-10-29,주간,2019-10-28 17:56,월,안겹침,0,8,0,CS,평일,0
31,611.3,3600,3420,678.5,8,102300,13480,0,0,0,1,5330,5330,0,0,0,0,0,0,0,0,0,9,107630,13480,0,0,0,9,107630,13480,0,0,0,12840,0,누락없음,4,2019-10-30,주간,2019-10-29 20:07,화,겹침,0,10,1,AS,평일,0
32,977.7,5820,5760,767.8,6,80880,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80880,13480,0,0,0,6,80880,13480,0,0,0,1200,0,누락없음,4,2019-10-31,주간,2019-10-30 19:21,수,안겹침,0,9,0,A,평일,0
33,807.9,4860,4800,757.4,8,76432,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76432,9554,0,0,0,8,76432,9554,0,0,0,1140,0,누락없음,4,2019-11-01,주간,2019-10-31 19:29,목,안겹침,0,6,0,A,평일,0
34,2371.0,32280,32040,652.4,2,30700,15350,2,26720,13360,0,0,0,0,0,0,0,0,0,0,0,0,5,76770,19350,0,0,0,5,76770,19350,0,0,0,152340,0,강종누락,4,2019-11-04,주간,2019-11-03 10:08,일,안겹침,0,8,0,AC,주말,0
35,726.1,5160,4860,836.6,0,0,0,3,38650,14100,1,12850,12850,0,0,0,0,0,0,0,0,0,4,51500,14100,0,0,0,4,51500,14100,0,0,0,2100,2,누락없음,4,2019-11-05,주간,2019-11-04 15:49,월,안겹침,0,5,0,CS,평일,0
36,132.9,1020,960,952.4,6,89100,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89100,14850,0,0,0,6,89100,14850,0,0,0,15360,0,누락없음,4,2019-11-06,주간,2019-11-05 14:05,화,안겹침,0,4,0,A,평일,0
