,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,440.5,2460,2160,659.7,0,0,0,2,55000,27500,0,0,0,0,0,0,1,110879,110879,0,0,0,3,165879,110879,1,110879,110879,0,0,0,3,165879,110879,1020,1,누락없음,18,2019-09-25,주간,2019-09-24 17:01,화,안겹침,0,5,0,C,평일,0
1,447.8,2340,2280,988.7,0,0,0,2,27300,13650,0,0,0,0,0,0,2,140729,110879,0,0,0,4,168029,110879,2,140729,110879,0,0,0,4,168029,110879,1500,0,누락없음,18,2019-09-26,주간,2019-09-25 16:29,수,겹침,0,3,1,C,평일,0
2,113.6,1320,1200,1072.0,0,0,0,0,0,0,0,0,0,0,0,0,1,110879,110879,0,0,0,1,110879,110879,1,110879,110879,0,0,0,1,110879,110879,300,0,누락없음,18,2019-09-26,야간,2019-09-26 13:03,목,겹침,0,4,1,C,평일,0
3,695.6,3600,3540,643.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,0,0,1,173703,173703,0,0,0,18660,0,강종누락,18,2019-09-30,주간,2019-09-27 1:26,금,안겹침,0,1,0,,평일,0
4,271.6,1440,1380,784.3,0,0,0,3,25770,8590,0,0,0,0,0,0,4,101400,25350,0,0,0,7,127170,25350,4,101400,25350,4,101400,25350,3,25770,8590,11820,0,누락없음,18,2019-10-01,주간,2019-09-30 13:26,월,안겹침,0,1,0,C,주말,0
5,398.0,2040,1980,736.7,0,0,0,0,0,0,0,0,0,0,0,0,5,128750,26350,0,0,0,5,128750,26350,5,128750,26350,5,128750,26350,0,0,0,1200,0,누락없음,18,2019-10-02,주간,2019-10-01 17:19,화,겹침,0,7,3,C,평일,0
6,363.4,3240,2940,1012.0,0,0,0,1,40850,40850,0,0,0,0,0,0,3,76050,25350,0,0,0,4,116900,40850,3,76050,25350,3,76050,25350,1,40850,40850,780,1,누락없음,18,2019-10-03,야간,2019-10-03 16:14,목,겹침,0,6,4,C,평일,0
7,1462.7,7200,7140,633.1,0,0,0,2,81700,40850,0,0,0,0,0,0,3,79050,26350,0,0,0,6,187100,40850,3,79050,26350,4,105400,26350,2,81700,40850,840,0,강종누락,18,2019-10-03,주간,2019-10-02 15:58,수,겹침,0,5,3,C,평일,0
8,117.9,900,780,1063.9,0,0,0,1,40850,40850,0,0,0,0,0,0,0,0,0,0,0,0,1,40850,40850,0,0,0,0,0,0,1,40850,40850,2580,0,누락없음,18,2019-10-04,야간,2019-10-04 11:35,금,겹침,0,3,1,C,평일,0
9,118.3,900,840,899.8,0,0,0,1,40850,40850,0,0,0,0,0,0,2,50700,25350,0,0,0,3,91550,40850,2,50700,25350,2,50700,25350,1,40850,40850,600,0,누락없음,18,2019-10-04,주간,2019-10-04 6:39,금,겹침,0,4,3,C,평일,0
10,148.1,900,840,914.7,0,0,0,1,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,1,32500,32500,0,0,0,0,0,0,1,32500,32500,480,0,누락없음,18,2019-10-07,야간,2019-10-07 17:16,월,겹침,0,7,1,C,평일,0
11,3464.7,32280,31020,359.9,0,0,0,5,96170,32500,0,0,0,0,0,0,0,0,0,0,0,0,7,146370,32500,0,0,0,0,0,0,7,146370,32500,129840,0,강종누락,18,2019-10-07,주간,2019-10-06 13:05,일,안겹침,0,1,0,C,주말,0
12,792.3,6180,4860,947.8,0,0,0,1,32500,32500,1,59000,59000,0,0,0,0,0,0,0,0,0,2,91500,59000,0,0,0,1,59000,59000,1,32500,32500,420,4,누락없음,18,2019-10-08,주간,2019-10-08 4:39,화,겹침,0,1,1,CS,평일,0
13,1218.3,7140,6060,733.3,0,0,0,6,95080,18600,1,59000,59000,0,0,0,0,0,0,0,0,0,7,154080,59000,0,0,0,1,59000,59000,6,95080,18600,720,2,누락없음,18,2019-10-09,주간,2019-10-08 15:33,화,겹침,0,2,1,CS,평일,0
14,1220.8,5640,5460,620.8,0,0,0,5,47100,13950,3,38000,12900,0,0,0,0,0,0,1,31600,31600,9,116700,31600,1,31600,31600,0,0,0,9,116700,31600,900,0,누락없음,18,2019-10-10,주간,2019-10-09 18:17,수,안겹침,0,7,0,CS,평일,0
15,494.3,2520,2400,600.1,0,0,0,5,71300,26200,3,36600,12200,0,0,0,0,0,0,0,0,0,8,107900,26200,0,0,0,0,0,0,8,107900,26200,1020,0,누락없음,18,2019-10-11,주간,2019-10-10 18:52,목,겹침,0,9,2,CS,평일,0
16,2975.0,30900,28860,403.6,0,0,0,5,50750,25950,0,0,0,0,0,0,0,0,0,0,0,0,5,50750,25950,0,0,0,0,0,0,5,50750,25950,110760,0,누락없음,18,2019-10-14,주간,2019-10-13 1:26,일,안겹침,0,8,0,C,주말,0
17,94.4,840,780,979.2,0,0,0,2,66950,41000,0,0,0,0,0,0,0,0,0,0,0,0,2,66950,41000,0,0,0,0,0,0,2,66950,41000,420,0,누락없음,18,2019-10-14,야간,2019-10-14 13:05,월,겹침,0,5,1,C,평일,0
18,86.6,840,780,979.4,0,0,0,2,66950,41000,2,28500,14250,0,0,0,0,0,0,0,0,0,4,95450,41000,0,0,0,2,28500,14250,2,66950,41000,420,0,누락없음,18,2019-10-15,야간,2019-10-15 6:23,화,겹침,0,2,1,CS,평일,0
19,85.0,780,660,1032.7,0,0,0,1,17330,17330,0,0,0,0,0,0,3,178937,81737,0,0,0,4,196267,81737,3,178937,81737,0,0,0,4,196267,81737,360,0,누락없음,18,2019-10-16,야간,2019-10-16 3:00,수,안겹침,0,4,0,C,평일,0
20,127.6,900,840,909.7,0,0,0,0,0,0,0,0,0,0,0,0,2,111337,81737,0,0,0,2,111337,81737,2,111337,81737,0,0,0,2,111337,81737,600,0,누락없음,18,2019-10-17,주간,2019-10-17 6:34,목,겹침,0,4,1,C,평일,0
21,249.5,1320,1260,744.5,0,0,0,4,59880,14970,0,0,0,0,0,0,0,0,0,0,0,0,4,59880,14970,0,0,0,0,0,0,4,59880,14970,2340,0,누락없음,18,2019-10-18,야간,2019-10-18 19:53,금,안겹침,0,9,0,C,평일,0
22,705.6,3780,3600,640.6,0,0,0,5,52290,14970,0,0,0,2,43700,21850,2,202195,130110,0,0,0,9,298185,130110,4,245895,130110,3,173810,130110,6,124375,72085,960,0,누락없음,18,2019-10-18,주간,2019-10-17 18:57,목,안겹침,0,2,0,AC,평일,0
