,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.326526641845703,39.7094586355545,14.910149574279785,35.30205871854645
1,22.88713836669922,42.017118046618975,16.523326873779297,42.00441526595572
2,20.418212890625,28.442088954870155,18.782421112060547,28.438909561362536
3,19.086462020874023,39.70573689108525,21.956499099731445,39.6985346593384
4,17.547651290893555,33.275568938924486,12.4539794921875,33.34748955252855
5,20.491878509521484,35.82072049243904,27.218250274658203,34.09472098981411
6,49.605438232421875,33.52600169264162,21.449295043945312,35.22474265566793
7,24.12163543701172,31.68279006707253,29.75151824951172,30.99597388321006
8,76.56095886230469,34.88847122696412,31.445026397705078,33.14629163273244
9,18.723464965820312,44.655429352103496,22.604549407958984,44.28709734899498
average,29.276936721801757,36.37233842982742,21.709501552581788,35.654023426815115
