,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,98.42984008789062,84.37473079588663,72.13571166992188,80.59019099105299
1,52.34611892700195,66.87673569358226,137.48800659179688,63.31325710542169
2,23.998004913330078,83.39114248866579,45.702293395996094,84.63906883774554
3,63.907711029052734,102.20009511382335,58.663421630859375,104.85039219901968
4,212.92147827148438,66.28675354414962,86.68816375732422,63.636818325615685
5,49.67618942260742,33.49195235083094,25.187299728393555,43.8039099191284
6,107.31733703613281,100.97312214250023,77.04192352294922,105.88883169486249
7,57.909210205078125,53.24014670726343,20.76885223388672,48.18211842713235
8,16.37944984436035,36.678403121081324,12.8068265914917,36.32193713642719
9,27.32411766052246,52.2727424094144,33.65506362915039,53.25906290607902
average,71.0209457397461,67.97858243671979,57.013756275177,68.44855875424851
