,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.818598198168207,45.30320471929862
1,21.647232633648496,53.87052093804473
2,22.908781918612394,46.32120416120792
3,23.15254796635021,51.25111168564319
4,26.57114687832919,55.72143102444145
5,24.46115424416282,76.10950662273973
6,25.382769497958098,46.51598108290403
7,20.85367994597464,48.17923495294241
8,27.116858164469402,53.52391918496075
9,23.691174998427883,68.32887906910109
average,23.960394444610138,54.512499344128386
