,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.61092730535977,43.99553388971095
1,24.985316138336625,41.776895385308094
2,25.738016100897305,45.873325516580806
3,23.94304661589544,43.974716341434075
4,22.833706768238603,39.238711982088795
5,23.125907888734975,47.58902813648628
6,27.394676328281275,45.18529094908899
7,27.96234327122785,42.42811638786573
8,25.069182907325633,40.793387720636765
9,23.105071219845094,36.85238065491278
average,24.776819454414255,42.77073869641133
