,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,25.13199404123667,54.21028506908172
1,26.835027952451963,49.225807838991486
2,24.490987674610036,42.12042251227537
3,24.908289471188105,46.536702866259375
4,23.26086611361117,46.49091118567831
5,24.843740128182077,48.86530595233537
6,24.022375313011377,53.70621269445097
7,21.559987867200697,55.90060526577272
8,23.037253457146722,48.81711984684233
9,24.71861875379408,47.954918607337376
average,24.28091407724329,49.3828291839025
