,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,24.78129093888877,62.44169000889536
1,24.230375151703324,57.83758364550901
2,25.778446653614875,48.34248048899201
3,25.415295642355215,52.72223706742587
4,21.440449396769207,38.80896464241073
5,25.57308758168981,53.49707337650763
6,23.653539740520976,56.5100567776619
7,22.62491065868433,35.738995440994934
8,23.096017920452617,49.083911343232224
9,30.980214326278023,49.27205357266613
average,24.757362801095717,50.42550463642958
