,시간(총)_only_MLP_15_15_에너지,시간(총)_only_MLP_20_20_에너지,시간(총)_only_MLP_25_25_에너지,시간(총)_only_KNN_에너지
0,29.815935134887695,28.98583221435547,30.59432029724121,25.08110553392176
1,37.170814514160156,36.93909454345703,38.264373779296875,34.58090681841137
2,42.594505310058594,44.82221221923828,69.13337707519531,40.38896265960988
3,30.010082244873047,28.838817596435547,60.747554779052734,30.833503483273333
4,22.561185836791992,31.933988571166992,30.088306427001953,25.699867139000343
5,41.395999908447266,35.9351692199707,32.82737350463867,40.047622668513426
6,25.030969619750977,28.89440155029297,27.903104782104492,24.11712192196004
7,25.643009185791016,24.841814041137695,27.87223243713379,27.946655456017083
8,31.05384635925293,34.29573059082031,31.442373275756836,29.057452259075678
9,37.27891159057617,36.66438674926758,59.63651657104492,32.41928325182413
average,32.25552597045898,33.21514472961426,40.85095329284668,31.017248119160705
