,시간(총)_only_MLP_15_15_에너지,시간(총)_only_MLP_20_20_에너지,시간(총)_only_MLP_25_25_에너지,시간(총)_only_KNN_에너지
0,39.38755416870117,53.548011779785156,30.475812911987305,20.385972305952794
1,23.007476806640625,20.939167022705078,19.700292587280273,18.066349386321384
2,19.503520965576172,19.709001541137695,22.723970413208008,18.391925962406898
3,22.004728317260742,22.038925170898438,24.883380889892578,17.511727610929935
4,22.665964126586914,21.87468147277832,20.844928741455078,19.82426006202733
5,28.315799713134766,27.895357131958008,31.574687957763672,27.86723551271232
6,34.193359375,37.01780319213867,35.102745056152344,30.479989036901305
7,16.973905563354492,22.482685089111328,19.458925247192383,17.572864502089384
8,19.427352905273438,18.170696258544922,17.354413986206055,18.225686040983863
9,24.64347267150879,21.39820098876953,25.4700984954834,28.35355480908005
average,25.012313461303712,26.507452964782715,24.75892562866211,21.66795652294053
