,시간(총)_MLP_3_3_에너지
0,8.042322710940713
1,7.4154699476141674
2,8.606076416216398
3,8.175907185203151
4,8.463273098594264
5,8.332100466678018
6,7.333511001185367
7,6.712319850921631
8,8.636089626111483
9,10.634170030292712
average,8.23512403337579
