,시간(총)_MLP_3_3_에너지
0,8.964280894545258
1,8.962992027157643
2,8.995496476282838
3,9.385599464666647
4,8.682891564291031
5,9.685672181551574
6,10.759282362265665
7,9.765129839787718
8,8.911345810186667
9,9.429916553809994
average,9.354260717454503
