,시간(총)_MLP_3_3_에너지
0,9.371533594633403
1,7.75892774682296
2,9.308100800765189
3,8.639565166674162
4,8.755359950818514
5,8.581355446263364
6,7.87442872398778
7,8.223024694543136
8,8.621475721660413
9,11.191361879047594
average,8.832513372521651
