,시간(총)_MLP_6_6_에너지
0,9.011167208353678
1,9.678641520048442
2,9.26848264326129
3,9.48636235688862
4,9.091424724511933
5,10.059993727165356
6,10.001807781687955
7,10.986216561836109
8,9.023215946398283
9,9.935659107409025
average,9.654297157756067
