,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,28.51899781098237,75.87810372547112,65.92194495329986,76.84170285214498
1,24.292190036258184,74.80404079088962,19.206209440489072,74.62005276980983
2,32.744304244582715,63.688259299501425,20.646653587753708,63.3847166742712
3,31.75936477248733,49.79172911482195,32.19856860186603,49.52855777385562
4,40.24456230369774,77.61911438641704,26.052510648160368,79.10513650939149
5,33.42416454005886,66.5972866487769,22.916678248225033,64.59217904448124
6,35.44541570302602,56.81147537477855,24.880228712752057,55.51725085624276
7,77.6640662631473,76.70465522796898,38.41142056439374,75.97135644451957
8,34.00980805061959,56.48066591366766,18.801271644798486,57.54269804177118
9,44.805341359731315,87.00681609901984,69.23788122228675,86.1066234021576
average,38.29082150845914,68.5382146581313,33.82733676240251,68.32102743686455
