,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,27.996873439839874,105.23572556426706
1,27.291111667115192,99.72997634748604
2,28.61953744104214,111.08300115517791
3,28.52419458976439,93.38214523898606
4,28.64799168369738,129.75028061794467
5,25.902394599258102,89.13588635493845
6,27.803068547586182,97.3038557360025
7,30.221507654135358,85.87085615523901
8,27.429826966207298,83.80667080415847
9,28.100591499080622,121.72753508799796
average,28.05370980877266,101.70259330621981
