,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,25.751874220998662,44.90896222314959
1,24.38617646066766,53.50421299333855
2,25.92670129474841,42.37560482820209
3,27.359650561684056,51.43746985224965
4,23.9274680488988,49.39050466260549
5,32.58419358102899,53.37851679036925
6,27.328366731342516,54.103613883024536
7,32.839922051680716,58.362995828019834
8,28.767439992804277,54.479659410773415
9,23.05550806145919,47.43232695205118
average,27.192730100531328,50.93738674237836
