,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,22.839652680514153,39.01166368636606,23.95963518243087,38.613401606275325
1,17.459525961624948,22.27873494817007,19.316187005293997,22.768791420585494
2,21.71081696895131,29.543030607744676,21.593512451439572,28.407930714487474
3,20.372038891440944,23.95220175334422,19.22062130978233,24.20264025541628
4,31.188921208967244,32.7393990267701,17.846331345407588,32.41035836697614
5,24.899823707446718,29.178419943712086,18.926647186279297,29.0135292570832
6,23.693089803059895,30.8204751609924,20.135196719253273,30.90029284630059
7,16.130118771603232,25.045155865815172,17.26501881448846,24.51623030154883
8,32.17334175109863,30.08138353580004,29.01785010622259,30.16100785021954
9,22.621813255443907,20.507025516939937,22.05893650389554,19.864847990688233
average,23.308914300015097,28.315749004565482,20.933993662449353,28.08590306095811
