,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.155691099755558,31.72502012545772,21.257509396399982,31.687425463611874
1,18.469971574383017,29.090125850778474,19.816288559525102,28.81323224196082
2,26.054261760947146,41.03763989289415,24.940752500369225,40.73237126032597
3,19.24229501794886,32.314335874424366,20.80779603086872,32.85119042377691
4,28.511000715656046,36.630457644337156,24.3062551404223,39.22529293040076
5,30.212969297244225,35.04569742198576,24.340941864767192,35.445405655524226
6,21.72116070029176,32.3448703994524,22.831355365706077,31.493981233256974
7,22.15883919044777,27.426130959553703,19.094098503206983,28.391595173081264
8,25.481773870962638,34.08386198349145,25.213839330790954,34.61852467165808
9,22.61496016419964,30.000419907920918,21.19982436851219,29.85294252025026
average,23.762292339183666,32.96985600602961,22.380866106056875,33.311196157384714
