,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,20,0.0,2020-01-01 10:07:00,2020-01-01 19:24:00,3899.5,heat,[],,,,,,NO MATERIAL,1.0,95.34290843806104,increasing 0,885.0999999999998,9.283333333333333,1255.3,0,0.0,16.0,370.2,2020-01-01 00:00:00,370.1,,1255.3,0.0,
1,20,1.0,2020-01-02 19:05:00,2020-01-02 19:29:00,299.80000000004657,heat,"['191008-12321-001', '191216-19008-005', '191216-19008-005', '191210-19004-001', '191209-19151-008', '191209-19151-007']",,,,,,OK,0.0,1229.5,increasing 0,491.80000000000007,0.4,1249.7,0,0.0,1.0,757.9,2020-01-02 19:05:00,757.9,2020-01-02 18:55:00,1249.7,0.0,
2,20,2.0,2020-01-03 17:22:00,2020-01-03 19:47:00,1819.7000000000696,heat,"['191225-19090-003', '191225-19090-003', '191225-19090-003', '191225-19090-004', '190905-19234-048', '190905-19234-048', '191210-19004-003']",,,,,,OK,0.0,304.55172413793105,increasing 0,736.0,2.4166666666666665,1251.0,0,0.0,4.0,515.0,2020-01-03 17:21:00,480.0,2020-01-03 16:13:00,1251.0,0.0,
3,20,4.0,2020-01-06 16:45:00,2020-01-06 17:16:00,390.09999999997666,heat,"['191217-19234-024', '191217-19234-024', '191217-19234-024', '191217-19234-024', '191016-19175-001']",,,,,,OK,0.0,1091.6129032258066,increasing 0,564.0000000000001,0.5166666666666667,1252.4,0,0.0,1.0,688.4,2020-01-06 16:45:00,688.4,2020-01-06 16:20:00,1252.4,0.0,
4,20,5.0,2020-01-07 15:51:00,2020-01-07 16:50:00,609.4000000000233,heat,"['190905-19234-061', '190905-19234-061', '191225-19090-005', '191016-19175-001']",,,,,,DOOR OPENED WHILE HEATING,0.0,538.7796610169491,increasing 0,529.8,0.9833333333333332,1253.0,2020-01-07 16:31:00,1.0,4.0,723.2,2020-01-07 15:51:00,723.2,2020-01-07 15:26:00,1253.0,818.8,
5,20,6.0,2020-01-08 19:34:00,2020-01-08 20:32:00,693.0999999999768,heat,"['191218-15200-014', '191218-15200-015', '191218-15200-016', '191218-15200-017', '190930-17035-004', '190617-17035-003']",,,,,,OK,0.0,787.3448275862069,increasing 0,761.1,0.9666666666666668,1252.5,0,0.0,1.0,491.4,2020-01-08 19:34:00,491.4,2020-01-08 14:05:00,1252.5,0.0,
6,20,7.0,2020-01-09 18:10:00,2020-01-09 18:35:00,253.19999999995343,heat,"['191219-19004-001', '181112-19581-005']",,,,,,OK,0.0,1357.9199999999996,increasing 0,565.8,0.4166666666666667,1270.0,0,0.0,3.0,704.2,2020-01-09 18:10:00,704.2,2020-01-09 17:58:00,1270.0,0.0,
7,20,8.0,2020-01-10 11:07:00,2020-01-10 11:26:00,100.59999999997672,heat,['181112-19581-005'],,,,,,OK,0.0,999.4736842105265,increasing 0,316.5,0.31666666666666665,1248.8,0,0.0,3.0,932.3,2020-01-10 11:07:00,932.3,2020-01-10 11:02:00,1248.8,0.0,
8,20,9.0,2020-01-11 07:05:00,2020-01-11 07:20:00,123.0,heat,['181112-19581-005'],,,,,,OK,0.0,1882.4000000000005,increasing 0,470.60000000000014,0.25,1255.4,0,0.0,1.0,784.8,2020-01-11 07:05:00,784.8,2020-01-11 06:56:00,1255.4,0.0,
9,20,10.0,2020-01-13 16:59:00,2020-01-13 17:41:00,477.90000000002334,heat,"['191211-19230-001', '200102-11091-001', '191129-15231-001']",,,,,,OK,0.0,763.5714285714287,increasing 0,534.5,0.7,1265.0,0,0.0,1.0,730.5,2020-01-13 16:59:00,730.5,2020-01-13 07:33:00,1265.0,0.0,
