,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,0.03843074459567709,,,holding 0,0.8000000000000114,20.816666666666666,1621.0999999999767,6,351.0,0,0,370,[],2020-01-01 00:21:00,350.2,2020-01-01 00:00:00,349.6,0,,2020-01-01 21:10:00,351.0,,0,,
1,heat,0,1,81.67808219178083,,,increasing 0,795.0,9.733333333333333,3381.0999999999767,6,1146.0,0,0,370,[],2020-01-01 21:10:00,351.0,2020-01-01 00:00:00,349.6,,,2020-01-02 06:54:00,1146.0,,0,,
2,open,,0,,,,,,,26.599999999976717,6,,,,,,2020-01-02 23:11:00,1238.3,,,,,2020-01-02 23:21:00,881.8,,,,
3,reheat,,0,,,,,,,92.09999999997672,6,,,,2,,2020-01-02 23:21:00,881.8,,,,,2020-01-02 23:41:00,,,,,
4,heat,1,0,90.96566523605152,,,increasing 0,706.5000000000001,7.766666666666667,4996.699999999953,6,1206.9,0,0,6,"['191218-19054-001', '191218-19054-001', '191218-19054-001', '191218-19054-001', '191218-19054-011']",2020-01-03 02:43:00,500.4,2020-01-03 02:43:00,500.4,2020-01-03 01:54:00,,2020-01-03 10:29:00,1206.9,,0,,
5,open,,0,,,,,,,3.599999999976717,6,,,,,,2020-01-04 01:00:00,1256.2,,,,,2020-01-04 01:03:00,1026.0,,,,
6,reheat,,0,,,,,,,74.5,6,,,,0,,2020-01-04 01:03:00,1026.0,,,,,2020-01-04 01:18:00,,,,,
7,heat,2,0,1148.1176470588234,,,increasing 0,325.29999999999995,0.2833333333333333,77.59999999997672,6,351.4,2020-01-08 18:15:00,1,27,"['191127-15042-002', '191218-15200-016', '191218-15200-017', '191127-15042-001']",2020-01-08 16:49:00,26.1,2020-01-08 16:49:00,26.1,2020-01-04 01:20:00,,2020-01-08 17:06:00,351.4,,191.8,,
8,heat,2,0,0.7741935483870894,,,holding 0,2.3999999999999773,3.1,407.19999999995343,6,349.0,2020-01-08 18:15:00,1,27,"['191127-15042-002', '191218-15200-016', '191218-15200-017', '191127-15042-001']",2020-01-08 17:06:00,351.4,2020-01-08 16:49:00,26.1,0,,2020-01-08 20:12:00,349.0,,191.8,,
9,heat,2,0,90.24043715846994,,,increasing 1,825.7,9.15,3460.4000000000233,6,1174.7,2020-01-08 18:15:00,1,27,"['191127-15042-002', '191218-15200-016', '191218-15200-017', '191127-15042-001']",2020-01-08 20:12:00,349.0,2020-01-08 16:49:00,26.1,2020-01-08 17:06:00,,2020-01-09 05:21:00,1174.7,,191.8,,
