,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,4,0.0,2020-01-01 08:17:00,2020-01-01 13:27:00,2962.2000000011176,heat,"['200105-19180-249', '200105-19180-250', '200105-19180-252', '200105-19180-253', '200105-19180-254', '200105-19180-255', '200105-19180-256', '200105-19180-251']",,,,,,GAS OFF/TEMP OFF,1.0,208.8,increasing 0,1078.8,5.166666666666667,1257.1,0,0.0,26.0,178.3,2020-01-01 08:17:00,178.3,,1257.1,0.0,
1,4,1.0,2020-01-02 17:18:00,2020-01-02 18:44:00,888.0,heat,"['191025-19581-002', '191018-15200-009', '191018-15200-010', '191018-15200-008', '191018-15200-007']",,,,,,OK,0.0,495.20930232558135,increasing 0,709.8,1.4333333333333331,1254.6,0,0.0,1.0,544.8,2020-01-02 17:20:00,630.7,2020-01-02 13:15:00,1254.6,0.0,
2,4,2.0,2020-01-06 15:25:00,2020-01-06 19:30:00,2241.5,heat,"['200204-19180-376', '200204-19180-377', '200204-19180-378', '200204-19180-379', '200204-19180-380', '200204-19180-381']",,,,,,OK,0.0,270.734693877551,increasing 0,1105.5,4.083333333333333,1264.0,2020-01-06 16:49:00,1.0,10.0,158.5,2020-01-06 15:25:00,158.5,2020-01-03 09:02:00,1264.0,570.1,
3,4,3.0,2020-01-07 20:31:00,2020-01-07 21:11:00,398.6999999992548,heat,"['191208-99010-001', '191209-99010-001', '191213-99010-001', '200108-051']",,,,,,OK,0.0,750.5999999999997,increasing 0,500.3999999999999,0.6666666666666666,1258.6,0,0.0,4.0,758.2,2020-01-07 20:31:00,758.2,2020-01-07 20:13:00,1258.6,0.0,
4,4,4.0,2020-01-08 18:40:00,2020-01-08 19:42:00,670.3999999985099,heat,"['200105-19180-272', '200105-19180-270', '200105-19180-269', '200105-19180-268', '200105-19180-267', '200105-19180-266', '200105-19180-265', '200105-19180-271']",,,,,,OK,0.0,549.2903225806451,increasing 0,567.6,1.0333333333333334,1259.2,0,0.0,1.0,691.6,2020-01-08 18:40:00,691.6,2020-01-08 17:56:00,1259.2,0.0,
5,4,5.0,2020-01-09 22:04:00,2020-01-10 06:31:00,2646.8999999985103,heat,"['190905-19234-053', '190905-19234-053', '191228-19365-001', '191228-19365-001', '191228-19365-001', '191228-19365-001', '191228-19365-001', '191228-19365-001', '190905-19234-052', '190905-19234-052']",,,,,,OK,0.0,76.44970414201183,increasing 0,645.9999999999999,8.45,1254.1,0,0.0,11.0,608.1,2020-01-09 21:56:00,589.0,2020-01-09 18:44:00,1254.1,0.0,
6,4,6.0,2020-01-12 00:38:00,2020-01-12 12:13:00,487.6000000014901,heat,"['191209-19151-024', '191113-12084-001', '200204-19180-371', '200204-19180-370', '200204-19180-369']",,,,,,OK,0.0,0.9064748201438848,holding 0,10.5,11.583333333333336,652.6,0,0.0,466.0,642.1,2020-01-11 08:25:00,720.4,0,652.6,0.0,
7,4,6.0,2020-01-12 12:13:00,2020-01-12 20:26:00,1779.89999999851,heat,"['191209-19151-024', '191113-12084-001', '200204-19180-371', '200204-19180-370', '200204-19180-369']",,,,,,OK,0.0,72.77890466531439,increasing 0,597.9999999999999,8.216666666666667,1250.6,0,0.0,466.0,652.6,2020-01-11 08:25:00,720.4,2020-01-11 05:43:00,1250.6,0.0,
8,4,7.0,2020-01-13 15:18:00,2020-01-13 17:18:00,949.0,heat,"['200204-19180-390', '200204-19180-391', '200204-19180-395', '200204-19180-396', '200204-19180-394', '200204-19180-393', '200204-19180-392']",,,,,,OK,0.0,270.25000000000006,increasing 0,540.5000000000001,2.0,1250.4,2020-01-13 15:57:00,1.0,27.0,709.9,2020-01-13 15:20:00,815.5,2020-01-13 14:13:00,1250.4,633.4,
9,4,8.0,2020-01-14 14:45:00,2020-01-14 16:16:00,715.2999999988824,heat,"['190812-99010-001', '190811-99010-001', '200204-19180-409', '200204-19180-408', '200204-19180-407', '200204-19180-406', '200204-19180-405', '200204-19180-404']",,,,,,OK,0.0,273.6923076923077,increasing 0,415.1,1.5166666666666666,1256.5,2020-01-14 15:29:00,1.0,18.0,841.4,2020-01-14 14:45:00,841.4,2020-01-14 13:59:00,1256.5,686.6,
