,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,0.009501187648455516,,,holding 0,0.19999999999998863,21.05,680.0,13,212.8,2020-01-02 07:27:00,1,657,[],2020-01-01 01:02:00,213.0,2020-01-01 00:00:00,213.3,0,,2020-01-01 22:05:00,212.8,,380.8,,
1,heat,0,1,87.29166666666667,,,increasing 0,1047.5,12.0,3617.4000000000233,13,1260.3,2020-01-02 07:27:00,1,657,[],2020-01-01 22:05:00,212.8,2020-01-01 00:00:00,213.3,,,2020-01-02 10:05:00,1260.3,,380.8,,
2,open,,0,,,,,,,6.400000000023283,13,,,,,,2020-01-02 18:12:00,1237.3,,,,,2020-01-02 18:24:00,660.1,,,,
3,reheat,,0,,,,,,,206.09999999997672,13,,,,4,,2020-01-02 18:24:00,660.1,,,,,2020-01-02 18:44:00,,,,,
4,hold,,0,,,,,,,2793.4000000000233,13,,,,,,2020-01-02 18:44:00,1243.2,,,,,2020-01-03 04:14:00,1237.0,,,1234.5500875656744,
5,open,,0,,,,,,,16.0,13,,,,,,2020-01-03 04:14:00,1237.0,,,,,2020-01-03 04:20:00,902.1,,,,
6,reheat,,0,,,,,,,74.90000000002328,13,,,,1,,2020-01-03 04:20:00,902.1,,,,,2020-01-03 04:27:00,,,,,
7,hold,,0,,,,,,,18.699999999953434,13,,,,,,2020-01-03 04:27:00,1242.3,,,,,2020-01-03 04:29:00,1243.3,,,1243.1000000000001,
8,open,,0,,,,,,,30.5,13,,,,,,2020-01-03 04:29:00,1243.3,,,,,2020-01-03 04:37:00,862.4,,,,
9,reheat,,0,,,,,,,180.70000000006985,13,,,,1,,2020-01-03 04:37:00,862.4,,,,,2020-01-03 04:58:00,,,,,
10,hold,,0,,,,,,,276.69999999995343,13,,,,,,2020-01-03 04:58:00,1233.5,,,,,2020-01-03 05:52:00,1237.6,,,1233.8745454545456,
11,open,,0,,,,,,,23.300000000046566,13,,,,,,2020-01-03 05:52:00,1237.6,,,,,2020-01-03 06:00:00,946.7,,,,
12,reheat,,0,,,,,,,145.0,13,,,,0,,2020-01-03 06:00:00,946.7,,,,,2020-01-03 06:18:00,,,,,
13,heat,1,0,630.6666666666667,,,increasing 0,851.4000000000001,1.35,861.5,13,1260.7,2020-01-03 10:52:00,0,3,"['191209-15224-002', '191205-19925-001', '191209-15224-007', '191016-19175-001']",2020-01-03 10:52:00,409.3,2020-01-03 10:52:00,409.3,2020-01-03 06:36:00,,2020-01-03 12:13:00,1260.7,,409.3,,
14,open,,0,,,,,,,31.79999999993015,13,,,,,,2020-01-03 15:34:00,1253.8,,,,,2020-01-03 15:49:00,730.3,,,,
15,reheat,,0,,,,,,,176.0,13,,,,1,,2020-01-03 15:49:00,730.3,,,,,2020-01-03 16:05:00,,,,,
16,open,,0,,,,,,,6.300000000046566,13,,,,,,2020-01-03 16:06:00,1194.0,,,,,2020-01-03 16:13:00,752.6,,,,
17,reheat,,0,,,,,,,176.59999999997672,13,,,,1,,2020-01-03 16:13:00,752.6,,,,,2020-01-03 16:28:00,,,,,
18,open,,0,,,,,,,17.800000000046566,13,,,,,,2020-01-03 16:29:00,1126.3,,,,,2020-01-03 16:37:00,658.9,,,,
19,reheat,,0,,,,,,,1253.3999999999069,13,,,,1,,2020-01-03 16:37:00,658.9,,,,,2020-01-03 18:15:00,,,,,
20,hold,,0,,,,,,,6786.70000000007,13,,,,,,2020-01-03 18:15:00,1260.2,,,,,2020-01-04 15:02:00,1262.9,,,1257.6499198717945,
21,open,,0,,,,,,,5.199999999953434,13,,,,,,2020-01-04 15:02:00,1262.9,,,,,2020-01-04 15:08:00,862.3,,,,
22,reheat,,0,,,,,,,168.20000000006985,13,,,,1,,2020-01-04 15:08:00,862.3,,,,,2020-01-04 15:28:00,,,,,
23,hold,,0,,,,,,,26.399999999906868,13,,,,,,2020-01-04 15:28:00,1257.9,,,,,2020-01-04 15:34:00,1256.5,,,1255.4714285714288,
24,open,,0,,,,,,,35.800000000046566,13,,,,,,2020-01-04 15:34:00,1256.5,,,,,2020-01-04 15:46:00,919.8,,,,
25,reheat,,0,,,,,,,111.30000000004657,13,,,,0,,2020-01-04 15:46:00,919.8,,,,,2020-01-04 15:56:00,,,,,
26,hold,,0,,,,,,,144.09999999997672,13,,,,,,2020-01-04 15:56:00,1262.9,,,,,2020-01-04 16:26:00,1257.8,,,1255.2,
27,open,,0,,,,,,,33.79999999993015,13,,,,,,2020-01-04 16:26:00,1257.8,,,,,2020-01-04 16:40:00,808.9,,,,
28,reheat,,0,,,,,,,201.80000000004657,13,,,,0,,2020-01-04 16:40:00,808.9,,,,,2020-01-04 17:02:00,,,,,
29,hold,,0,,,,,,,238.5,13,,,,,,2020-01-04 17:02:00,1253.1,,,,,2020-01-04 17:54:00,1258.8,,,1254.1849056603771,
30,open,,0,,,,,,,14.599999999976717,13,,,,,,2020-01-04 17:54:00,1258.8,,,,,2020-01-04 18:04:00,776.3,,,,
31,reheat,,0,,,,,,,131.0,13,,,,0,,2020-01-04 18:04:00,776.3,,,,,2020-01-04 18:15:00,,,,,
32,heat,2,0,1069.1612903225807,,,increasing 0,552.4000000000001,0.5166666666666667,272.19999999995343,13,1253.9,2020-01-06 10:49:00,0,2,"['191216-19168-005', '191216-19168-005', '191216-19168-005', '191216-19168-005', '190905-19234-042', '190905-19234-042']",2020-01-06 10:49:00,701.5,2020-01-06 10:49:00,701.5,2020-01-05 06:30:00,,2020-01-06 11:20:00,1253.9,,701.5,,
33,heat,3,0,866.4285714285717,,,increasing 0,606.5000000000001,0.7,515.5999999999767,13,1256.9,0,0,1,"['190905-19234-048', '190905-19234-048']",2020-01-06 11:53:00,650.4,2020-01-06 11:53:00,650.4,2020-01-06 11:38:00,,2020-01-06 12:35:00,1256.9,,0,,
34,open,,0,,,,,,,42.59999999997672,13,,,,,,2020-01-06 16:24:00,1254.6,,,,,2020-01-06 16:39:00,693.2,,,,
35,reheat,,0,,,,,,,180.30000000004657,13,,,,2,,2020-01-06 16:39:00,693.2,,,,,2020-01-06 16:56:00,,,,,
36,hold,,0,,,,,,,2395.399999999907,13,,,,,,2020-01-06 16:56:00,1258.7,,,,,2020-01-07 02:16:00,1266.5,,,1257.8222816399289,
37,open,,0,,,,,,,10.5,13,,,,,,2020-01-07 02:16:00,1266.5,,,,,2020-01-07 02:22:00,861.6,,,,
38,reheat,,0,,,,,,,36.90000000002328,13,,,,0,,2020-01-07 02:22:00,861.6,,,,,2020-01-07 02:26:00,,,,,
39,open,,0,,,,,,,8.79999999993015,13,,,,,,2020-01-07 02:27:00,1120.4,,,,,2020-01-07 02:37:00,635.7,,,,
40,reheat,,0,,,,,,,61.5,13,,,,1,,2020-01-07 02:37:00,635.7,,,,,2020-01-07 02:44:00,,,,,
41,heat,4,0,1399.111111111111,,,increasing 0,629.6,0.45,308.5,13,1259.7,0,0,1,"['190905-19234-048', '190905-19234-048', '191216-19168-006', '191216-19168-006', '191216-19168-006', '191216-19168-006']",2020-01-07 02:54:00,630.1,2020-01-07 02:50:00,691.5,2020-01-07 02:45:00,,2020-01-07 03:21:00,1259.7,,0,,
42,heat,5,0,1668.3157894736842,,,increasing 0,528.3,0.31666666666666665,188.80000000004657,13,1257.8,0,0,1,"['190905-19234-048', '190905-19234-048', '191216-19168-006', '191216-19168-006', '191216-19168-006', '191216-19168-006']",2020-01-07 11:41:00,729.5,2020-01-07 11:41:00,729.5,2020-01-07 11:28:00,,2020-01-07 12:00:00,1257.8,,0,,
43,heat,6,0,101.53930530164534,,,increasing 0,925.7,9.116666666666667,2775.20000000007,13,1251.5,2020-01-07 19:10:00,1,91,"['191021-19133-002', '191021-19133-001', '191210-99010-001', '191213-99010-001', '190717-19968-001', '190717-19968-001']",2020-01-07 15:57:00,325.8,2020-01-07 15:57:00,325.8,2020-01-07 12:54:00,,2020-01-08 01:04:00,1251.5,,415.9,,
44,open,,0,,,,,,,36.5,13,,,,,,2020-01-08 02:20:00,1252.7,,,,,2020-01-08 02:36:00,628.4,,,,
45,reheat,,0,,,,,,,344.89999999990687,13,,,,1,,2020-01-08 02:36:00,628.4,,,,,2020-01-08 03:05:00,,,,,
46,open,,0,,,,,,,29.600000000093132,13,,,,,,2020-01-08 03:05:00,1156.9,,,,,2020-01-08 03:12:00,768.6,,,,
47,reheat,,0,,,,,,,1075.3999999999069,13,,,,2,,2020-01-08 03:12:00,768.6,,,,,2020-01-08 04:36:00,,,,,
48,hold,,0,,,,,,,1292.5,13,,,,,,2020-01-08 04:36:00,1257.1,,,,,2020-01-08 07:02:00,1254.6,,,1252.0632653061223,
49,open,,0,,,,,,,52.70000000006985,13,,,,,,2020-01-08 07:02:00,1254.6,,,,,2020-01-08 07:14:00,901.8,,,,
50,reheat,,0,,,,,,,162.29999999993015,13,,,,1,,2020-01-08 07:14:00,901.8,,,,,2020-01-08 07:28:00,,,,,
51,heat,7,0,567.7142857142859,,,increasing 0,198.70000000000005,0.35,161.39999999990687,13,1249.8,2020-01-08 14:52:00,0,0,"['191021-19133-001', '191021-19133-002', '191210-99010-001', '190717-19968-001', '190717-19968-001', '가열로 다이', '가열로 다이', '191213-99010-001']",2020-01-08 14:52:00,1051.1,2020-01-08 14:51:00,946.5,2020-01-08 14:40:00,,2020-01-08 15:13:00,1249.8,,1051.1,,
52,open,,0,,,,,,,21.199999999953434,13,,,,,,2020-01-08 21:28:00,1266.7,,,,,2020-01-08 21:38:00,879.5,,,,
53,reheat,,0,,,,,,,76.30000000004657,13,,,,1,,2020-01-08 21:38:00,879.5,,,,,2020-01-08 21:46:00,,,,,
54,hold,,0,,,,,,,28.0,13,,,,,,2020-01-08 21:46:00,1262.5,,,,,2020-01-08 21:49:00,1260.8,,,1261.0,
55,open,,0,,,,,,,31.400000000023283,13,,,,,,2020-01-08 21:49:00,1260.8,,,,,2020-01-08 21:59:00,825.0,,,,
56,reheat,,0,,,,,,,118.09999999997672,13,,,,1,,2020-01-08 21:59:00,825.0,,,,,2020-01-08 22:09:00,,,,,
57,open,,0,,,,,,,42.79999999993015,13,,,,,,2020-01-08 22:09:00,1262.9,,,,,2020-01-08 22:19:00,767.8,,,,
58,reheat,,0,,,,,,,147.90000000002328,13,,,,1,,2020-01-08 22:19:00,767.8,,,,,2020-01-08 22:32:00,,,,,
59,open,,0,,,,,,,34.699999999953434,13,,,,,,2020-01-08 22:33:00,1261.9,,,,,2020-01-08 22:42:00,766.3,,,,
60,reheat,,0,,,,,,,140.10000000009313,13,,,,1,,2020-01-08 22:42:00,766.3,,,,,2020-01-08 22:54:00,,,,,
61,hold,,0,,,,,,,34.0,13,,,,,,2020-01-08 22:54:00,1259.0,,,,,2020-01-08 22:57:00,1260.3,,,1259.8,
62,open,,0,,,,,,,20.199999999953434,13,,,,,,2020-01-08 22:57:00,1260.3,,,,,2020-01-08 23:09:00,653.0,,,,
63,reheat,,0,,,,,,,242.30000000004657,13,,,,2,,2020-01-08 23:09:00,653.0,,,,,2020-01-08 23:31:00,,,,,
64,hold,,0,,,,,,,689.0999999999767,13,,,,,,2020-01-08 23:31:00,1260.4,,,,,2020-01-09 01:50:00,1260.0,,,1254.9899999999998,
65,open,,0,,,,,,,35.09999999997672,13,,,,,,2020-01-09 01:50:00,1260.0,,,,,2020-01-09 02:02:00,902.1,,,,
66,reheat,,0,,,,,,,101.40000000002328,13,,,,1,,2020-01-09 02:02:00,902.1,,,,,2020-01-09 02:12:00,,,,,
67,hold,,0,,,,,,,195.19999999995343,13,,,,,,2020-01-09 02:12:00,1259.3,,,,,2020-01-09 02:54:00,1259.4,,,1256.246511627907,
68,open,,0,,,,,,,14.800000000046566,13,,,,,,2020-01-09 02:54:00,1259.4,,,,,2020-01-09 03:00:00,930.5,,,,
69,reheat,,0,,,,,,,99.0,13,,,,1,,2020-01-09 03:00:00,930.5,,,,,2020-01-09 03:10:00,,,,,
70,heat,8,0,271.0306748466258,,,increasing 0,736.3000000000001,2.716666666666667,1768.5,13,1261.7,2020-01-09 07:03:00,2,19,"['191206-19162-001', '191209-19151-001', '191209-19151-015', '191125-12321-001']",2020-01-09 05:46:00,525.4,2020-01-09 05:46:00,525.4,2020-01-09 05:10:00,,2020-01-09 08:29:00,1261.7,,628.1,,
71,open,,0,,,,,,,19.20000000006985,13,,,,,,2020-01-10 03:20:00,1266.1,,,,,2020-01-10 03:30:00,877.5,,,,
72,reheat,,0,,,,,,,79.19999999995343,13,,,,0,,2020-01-10 03:30:00,877.5,,,,,2020-01-10 03:37:00,,,,,
73,open,,0,,,,,,,50.5,13,,,,,,2020-01-10 03:39:00,1264.4,,,,,2020-01-10 03:51:00,898.2,,,,
74,reheat,,0,,,,,,,142.90000000002328,13,,,,1,,2020-01-10 03:51:00,898.2,,,,,2020-01-10 04:08:00,,,,,
75,open,,0,,,,,,,21.20000000006985,13,,,,,,2020-01-10 04:08:00,1255.5,,,,,2020-01-10 04:18:00,799.0,,,,
76,reheat,,0,,,,,,,135.09999999997672,13,,,,2,,2020-01-10 04:18:00,799.0,,,,,2020-01-10 04:31:00,,,,,
77,heat,9,0,1387.2,,,increasing 0,809.2,0.5833333333333334,418.5,13,1261.2,0,0,1,"['191203-19172-002', '191203-19172-001']",2020-01-10 05:59:00,452.0,2020-01-10 05:59:00,452.0,2020-01-10 04:36:00,,2020-01-10 06:34:00,1261.2,,0,,
78,open,,0,,,,,,,13.800000000046566,13,,,,,,2020-01-10 23:42:00,1266.5,,,,,2020-01-10 23:49:00,853.0,,,,
79,reheat,,0,,,,,,,62.29999999993015,13,,,,1,,2020-01-10 23:49:00,853.0,,,,,2020-01-10 23:56:00,,,,,
80,open,,0,,,,,,,17.099999999976717,13,,,,,,2020-01-10 23:56:00,1216.5,,,,,2020-01-11 00:04:00,703.8,,,,
81,reheat,,0,,,,,,,231.90000000002328,13,,,,1,,2020-01-11 00:04:00,703.8,,,,,2020-01-11 00:28:00,,,,,
82,hold,,0,,,,,,,1208.0,13,,,,,,2020-01-11 00:28:00,1251.1,,,,,2020-01-11 06:18:00,1266.2,,,1260.6390313390314,
83,open,,0,,,,,,,22.400000000023283,13,,,,,,2020-01-11 06:18:00,1266.2,,,,,2020-01-11 06:29:00,846.2,,,,
