,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
0,1,1,2020-01-03 08:06:00,2020-01-03 12:31:00,1396.3,heat,"['191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '가열로다이', '가열로다이']",2020-01-03,야간,평일,,,0,175.3584906,increasing 0,774.5,4.416666667,1256.1,2020-01-03 11:52:00,2,13,481.6,2020-01-03 08:06:00,481.6,2020-01-03 06:54:00,1256.1,1024.1,,0,0,안겹침
1,1,2,2020-01-04 07:49:00,2020-01-04 11:38:00,1259.4,heat,"['191122-19234-050', '191122-19234-050', '191122-19234-050', '191217-19234-016', '191217-19234-016', '가열로다이', '가열로다이']",2020-01-04,야간,주말,,,0,184.9781659,increasing 0,706,3.816666667,1255.1,2020-01-04 08:04:00,1,0,549.1,2020-01-04 07:50:00,677.8,2020-01-04 07:31:00,1255.1,809.3,,2,8,겹침
2,1,3,2020-01-09 09:21:00,2020-01-09 09:40:00,25.5,heat,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10,주간,평일,,,0,563.3684211,increasing 0,178.4,0.316666667,363.6,2020-01-09 16:15:00,2,122,185.2,2020-01-09 09:21:00,185.2,2020-01-07 06:31:00,363.6,269.7,,0,7,안겹침
3,1,3,2020-01-09 11:13:00,2020-01-09 15:21:00,379.5,heat,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10,주간,평일,,,0,71.66129032,increasing 1,296.2,4.133333333,653.4,2020-01-09 16:15:00,2,122,357.2,2020-01-09 09:21:00,185.2,2020-01-09 09:40:00,653.4,269.7,,6,6,겹침
4,1,3,2020-01-09 17:10:00,2020-01-10 00:46:00,2167.6,heat,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10,주간,평일,,,0,76.17105263,increasing 2,578.9,7.6,1235.9,2020-01-09 16:15:00,2,122,657,2020-01-09 09:21:00,185.2,2020-01-09 15:21:00,1235.9,269.7,,6,6,겹침
5,1,4,2020-01-18 07:29:00,2020-01-18 12:01:00,834.7,heat,"['200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021']",2020-01-20,야간,주말,,,0,129.2426471,increasing 0,585.9,4.533333333,651.2,2020-01-18 07:29:00,0,876,65.3,2020-01-18 07:29:00,65.3,2020-01-10 18:58:00,651.2,65.3,,0,6,안겹침
6,1,4,2020-01-19 23:19:00,2020-01-20 07:37:00,1393.5,heat,"['200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021']",2020-01-20,야간,주말,,,0,71.65060241,increasing 1,594.7,8.3,1256.1,2020-01-18 07:29:00,0,876,661.4,2020-01-18 07:29:00,65.3,2020-01-18 12:01:00,1256.1,65.3,,6,6,겹침
7,1,5,2020-01-21 06:53:00,2020-01-21 08:17:00,450.7,heat,"['191001-19800-035', '191001-19800-034', '191001-19800-036', '191001-19800-033']",2020-01-21,야간,평일,,,0,387.0714286,increasing 0,541.9,1.4,1250.1,2020-01-21 07:24:00,1,5,708.2,2020-01-21 06:53:00,708.2,2020-01-21 06:37:00,1250.1,1098.3,,0,6,안겹침
8,1,6,2020-01-28 07:28:00,2020-01-28 08:32:00,127.2,heat,"['190905-19234-028', '191018-15200-020', '200114-19998-017', '200114-19998-016', '200114-19998-009', '200114-19998-008', '200114-19998-007', '200114-19998-006']",2020-01-29,주간,평일,,,0,272.0625,increasing 0,290.2,1.066666667,360,0,0,50,69.8,2020-01-28 07:30:00,118.3,2020-01-22 06:44:00,360,0,,0,4,안겹침
9,1,6,2020-01-28 10:19:00,2020-01-28 14:59:00,1004.6,heat,"['190905-19234-028', '191018-15200-020', '200114-19998-017', '200114-19998-016', '200114-19998-009', '200114-19998-008', '200114-19998-007', '200114-19998-006']",2020-01-29,주간,평일,,,0,94.58571429,increasing 1,441.4,4.666666667,796.4,0,0,50,355,2020-01-28 07:30:00,118.3,2020-01-28 08:32:00,796.4,0,,8,8,겹침
