,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
0,1,3,2020-01-09 09:40:00,2020-01-09 11:13:00,79.4,heat,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10,주간,평일,,,0,4.129032258,holding 0,6.4,1.55,357.2,2020-01-09 16:15:00,2,122,363.6,2020-01-09 09:21:00,185.2,0,357.2,269.7,,6,6,겹침
1,1,3,2020-01-09 15:21:00,2020-01-09 17:10:00,293.9,heat,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10,주간,평일,,,0,1.981651376,holding 1,3.6,1.816666667,657,2020-01-09 16:15:00,2,122,653.4,2020-01-09 09:21:00,185.2,0,657,269.7,,6,6,겹침
2,1,4,2020-01-18 12:01:00,2020-01-19 23:19:00,2418.7,heat,"['200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021']",2020-01-20,야간,주말,,,0,0.288951841,holding 0,10.2,35.3,661.4,2020-01-18 07:29:00,0,876,651.2,2020-01-18 07:29:00,65.3,0,661.4,65.3,,6,6,겹침
3,1,6,2020-01-28 08:32:00,2020-01-28 10:19:00,144.3,heat,"['190905-19234-028', '191018-15200-020', '200114-19998-017', '200114-19998-016', '200114-19998-009', '200114-19998-008', '200114-19998-007', '200114-19998-006']",2020-01-29,주간,평일,,,0,2.803738318,holding 0,5,1.783333333,355,0,0,50,360,2020-01-28 07:30:00,118.3,0,355,0,,8,8,겹침
4,1,6,2020-01-28 14:59:00,2020-01-28 17:24:00,516,heat,"['190905-19234-028', '191018-15200-020', '200114-19998-017', '200114-19998-016', '200114-19998-009', '200114-19998-008', '200114-19998-007', '200114-19998-006']",2020-01-29,주간,평일,,,0,3.682758621,holding 1,8.9,2.416666667,805.3,0,0,50,796.4,2020-01-28 07:30:00,118.3,0,805.3,0,,8,8,겹침
5,1,12,2020-02-08 09:34:00,2020-02-08 17:27:00,289.1,heat,"['200204-19411-004', '200204-19411-004', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016']",2020-02-10,주간,주말,,,0,0.469344609,holding 0,3.7,7.883333333,361.2,0,0,645,357.5,2020-02-08 07:30:00,214.8,0,361.2,0,,9,9,겹침
6,1,12,2020-02-09 01:37:00,2020-02-09 09:25:00,646.1,heat,"['200204-19411-004', '200204-19411-004', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016']",2020-02-10,주간,주말,,,0,0.615384615,holding 1,4.8,7.8,659.7,0,0,645,654.9,2020-02-08 07:30:00,214.8,0,659.7,0,,9,9,겹침
7,1,15,2020-02-22 09:18:00,2020-02-23 13:11:00,866.7,heat,"['200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200204-19411-016', '200204-19411-016', '200204-19411-016', '200204-19411-016']",2020-02-24,야간,주말,,,0,0.154213987,holding 0,4.3,27.88333333,365.3,2020-02-24 01:56:00,4,1332,361,2020-02-22 07:16:00,195.6,0,365.3,1063.7,,10,10,겹침
8,1,17,2020-02-29 08:45:00,2020-03-01 19:12:00,1263.5,heat,"['200211-19240-001', '200211-19240-001', '200211-19240-001', '200211-19240-002', '200211-19240-002', '200211-19240-002', '200211-19240-003']",2020-03-02,야간,주말,,,0,0.29317852,holding 0,10.1,34.45,366.8,2020-03-02 05:28:00,8,1386,356.7,2020-02-29 08:20:00,261.1,0,366.8,1063.9,,7,7,겹침
9,1,19,2020-03-05 09:11:00,2020-03-05 09:41:00,163.3,heat,"['200204-19411-034', '200204-19411-034', '200204-19411-034', '200204-19411-034', '200212-19042-008', '200212-19042-008', '200212-19042-008']",2020-03-05,야간,평일,,,0,95,holding 0,47.5,0.5,1108.4,2020-03-05 10:26:00,7,1,1060.9,2020-03-05 06:50:00,497.8,0,1108.4,1109.1,,7,7,겹침
