,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,19,0.0,2020-01-01 10:08:00,2020-01-01 19:49:00,3844.800000000047,heat,[],,,,,,NO MATERIAL,1.0,91.14629948364887,increasing 0,882.6,9.683333333333334,1223.0,0,0.0,15.0,340.4,2020-01-01 00:00:00,339.6,,1223.0,0.0,
1,19,1.0,2020-01-02 20:50:00,2020-01-03 01:32:00,1862.8000000000463,heat,"['191213-19415-002', '190905-19234-042', '190905-19234-042']",,,,,,OK,0.0,116.59574468085106,increasing 0,548.0,4.7,1248.8,0,0.0,3.0,700.8,2020-01-02 20:44:00,693.3,2020-01-02 17:58:00,1248.8,0.0,
2,19,2.0,2020-01-03 20:22:00,2020-01-03 20:50:00,189.09999999997672,heat,"['190905-19234-042', '190905-19234-042', '191209-19151-007', '191209-19151-008', '191213-19415-002']",,,,,,OK,0.0,302.1428571428571,increasing 0,141.0,0.4666666666666667,1245.8,2020-01-03 20:36:00,1.0,4.0,1104.8,2020-01-03 20:19:00,1193.7,2020-01-03 20:17:00,1245.8,1108.6,
3,19,3.0,2020-01-04 05:18:00,2020-01-04 05:52:00,311.30000000004657,heat,"['190905-19234-042', '190905-19234-042', '191209-19151-007', '191209-19151-008']",,,,,,OK,0.0,566.9999999999999,increasing 0,321.2999999999999,0.5666666666666667,1246.8,2020-01-04 05:28:00,1.0,4.0,925.5,2020-01-04 05:18:00,925.5,2020-01-04 05:06:00,1246.8,981.3,
4,19,5.0,2020-01-06 15:09:00,2020-01-06 15:40:00,418.60000000009313,heat,"['191219-19004-002', '190614-19581-008', '191203-19172-002', '191019-15200-005', '191203-19172-001', '191019-15200-006']",,,,,,OK,0.0,707.8064516129032,increasing 0,365.69999999999993,0.5166666666666667,1248.6,0,0.0,1.0,882.9,2020-01-06 15:09:00,882.9,2020-01-06 14:44:00,1248.6,0.0,
5,19,6.0,2020-01-07 18:19:00,2020-01-07 19:07:00,626.0999999999767,heat,"['191203-15133-011', '191203-15133-009', '191225-19090-004', '191225-19090-004', '191225-19090-004', '191225-19090-004', '191225-19090-004']",,,,,,OK,0.0,439.00000000000006,increasing 0,351.2000000000001,0.8,1246.0,0,0.0,1.0,894.8,2020-01-07 18:19:00,894.8,2020-01-07 17:59:00,1246.0,0.0,
6,19,7.0,2020-01-08 16:24:00,2020-01-08 17:20:00,492.7999999999302,heat,['191106-12005-001'],,,,,,OK,0.0,249.64285714285717,increasing 0,233.0,0.9333333333333332,1195.7,0,0.0,2.0,962.7,2020-01-08 16:24:00,962.7,2020-01-08 16:13:00,1195.7,0.0,
7,19,8.0,2020-01-09 14:24:00,2020-01-09 16:41:00,1510.5999999999767,heat,"['191021-19133-001', '191021-19133-002', '191218-15200-019', '191218-15200-018', '191019-15200-009', '191019-15200-008', '191218-19439-002']",,,,,,OK,0.0,291.6788321167884,increasing 0,666.0000000000001,2.283333333333333,1248.4,2020-01-09 15:48:00,1.0,5.0,582.4,2020-01-09 14:24:00,582.4,2020-01-09 10:18:00,1248.4,1006.5,
8,19,9.0,2020-01-12 07:49:00,2020-01-12 17:31:00,4042.0,heat,"['190717-19968-001', '190717-19968-001', '191217-19313-001', '191217-19313-003']",,,,,,OK,0.0,92.90721649484536,increasing 0,901.2,9.7,1249.0,2020-01-12 07:49:00,0.0,14.0,347.8,2020-01-11 07:00:00,442.0,2020-01-10 14:52:00,1249.0,347.8,
9,19,10.0,2020-01-13 21:02:00,2020-01-13 21:48:00,443.69999999995343,heat,"['190905-19234-054', '190905-19234-054', '191206-19162-001']",,,,,,OK,0.0,534.7826086956521,increasing 0,410.0,0.7666666666666667,1247.0,0,0.0,2.0,837.0,2020-01-13 21:02:00,837.0,2020-01-13 17:58:00,1247.0,0.0,
