,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,hold,1.0,0.0,,,,,,,834.7999999998137,1,,,,,"['191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '191224-19226-010', '가열로다이', '가열로다이']",2020-01-03 12:40:00,1260.9,,,,2020-01-03,2020-01-03 17:56:00,1259.5,야간,,1253.838170347003,
1,hold,2.0,0.0,,,,,,,292.1000000005588,1,,,,,"['191122-19234-050', '191122-19234-050', '191122-19234-050', '191217-19234-016', '191217-19234-016', '가열로다이', '가열로다이']",2020-01-06 15:06:00,649.1,,,,2020-01-04,2020-01-06 18:06:00,660.3,야간,,656.160773480663,
2,hold,3.0,0.0,,,,,,,853.2999999998137,1,,,,,"['200103-19065-002', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013', '191024-19060-013']",2020-01-10 11:18:00,1279.7,,,,2020-01-10,2020-01-10 18:44:00,1280.4,주간,,1274.762639821029,
3,hold,4.0,0.0,,,,,,,799.0,1,,,,,"['200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021', '200107-13134-021']",2020-01-20 10:28:00,1249.2,,,,2020-01-20,2020-01-20 16:27:00,1261.8,야간,,1253.0080555555555,
4,hold,5.0,0.0,,,,,,,289.90000000037253,1,,,,,"['191001-19800-035', '191001-19800-034', '191001-19800-036', '191001-19800-033']",2020-01-22 02:48:00,1274.3,,,,2020-01-21,2020-01-22 06:06:00,1280.3,야간,,1273.2738693467336,
5,hold,6.0,0.0,,,,,,,190.5999999996274,1,,,,,"['190905-19234-028', '191018-15200-020', '200114-19998-017', '200114-19998-016', '200114-19998-009', '200114-19998-008', '200114-19998-007', '200114-19998-006']",2020-01-29 11:26:00,1276.4,,,,2020-01-29,2020-01-29 13:00:00,1280.7,주간,,1277.7263157894736,
6,hold,7.0,0.0,,,,,,,96.8999999994412,1,,,,,"['191228-19365-002', '191228-19365-002', '191228-19365-002', '191228-19365-002', '191228-19365-002', '191228-19365-002']",2020-01-30 12:07:00,1277.8,,,,2020-01-30,2020-01-30 13:01:00,1284.5,주간,,1276.432727272727,
7,hold,8.0,0.0,,,,,,,182.29999999981374,1,,,,,"['191225-19090-007', '191108-12005-006']",2020-01-31 09:07:00,1272.5,,,,2020-01-31,2020-01-31 14:52:00,1283.0,주간,,1273.92225433526,
8,hold,10.0,0.0,,,,,,,481.8999999994412,1,,,,,"['200115-19234-008', '200115-19234-008', '200115-19234-008', '200113-19949-003', '가열로다이', '200113-19949-001']",2020-02-04 20:56:00,1270.6,,,,2020-02-04,2020-02-05 02:01:00,1278.8,야간,,1271.9032679738566,
9,hold,11.0,0.0,,,,,,,158.10000000055882,1,,,,,"['190627-12321-017', '190627-12321-021', '190905-19234-076', '190905-19234-076', '190905-19234-077', '190905-19234-077']",2020-02-06 08:03:00,1253.7,,,,2020-02-06,2020-02-06 08:39:00,1253.0,야간,,1252.1027027027026,
10,hold,12.0,0.0,,,,,,,114.7000000001863,1,,,,,"['200204-19411-004', '200204-19411-004', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016', '200115-19234-016']",2020-02-10 12:01:00,1273.1,,,,2020-02-10,2020-02-10 12:56:00,1283.5,주간,,1271.8142857142861,
11,hold,13.0,0.0,,,,,,,440.29999999981385,1,,,,,"['200114-19230-003', '200114-19230-004', '200114-19230-007', '200114-19230-008', '200114-19230-009']",2020-02-10 22:35:00,1271.0,,,,2020-02-11,2020-02-11 02:21:00,1284.8,야간,,1275.3995594713656,
12,hold,14.0,0.0,,,,,,,444.7000000001863,1,,,,,"['200129-15622-001', '200123-17035-005', '200123-17035-004']",2020-02-19 23:17:00,1250.1,,,,2020-02-20,2020-02-20 01:19:00,1259.8,주간,,1251.4585365853654,
13,hold,15.0,0.0,,,,,,,2410.199999999255,1,,,,,"['200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200212-19042-001', '200204-19411-016', '200204-19411-016', '200204-19411-016', '200204-19411-016']",2020-02-24 03:50:00,1222.9,,,,2020-02-24,2020-02-24 22:25:00,1259.7,야간,,1252.3848566308245,
14,hold,16.0,0.0,,,,,,,92.2000000001863,1,,,,,"['190219-19800-033', '190219-19800-021', '190219-19800-036', '190219-19800-039', '200220-19234-012', '200220-19234-012', '200220-19234-012', '200220-19234-012']",2020-02-26 04:16:00,1257.4,,,,2020-02-25,2020-02-26 05:21:00,1258.8,야간,,1255.1045454545454,
15,hold,17.0,0.0,,,,,,,708.6999999992549,1,,,,,"['200211-19240-001', '200211-19240-001', '200211-19240-001', '200211-19240-002', '200211-19240-002', '200211-19240-002', '200211-19240-003']",2020-03-02 07:35:00,1254.1,,,,2020-03-02,2020-03-02 10:44:00,1254.5,야간,,1252.9715789473685,
16,hold,18.0,0.0,,,,,,,1841.0,1,,,,,"['200204-19411-029', '200204-19411-029', '200204-19411-029', '200204-19411-029']",2020-03-04 07:32:00,1258.9,,,,2020-03-04,2020-03-04 20:11:00,1265.0,야간,,1257.5400657894736,
17,hold,19.0,0.0,,,,,,,94.7000000001863,1,,,,,"['200204-19411-034', '200204-19411-034', '200204-19411-034', '200204-19411-034', '200212-19042-008', '200212-19042-008', '200212-19042-008']",2020-03-06 02:39:00,1282.1,,,,2020-03-05,2020-03-06 03:41:00,1277.8,야간,,1273.2714285714285,
18,hold,21.0,0.0,,,,,,,373.5,1,,,,,"['200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009', '가열로다이', '가열로다이']",2020-03-09 08:55:00,1259.2,,,,2020-03-09,2020-03-09 11:27:00,1264.0,야간,,1252.9588235294118,
19,hold,22.0,0.0,,,,,,,2020.7000000001865,1,,,,,"['200205-19922-001', '200205-19922-001', '200205-19922-001', '200116-19334-002', '200212-19004-001', '200212-19004-002']",2020-03-10 09:08:00,1253.6,,,,2020-03-10,2020-03-11 02:53:00,1262.5,야간,,1255.6554409005628,
20,hold,23.0,0.0,,,,,,,702.6000000005588,1,,,,,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16 10:39:00,1257.9,,,,2020-03-16,2020-03-16 17:53:00,1259.4,야간,,1255.8763218390804,
21,hold,24.0,0.0,,,,,,,166.80000000074506,1,,,,,"['191125-19581-002', '200214-19235-001', '200214-19235-002']",2020-03-17 14:37:00,1263.4,,,,2020-03-17,2020-03-17 16:06:00,1284.4,야간,,1274.9533333333334,
22,hold,25.0,0.0,,,,,,,552.7999999998137,1,,,,,"['200131-19157-010', '200131-19157-017', '200131-19157-017', '200131-19157-023', '200205-19922-002', '200205-19922-002', '200205-19922-002', '200217-15226-055']",2020-03-19 21:53:00,1265.6,,,,2020-03-19,2020-03-20 03:47:00,1259.5,야간,,1254.0712676056335,
23,hold,26.0,0.0,,,,,,,963.5,1,,,,,"['200105-19180-397', '가열로다이', '200105-19180-396']",2020-03-20 11:34:00,1245.3,,,,2020-03-20,2020-03-20 20:21:00,1260.6,야간,,1254.0820075757574,
24,hold,27.0,0.0,,,,,,,0.0,1,,,,,"['191125-19581-002', '200106-99010-001', '200129-15088-001', '200129-15088-001']",2020-03-23 10:50:00,1286.8,,,,2020-03-23,2020-03-23 12:00:00,1287.6,야간,,1276.7394366197184,
25,hold,28.0,0.0,,,,,,,218.10000000055882,1,,,,,"['200204-19411-040', '200204-19411-040', '200204-19411-040', '200204-19411-040', '200204-19411-041', '200226-15055-002', '200131-19157-028', '200131-19157-031']",2020-03-24 07:32:00,1253.5,,,,2020-03-24,2020-03-24 08:30:00,1264.7,야간,,1246.7881355932204,
26,hold,29.0,0.0,,,,,,,141.5,1,,,,,"['200130-12321-002', '200130-12321-001', '200204-19411-046', '200204-19411-046']",2020-03-25 09:49:00,1256.3,,,,2020-03-25,2020-03-25 10:31:00,1267.4,야간,,1249.6302325581396,
27,hold,30.0,0.0,,,,,,,825.5999999996277,1,,,,,"['200212-15045-001', '200212-15045-001', '200214-19235-001', '200214-19235-002']",2020-03-26 08:03:00,1262.1,,,,2020-03-26,2020-03-26 15:23:00,1263.7,야간,,1258.7862811791385,
28,hold,32.0,0.0,,,,,,,341.7999999998138,1,,,,,"['200203-19968-001', '200131-15200-006', '200131-15200-005', '200131-15200-016', '200131-15200-015']",2020-03-31 00:27:00,1262.1,,,,2020-03-30,2020-03-31 03:20:00,1288.2,야간,,1272.407471264368,
29,hold,33.0,0.0,,,,,,,1078.7999999998137,1,,,,,"['200212-19157-001', '200224-19151-013', '200224-19151-024', '200224-19151-024', '200224-19151-009']",2020-03-31 14:27:00,1263.9,,,,2020-03-31,2020-04-01 01:09:00,1278.0,야간,,1262.8415241057542,
30,hold,34.0,0.0,,,,,,,577.6000000005588,1,,,,,"['200131-15200-015', '200131-15200-005']",2020-04-01 17:17:00,1224.2,,,,2020-04-01,2020-04-01 21:46:00,1265.0,야간,,1241.2466666666667,
31,hold,35.0,0.0,,,,,,,811.5999999996277,1,,,,,"['200131-15200-011', '200131-15200-013', '200131-15200-014', '200131-15200-012']",2020-04-06 15:51:00,1244.2,,,,2020-04-06,2020-04-06 21:23:00,1246.8,주간,,1235.6612612612612,
32,hold,38.0,0.0,,,,,,,308.90000000037253,1,,,,,"['200205-19922-002', '200217-15226-052', '200313-99010-001', '200313-99010-001', '200323-15197-001']",2020-04-15 03:01:00,1281.7,,,,2020-04-14,2020-04-15 06:11:00,1284.2,야간,,1275.0392670157069,
33,hold,39.0,0.0,,,,,,,503.3999999994412,1,,,,,"['200313-99010-001', '200313-99010-001', '200326-15207-001', '200326-15207-005', '200212-15045-001', '200212-15045-001']",2020-04-15 16:40:00,1261.3,,,,2020-04-15,2020-04-15 22:28:00,1274.4,야간,,1263.05558739255,
34,hold,40.0,0.0,,,,,,,72.40000000037253,1,,,,,"['200218-99896-003', '200218-99896-003', '200218-99896-006', '200218-99896-006', '200217-15226-088', '200217-15226-055', '200217-15226-052', '200217-15226-069']",2020-04-17 00:12:00,1245.6,,,,2020-04-16,2020-04-17 01:03:00,1235.2,야간,,1239.8326923076922,
35,hold,41.0,0.0,,,,,,,818.5,1,,,,,"['200323-19998-007', '200323-19998-007', '200323-19998-007', '200323-19998-007', '200323-19998-007', '200323-19998-001', '200323-19998-001', '200323-19998-001', '200323-19998-001', '200323-19998-001']",2020-04-17 16:51:00,1281.5,,,,2020-04-17,2020-04-17 23:01:00,1275.6,야간,,1274.1711590296495,
36,hold,43.0,0.0,,,,,,,501.79999999981385,1,,,,,"['가열로다이', '가열로다이', '200323-14059-002']",2020-04-21 17:19:00,1254.3,,,,2020-04-21,2020-04-21 20:36:00,1286.5,야간,,1261.877777777778,
37,hold,44.0,0.0,,,,,,,328.3999999994412,1,,,,,"['가열로다이', '가열로다이', '200312-99914-038', '200312-99914-038', '200312-99914-038', '200312-99914-038', '200312-99914-038', '200312-99914-038']",2020-04-22 11:08:00,1282.3,,,,2020-04-23,2020-04-22 13:20:00,1285.6,야간,,1273.9947368421049,
38,hold,45.0,0.0,,,,,,,49.09999999962746,1,,,,,"['200330-15133-001', '200312-99914-039', '200312-99914-039', '200312-99914-039', '200414-15622-001']",2020-04-24 22:16:00,1262.1,,,,2020-04-24,2020-04-24 22:47:00,1285.4,야간,,1272.30625,
39,hold,46.0,0.0,,,,,,,112.7000000001863,1,,,,,"['200326-19234-010', '200326-19234-011', '200326-19234-011', '200326-19234-011', '200326-19234-011', '200326-19234-011', '200326-19234-011', '200326-19234-011']",2020-04-26 03:45:00,1266.9,,,,2020-04-25,2020-04-26 05:02:00,1282.4,야간,,1274.4551282051282,
40,hold,47.0,0.0,,,,,,,89.40000000037253,1,,,,,"['200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012', '200323-19998-012']",2020-04-27 17:06:00,1287.1,,,,2020-04-27,2020-04-27 17:58:00,1287.0,주간,,1276.4094339622638,
41,hold,48.0,0.0,,,,,,,161.89999999944118,1,,,,,"['200323-19476-003', '200323-19476-003', '200323-19476-003', '200323-19476-003', '200323-19476-002', '200323-19476-002', '200316-15008-003', '200212-15045-010', '200212-15045-010']",2020-04-28 11:38:00,1267.8,,,,2020-04-28,2020-04-28 12:59:00,1286.9,주간,,1276.0146341463415,
42,hold,49.0,0.0,,,,,,,927.9000000003723,1,,,,,"['200401-19234-001', '200401-19234-001', '200401-19234-001', '200401-19234-001', '200401-19234-001', '200401-19234-001', '200401-19234-001', '200409-15509-005', '200409-15509-005']",2020-04-28 22:01:00,1288.5,,,,2020-04-29,2020-04-29 06:11:00,1287.0,야간,,1275.2156822810593,
43,hold,50.0,0.0,,,,,,,143.20000000018626,1,,,,,"['200409-19226-005', '200409-19226-005', '200409-19226-005', '200409-19226-005', '200409-19226-005', '200409-19226-005', '200409-19226-005']",2020-04-30 21:37:00,1268.2,,,,2020-04-30,2020-04-30 22:52:00,1286.1,야간,,1274.7565789473686,
