,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,open,,0,,,,,,,5.399999998509884,5,,,,,,2020-02-01 07:39:00,1270.3,,,,,2020-02-01 07:43:00,1094.2,,,,
1,reheat,,0,,,,,,,73.70000000111759,5,,,,0,,2020-02-01 07:43:00,1094.2,,,,,2020-02-01 08:00:00,,,,,
2,hold,,0,,,,,,,16.299999998882413,5,,,,,,2020-02-01 08:00:00,1270.5,,,,,2020-02-01 08:05:00,1270.3,,,1270.4166666666667,
3,open,,0,,,,,,,3.600000001490116,5,,,,,,2020-02-01 08:05:00,1270.3,,,,,2020-02-01 08:09:00,986.8,,,,
4,reheat,,0,,,,,,,77.09999999962747,5,,,,1,,2020-02-01 08:09:00,986.8,,,,,2020-02-01 08:23:00,,,,,
5,hold,,0,,,,,,,34.19999999925494,5,,,,,,2020-02-01 08:23:00,1281.5,,,,,2020-02-01 08:32:00,1278.9,,,1278.04,
6,open,,0,,,,,,,5.400000000372529,5,,,,,,2020-02-01 08:32:00,1278.9,,,,,2020-02-01 08:36:00,984.8,,,,
7,reheat,,0,,,,,,,110.90000000037253,5,,,,2,,2020-02-01 08:36:00,984.8,,,,,2020-02-01 08:59:00,,,,,
8,hold,,0,,,,,,,161.59999999962747,5,,,,,,2020-02-01 08:59:00,1275.5,,,,,2020-02-01 09:56:00,1270.4,,,1270.6793103448274,
9,open,,0,,,,,,,3.599999999627471,5,,,,,,2020-02-01 09:56:00,1270.4,,,,,2020-02-01 10:00:00,935.6,,,,
10,reheat,,0,,,,,,,99.80000000074506,5,,,,2,,2020-02-01 10:00:00,935.6,,,,,2020-02-01 10:19:00,,,,,
