,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,179.4450867052023,,,increasing 0,517.4,2.8833333333333333,933.0,3,629.6,0,0,37,"['191127-19581-001', '191127-19581-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001']",2020-01-01 08:26:00,112.2,2020-01-01 08:26:00,112.2,,,2020-01-01 11:19:00,629.6,,0,,
1,heat,0,1,1.9889502762430937,,,holding 0,18.0,9.05,1623.5,3,647.6,0,0,37,"['191127-19581-001', '191127-19581-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001']",2020-01-01 11:19:00,629.6,2020-01-01 08:26:00,112.2,0,,2020-01-01 20:22:00,647.6,,0,,
2,heat,0,1,64.04371584699452,,,increasing 1,585.9999999999999,9.15,2894.0,3,1233.6,0,0,37,"['191127-19581-001', '191127-19581-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001', '190807-19240-001']",2020-01-01 20:22:00,647.6,2020-01-01 08:26:00,112.2,2020-01-01 11:19:00,,2020-01-02 05:31:00,1233.6,,0,,
3,open,,0,,,,,,,25.09999999962747,3,,,,,,2020-01-02 22:09:00,1269.2,,,,,2020-01-02 22:17:00,1071.8,,,,
4,reheat,,0,,,,,,,60.90000000037253,3,,,,1,,2020-01-02 22:17:00,1071.8,,,,,2020-01-02 22:30:00,,,,,
5,hold,,0,,,,,,,143.7999999988824,3,,,,,,2020-01-02 22:30:00,1277.0,,,,,2020-01-02 23:07:00,1269.2,,,1268.1526315789472,
6,open,,0,,,,,,,16.200000001117587,3,,,,,,2020-01-02 23:07:00,1269.2,,,,,2020-01-02 23:13:00,1076.5,,,,
7,reheat,,0,,,,,,,73.79999999888241,3,,,,1,,2020-01-02 23:13:00,1076.5,,,,,2020-01-02 23:28:00,,,,,
8,hold,,0,,,,,,,95.5,3,,,,,,2020-01-02 23:28:00,1277.4,,,,,2020-01-02 23:53:00,1268.1,,,1268.3538461538462,
9,open,,0,,,,,,,30.700000001117587,3,,,,,,2020-01-02 23:53:00,1268.1,,,,,2020-01-03 00:02:00,1185.0,,,,
10,reheat,,0,,,,,,,84.69999999925494,3,,,,0,,2020-01-03 00:02:00,1185.0,,,,,2020-01-03 00:22:00,,,,,
11,hold,,0,,,,,,,166.09999999962747,3,,,,,,2020-01-03 00:22:00,1270.1,,,,,2020-01-03 01:08:00,1268.9,,,1266.7234042553193,
12,open,,0,,,,,,,28.90000000037253,3,,,,,,2020-01-03 01:08:00,1268.9,,,,,2020-01-03 01:18:00,1121.0,,,,
13,reheat,,0,,,,,,,56.20000000111759,3,,,,0,,2020-01-03 01:18:00,1121.0,,,,,2020-01-03 01:29:00,,,,,
14,hold,,0,,,,,,,9.0,3,,,,,,2020-01-03 01:29:00,1284.4,,,,,2020-01-03 01:31:00,1283.7,,,1278.2,
15,open,,0,,,,,,,27.299999998882413,3,,,,,,2020-01-03 01:31:00,1283.7,,,,,2020-01-03 01:40:00,1089.0,,,,
16,reheat,,0,,,,,,,59.80000000074506,3,,,,0,,2020-01-03 01:40:00,1089.0,,,,,2020-01-03 01:52:00,,,,,
17,hold,,0,,,,,,,5.5,3,,,,,,2020-01-03 01:52:00,1271.0,,,,,2020-01-03 01:53:00,1283.9,,,1277.45,
18,open,,0,,,,,,,29.0,3,,,,,,2020-01-03 01:53:00,1283.9,,,,,2020-01-03 02:02:00,1047.1,,,,
19,reheat,,0,,,,,,,85.40000000037253,3,,,,1,,2020-01-03 02:02:00,1047.1,,,,,2020-01-03 02:18:00,,,,,
20,hold,,0,,,,,,,10.899999998509884,3,,,,,,2020-01-03 02:18:00,1264.9,,,,,2020-01-03 02:21:00,1265.5,,,1264.75,
21,open,,0,,,,,,,5.400000000372529,3,,,,,,2020-01-03 02:21:00,1265.5,,,,,2020-01-03 02:24:00,1117.2,,,,
22,reheat,,0,,,,,,,38.09999999962747,3,,,,0,,2020-01-03 02:24:00,1117.2,,,,,2020-01-03 02:32:00,,,,,
23,hold,,0,,,,,,,29.0,3,,,,,,2020-01-03 02:32:00,1282.7,,,,,2020-01-03 02:37:00,1284.3,,,1280.05,
24,open,,0,,,,,,,23.600000001490116,3,,,,,,2020-01-03 02:37:00,1284.3,,,,,2020-01-03 02:45:00,1017.0,,,,
25,reheat,,0,,,,,,,59.79999999888241,3,,,,1,,2020-01-03 02:45:00,1017.0,,,,,2020-01-03 02:55:00,,,,,
26,open,,0,,,,,,,36.19999999925494,3,,,,,,2020-01-03 02:57:00,1271.9,,,,,2020-01-03 03:07:00,1108.8,,,,
27,reheat,,0,,,,,,,58.0,3,,,,0,,2020-01-03 03:07:00,1108.8,,,,,2020-01-03 03:18:00,,,,,
28,open,,0,,,,,,,12.699999999254942,3,,,,,,2020-01-03 03:22:00,1281.7,,,,,2020-01-03 03:28:00,1074.1,,,,
29,reheat,,0,,,,,,,70.80000000074506,3,,,,0,,2020-01-03 03:28:00,1074.1,,,,,2020-01-03 03:41:00,,,,,
