,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,2,0.0,2020-01-03 08:59:00,2020-01-03 11:09:00,1122.7000000011176,heat,"['200204-19180-367', '200204-19180-366', '200204-19180-365', '200204-19180-363', '200204-19180-362', '200204-19180-368', '200204-19180-364']",,,,,,GAS OFF/TEMP OFF,1.0,532.5230769230768,increasing 0,1153.8,2.1666666666666665,1260.5,0,0.0,3.0,106.7,2020-01-03 08:59:00,106.7,,1260.5,0.0,
1,2,2.0,2020-01-06 13:28:00,2020-01-06 13:45:00,117.10000000149012,heat,"['200204-19180-385', '200204-19180-384', '200204-19180-383', '200204-19180-382', '200204-19180-386', '200204-19180-387', '가열로다이']",,,,,,OK,0.0,1506.7058823529412,increasing 0,426.9,0.2833333333333333,1265.5,0,0.0,1.0,838.6,2020-01-06 13:28:00,838.6,2020-01-06 13:21:00,1265.5,0.0,
2,2,3.0,2020-01-07 03:31:00,2020-01-07 05:20:00,1087.5,heat,"['200105-19180-264', '200105-19180-263', '200105-19180-262', '200105-19180-261', '200105-19180-259', '200105-19180-258', '200105-19180-257', '200105-19180-260']",,,,,,OK,0.0,450.49541284403676,increasing 0,818.4000000000002,1.8166666666666669,1252.7,0,0.0,1.0,434.3,2020-01-07 03:31:00,434.3,2020-01-06 22:44:00,1252.7,0.0,
3,2,4.0,2020-01-08 02:29:00,2020-01-08 03:24:00,482.6000000014901,heat,"['191209-99010-001', '191208-99010-001', '191001-19800-025', '191001-19800-029', '191001-19800-031', '191213-99010-001', '191001-19800-027']",,,,,,OK,0.0,434.40000000000015,increasing 0,398.2000000000001,0.9166666666666666,1248.9,0,0.0,0.0,850.7,2020-01-08 02:30:00,863.8,2020-01-07 23:09:00,1248.9,0.0,
4,2,5.0,2020-01-09 03:02:00,2020-01-09 04:48:00,877.0,heat,"['191126-15224-009', '191126-15224-002', '191030-12321-001', '191129-15231-001', '200109-051', '200109-052']",,,,,,OK,0.0,437.6603773584906,increasing 0,773.2,1.7666666666666666,1255.2,2020-01-09 03:25:00,1.0,22.0,482.0,2020-01-09 03:00:00,471.1,2020-01-09 01:25:00,1255.2,481.2,
5,2,6.0,2020-01-09 23:55:00,2020-01-10 02:01:00,1270.7000000011176,heat,"['191209-19151-024', '191228-19365-003', '191228-19365-003', '191228-19365-003', '191228-19365-003', '191228-19365-003', '191228-19365-003', '191228-19365-001', '191228-19365-001', '191228-19365-001', '191228-19365-001']",,,,,,OK,0.0,342.90476190476187,increasing 0,720.0999999999998,2.1,1260.8,2020-01-10 00:31:00,1.0,4.0,540.7,2020-01-09 23:55:00,540.7,2020-01-09 23:10:00,1260.8,977.7,
6,2,7.0,2020-01-11 13:59:00,2020-01-12 06:28:00,2096.7000000011176,heat,"['191018-15200-018', '191018-15200-017', '190905-19234-059', '190905-19234-059', '190905-19234-058', '190905-19234-058', '191205-19968-001', '191205-19968-001', '191205-19968-001', '191205-19968-001']",,,,,,OK,0.0,20.98483316481294,increasing 0,345.9,16.483333333333334,803.9,0,0.0,146.0,458.0,2020-01-11 08:25:00,431.5,2020-01-10 22:39:00,803.9,0.0,
7,2,7.0,2020-01-12 06:28:00,2020-01-12 11:18:00,749.4000000003724,heat,"['191018-15200-018', '191018-15200-017', '190905-19234-059', '190905-19234-059', '190905-19234-058', '190905-19234-058', '191205-19968-001', '191205-19968-001', '191205-19968-001', '191205-19968-001']",,,,,,OK,0.0,0.18620689655171946,holding 0,0.8999999999999773,4.833333333333333,804.8,0,0.0,146.0,803.9,2020-01-11 08:25:00,431.5,0,804.8,0.0,
8,2,7.0,2020-01-12 11:18:00,2020-01-12 19:32:00,2201.2999999988824,heat,"['191018-15200-018', '191018-15200-017', '190905-19234-059', '190905-19234-059', '190905-19234-058', '190905-19234-058', '191205-19968-001', '191205-19968-001', '191205-19968-001', '191205-19968-001']",,,,,,OK,0.0,54.352226720647785,increasing 1,447.5,8.233333333333333,1252.3,0,0.0,146.0,804.8,2020-01-11 08:25:00,431.5,2020-01-12 06:28:00,1252.3,0.0,
9,2,8.0,2020-01-13 16:56:00,2020-01-13 18:09:00,582.5,heat,"['191030-12321-001', '191217-14036-002', '191217-14036-002']",,,,,,OK,0.0,494.13698630136986,increasing 0,601.2,1.2166666666666666,1261.5,2020-01-13 17:22:00,1.0,14.0,660.3,2020-01-13 16:55:00,605.7,2020-01-13 16:28:00,1261.5,605.5,
