,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간포함_MLP_5_5_시간(총),쉰시간포함_KNN_5_5_시간(총),쉰시간포함_MLP_5_5_시간(0제외),쉰시간포함_KNN_5_5_시간(0제외),쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지,쉰시간제외_MLP_5_5_시간(총),쉰시간제외_KNN_5_5_시간(총),쉰시간제외_MLP_5_5_시간(0제외),쉰시간제외_KNN_5_5_시간(0제외)
0,85.02924346923828,156.25156419861977,92.94571685791016,215.92328347856943,135.22239685058594,74.53122113388896,96.76348114013672,194.76954812735164,88.02737426757812,298.33573933817917,130.5904083251953,110.21634194795529
1,54.47382736206055,32.858544012970995,58.67916488647461,55.90657899310525,74.29192352294922,72.6376683231672,60.152626037597656,44.020823298952415,66.36338806152344,73.72377134665807,87.31149291992188,74.06626838795846
2,53.0018424987793,42.57375019368767,41.782772064208984,64.4838045495437,79.77819061279297,84.50402414815862,64.07254028320312,49.641831163260484,50.9796028137207,63.413430590830686,74.68576049804688,77.76548663528709
3,54.80643081665039,103.70815181614302,61.31368637084961,121.07345044716934,121.2010726928711,118.52464525850246,78.3368148803711,103.5915002476682,53.356014251708984,127.35189460517992,129.4037628173828,123.52459587343884
4,68.5461196899414,118.96808462978412,84.27519226074219,158.42174433195618,100.1724853515625,71.45257575109419,91.98189544677734,152.10731263539876,90.58897399902344,212.84195440006738,98.82386779785156,96.92038652817438
5,86.8617172241211,100.91863508103545,90.61294555664062,104.73707389956186,116.25894927978516,114.23438783212873,97.5296859741211,100.67895910928084,98.50420379638672,104.14870833314001,117.83335876464844,113.07373411113129
6,81.4233627319336,60.11830488677254,77.50757598876953,102.23143972795789,145.0597381591797,97.18509475816624,97.00593566894531,64.2874499134453,59.94352722167969,129.24364860711182,140.39358520507812,112.63608986259194
7,43.92279815673828,44.33743836264699,35.69597244262695,50.93350036431129,94.1239013671875,78.89120423282299,72.03107452392578,52.931674389094454,55.3581428527832,64.35661079947417,123.7785873413086,92.96192417550361
8,83.75050354003906,76.28906982390605,43.076568603515625,111.20605085264641,153.0903778076172,78.70918742366617,72.89633178710938,104.09417960070509,57.02742004394531,163.92959584114297,135.24459838867188,82.90769487091187
9,55.30992889404297,58.12591941368974,72.52096557617188,52.073312511238456,95.75516510009766,89.03216436923272,52.8656120300293,66.86162775551473,74.55989837646484,69.95400239078043,88.75100708007812,91.72291542459202
average,66.71257743835449,79.41494624192565,65.84105606079102,103.69902391560598,111.49542007446288,87.97021732308284,78.36359977722168,93.29849062406718,69.47085456848144,130.72993562525647,112.68164291381837,97.57954378175448
