,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,3182.81640625,370.3741447858097,5248.0,367.4233029366851
1,34.41838836669922,46.1427133449908,22.000179290771484,44.925084136094135
2,30.197105407714844,63.80725478788928,32.92073059082031,59.15215140962735
3,73.75891876220703,236.90727428629734,96.26618194580078,194.13461377732918
4,81.8568344116211,237.60835375611342,48.685821533203125,235.4637166428602
5,61.593719482421875,137.98811037786766,44.18628692626953,125.87720258122981
6,198.9230499267578,234.23106936299055,124.8956527709961,175.34501323722336
7,26.24936294555664,44.373929506627974,20.615766525268555,41.91762459961306
8,27.015745162963867,41.8462493976869,26.557497024536133,37.16380694785454
9,61.143585205078125,204.9690134579509,36.73344039916992,224.64165375078812
average,377.79731159210206,161.82481130642245,570.0861557006835,150.60441700193047
