,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간포함_MLP_5_5_시간(총),쉰시간포함_KNN_5_5_시간(총),쉰시간포함_MLP_5_5_시간(0제외),쉰시간포함_KNN_5_5_시간(0제외),쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지,쉰시간제외_MLP_5_5_시간(총),쉰시간제외_KNN_5_5_시간(총),쉰시간제외_MLP_5_5_시간(0제외),쉰시간제외_KNN_5_5_시간(0제외)
0,524.8719482421875,528.7485038919003,137.86306762695312,389.8944510862914,81.73600769042969,30.161508414303707,408.93524169921875,531.6273292815248,144.5291290283203,429.6390971514132,89.59778594970703,25.327147997700482
1,61.9302864074707,83.31845671627185,92.79071807861328,61.05580876553922,447.0381164550781,814.5537498775936,48.908966064453125,79.5464079414815,90.2174301147461,57.46615661240444,697.0614624023438,807.8572580270209
2,151.76177978515625,323.33870356929776,70.18199157714844,181.81053039414235,92.45543670654297,39.40035491112043,176.31993103027344,316.47852869119015,68.135009765625,193.9948559956846,121.86347961425781,48.21008309949879
3,429.1097717285156,617.9423636167351,109.21388244628906,403.80486163184355,300.2304992675781,903.2046265123414,464.4952087402344,592.2637787807897,320.0764465332031,397.33169904243357,435.3328552246094,842.837130088094
4,352.58685302734375,1304.0702690423664,848.3944091796875,1117.6240663132305,400.6780090332031,837.7140715915651,31.55185890197754,1295.1118300507442,673.6344604492188,1121.376978772845,574.330078125,834.5294803908384
5,82.56597137451172,20.99746768566779,86.86029052734375,19.105485947061396,77.16085052490234,23.523169120047523,55.3480224609375,24.963170629549243,101.0849609375,24.485786357346882,64.6421890258789,30.63567454018309
6,344.5524597167969,680.1490267545407,442.69708251953125,634.1800208161004,85.733642578125,38.15428935097506,353.7246398925781,693.9843711800768,574.4470825195312,704.240875219387,50.754581451416016,38.7616775796311
7,38.53334426879883,38.6229548940133,97.98357391357422,23.152764824148203,56.4512825012207,809.054644870665,50.52312469482422,37.09473646440843,99.14373779296875,23.916380240885633,324.732177734375,803.966303090978
8,251.7710418701172,641.8092069607505,618.8132934570312,714.0322203877722,35.98384094238281,34.47006675003218,294.7952575683594,584.6052537434755,750.2080688476562,755.2719127733211,44.60422134399414,39.14638572600907
9,100.94829559326172,148.05055864856803,133.3821563720703,166.34653469746655,88.64939880371094,57.10509868363438,177.33609008789062,171.83059445463397,219.82420349121094,194.71633596140856,52.783451080322266,58.00200487164089
average,233.86317520141603,438.7047511780112,263.8180465698242,371.1006744863596,166.6117084503174,358.73415800822784,206.19383411407472,432.7506001217874,304.130052947998,390.244007812713,245.57022819519042,352.9273145411595
