,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,481.0,3300,2820,1016.7,4,76550,42900,2,81700,40850,0,0,0,0,0,0,0,0,0,0,0,0,6,158250,42900,0,0,0,4,76550,42900,2,81700,40850,420,1,중량누락,20,2019-09-25,주간,2019-09-25 5:18,수,안겹침,0,7,0,AC,평일,0
1,485.4,3000,2760,1043.5,2,76550,42900,0,0,0,0,0,0,0,0,0,1,40850,40850,0,0,0,3,117400,42900,1,40850,40850,2,76550,42900,1,40850,40850,600,1,누락없음,20,2019-09-26,주간,2019-09-25 18:08,수,겹침,0,6,3,AC,평일,0
2,515.5,3660,3600,937.8,0,0,0,2,34200,17900,0,0,0,0,0,0,0,0,0,0,0,0,2,34200,17900,0,0,0,0,0,0,2,34200,17900,780,0,누락없음,20,2019-09-27,야간,2019-09-27 18:45,금,안겹침,0,6,0,C,평일,0
3,2612.1,14220,13980,615.0,1,17000,17000,5,67130,19300,0,0,0,0,0,0,0,0,0,0,0,0,6,84130,19300,0,0,0,1,17000,17000,5,67130,19300,7740,0,누락없음,20,2019-09-27,주간,2019-09-26 18:59,목,안겹침,0,3,0,AC,평일,0
4,7417.8,104340,77220,357.1,0,0,0,9,124050,20900,0,0,0,0,0,0,0,0,0,0,0,0,9,124050,20900,0,0,0,0,0,0,9,124050,20900,92160,0,누락없음,20,2019-09-30,야간,2019-09-29 5:23,일,안겹침,0,2,0,C,주말,0
5,2177.6,10620,10500,769.2,0,0,0,5,80800,27000,0,0,0,0,0,0,2,52700,26350,0,0,0,7,133500,27000,2,52700,26350,2,52700,26350,5,80800,27000,1200,0,누락없음,20,2019-10-01,야간,2019-10-01 5:19,화,안겹침,0,9,0,C,평일,0
6,615.6,3540,3300,920.9,0,0,0,2,35590,27000,0,0,0,0,0,0,1,26350,26350,0,0,0,3,61940,27000,1,26350,26350,1,26350,26350,2,35590,27000,780,1,누락없음,20,2019-10-03,주간,2019-10-02 6:36,수,겹침,0,7,1,C,평일,0
7,1184.5,5880,5520,874.8,0,0,0,5,94920,27000,0,0,0,0,0,0,0,0,0,0,0,0,5,94920,27000,0,0,0,0,0,0,5,94920,27000,1140,1,누락없음,20,2019-10-04,주간,2019-10-03 18:45,목,겹침,0,3,1,C,평일,0
8,7999.8,117180,99660,309.6,0,0,0,2,31300,15650,3,141900,59000,0,0,0,0,0,0,0,0,0,5,173200,59000,0,0,0,3,141900,59000,2,31300,15650,56580,0,누락없음,20,2019-10-07,주간,2019-10-05 6:59,토,안겹침,0,5,0,CS,주말,0
9,313.5,1800,1740,1018.5,0,0,0,0,0,0,3,141900,59000,0,0,0,0,0,0,0,0,0,3,141900,59000,0,0,0,3,141900,59000,0,0,0,540,0,누락없음,20,2019-10-07,야간,2019-10-07 19:03,월,겹침,0,5,3,S,평일,0
10,3326.5,15780,15240,809.9,0,0,0,3,91540,61600,0,0,0,0,0,0,2,108200,54100,0,0,0,5,199740,61600,2,108200,54100,0,0,0,5,199740,61600,1140,1,누락없음,20,2019-10-08,야간,2019-10-08 6:03,화,안겹침,0,3,0,C,평일,0
11,715.1,3660,3600,814.5,0,0,0,1,25350,25350,0,0,0,0,0,0,0,0,0,4,89400,22850,5,114750,25350,4,89400,22850,0,0,0,5,114750,25350,1380,0,누락없음,20,2019-10-09,야간,2019-10-09 7:02,수,안겹침,0,5,0,CS,평일,0
12,3020.2,37380,33720,267.4,0,0,0,1,26200,26200,4,64250,22850,0,0,0,0,0,0,0,0,0,5,90450,26200,0,0,0,2,28500,14250,3,61950,26200,364980,7,누락없음,20,2019-10-15,주간,2019-10-14 10:25,월,안겹침,0,5,0,CS,주말,0
13,2462.3,11880,11040,794.1,0,0,0,7,108930,25950,0,0,0,1,24100,24100,0,0,0,0,0,0,8,133030,25950,1,24100,24100,1,24100,24100,7,108930,25950,5040,1,누락없음,20,2019-10-16,주간,2019-10-15 17:25,화,안겹침,0,5,0,AC,평일,0
14,1097.6,5040,4920,888.6,0,0,0,2,63000,31500,0,0,0,0,0,0,2,91200,51600,0,0,0,4,154200,51600,2,91200,51600,0,0,0,4,154200,51600,960,0,누락없음,20,2019-10-17,주간,2019-10-16 19:17,수,안겹침,0,8,0,C,평일,0
15,294.5,1740,1680,956.1,0,0,0,3,80500,31500,0,0,0,0,0,0,1,51600,51600,0,0,0,4,132100,51600,1,51600,51600,0,0,0,4,132100,51600,600,0,누락없음,20,2019-10-17,야간,2019-10-17 17:16,목,겹침,0,4,2,C,평일,0
16,142.7,1260,1200,1158.2,0,0,0,2,107500,63000,0,0,0,0,0,0,0,0,0,0,0,0,2,107500,63000,0,0,0,0,0,0,2,107500,63000,240,0,누락없음,20,2019-10-21,야간,2019-10-21 15:02,월,안겹침,0,4,0,C,주말,0
17,256.4,1980,1620,1065.6,0,0,0,2,107500,63000,0,0,0,0,0,0,0,0,0,0,0,0,2,107500,63000,0,0,0,0,0,0,2,107500,63000,420,1,누락없음,20,2019-10-22,주간,2019-10-22 5:10,화,겹침,0,2,1,C,평일,0
18,619.9,2940,2880,881.8,0,0,0,5,127740,63000,0,0,0,0,0,0,0,0,0,0,0,0,5,127740,63000,0,0,0,0,0,0,5,127740,63000,1320,0,누락없음,20,2019-10-23,주간,2019-10-22 15:29,화,겹침,0,2,1,C,평일,0
19,409.8,2280,2220,907.6,0,0,0,6,86825,35000,0,0,0,0,0,0,1,35500,35500,0,0,0,7,122325,35500,1,35500,35500,0,0,0,7,122325,35500,1260,0,누락없음,20,2019-10-24,주간,2019-10-23 16:08,수,안겹침,0,5,0,C,평일,0
20,460.6,2220,2160,954.8,0,0,0,9,138405,42360,0,0,0,0,0,0,0,0,0,0,0,0,9,138405,42360,0,0,0,0,0,0,9,138405,42360,480,0,누락없음,20,2019-10-25,주간,2019-10-24 16:34,목,겹침,0,7,1,C,평일,0
21,120.9,1080,1020,1108.9,0,0,0,1,42360,42360,0,0,0,0,0,0,0,0,0,0,0,0,1,42360,42360,0,0,0,0,0,0,1,42360,42360,360,0,누락없음,20,2019-10-25,야간,2019-10-25 16:46,금,안겹침,0,9,0,C,평일,0
22,382.6,1800,1680,977.4,0,0,0,3,63125,25950,0,0,0,4,97400,24350,0,0,0,0,0,0,7,160525,25950,4,97400,24350,4,97400,24350,3,63125,25950,1260,0,누락없음,20,2019-10-29,주간,2019-10-28 16:01,월,안겹침,0,1,0,AC,주말,0
23,120.6,1020,960,1074.8,0,0,0,1,19100,19100,0,0,0,0,0,0,0,0,0,0,0,0,1,19100,19100,0,0,0,0,0,0,1,19100,19100,300,0,누락없음,20,2019-10-29,야간,2019-10-29 15:17,화,안겹침,0,7,0,C,평일,0
