,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,28.446956634521484,23.704871346218916,26.59221649169922,24.033981984126257
1,28.873414993286133,19.99093740707419,42.88169860839844,19.599863181004178
2,42.67351150512695,19.40232220268024,44.013328552246094,19.051771889835795
3,35.3903694152832,24.39341221191496,29.576732635498047,24.147810932826825
4,35.33133316040039,18.64224436445599,31.934574127197266,16.497145625755294
5,35.16093444824219,26.310610631344368,37.714027404785156,27.037603776638118
6,42.48869323730469,31.850578343670854,32.70746612548828,34.43753187929553
7,36.54081726074219,28.64430629374364,54.76429748535156,28.55975385835902
8,42.32001876831055,23.864380713209858,38.617652893066406,22.668936147262894
9,30.504648208618164,22.684572732816,29.972427368164062,23.140922199621546
average,35.77306976318359,23.948823624712904,36.87744216918945,23.917532147472546
