,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,14.178737004597982,19.37268161439788,14.341274713215075,19.81272355550287
1,12.88160392694306,18.09167831315196,13.269430595531798,18.814398726877197
2,14.544551213582357,24.730624555956155,14.397559651157312,24.006292780999246
3,17.13212672451086,29.649555583744153,15.625832842107405,28.226271991785772
4,13.012827321102744,22.555185347589877,14.381561781230726,22.206774866318256
5,14.169113661113538,17.337838850428223,14.928385182430869,17.029089948920586
6,16.693117744044255,23.70369449481607,12.634371121724447,23.203908118558132
7,16.614261326036956,24.11475526865988,15.963836034138998,24.233428616823435
8,12.197416037843938,19.38693969688457,12.110633465281705,18.442577535548207
9,15.440009736178213,23.87409457748847,13.74549551177443,23.16569368908803
average,14.686376469595391,22.281704830311725,14.139838089859277,21.914115983042173
