,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,58.63255310058594,121.00878150122342,68.11875915527344,110.28028386407851
1,50.455623626708984,108.9580570112965,51.77289581298828,72.23706804334157
2,38.4088249206543,75.8260765541163,34.87356948852539,64.65134612838632
3,28.11566734313965,25.577818034650484,36.16427230834961,23.09813070081976
4,20.37029457092285,53.640286220677744,29.83479118347168,57.29916600075412
5,51.06004333496094,76.60552373718288,45.34661865234375,76.90117723264275
6,57.45195388793945,47.51417805052347,55.122314453125,47.884859223522824
7,40.56132888793945,35.41110138279312,42.539398193359375,32.69303052119364
8,70.46485900878906,384.0625241182995,70.00732421875,348.84408180578276
9,83.84574890136719,216.9982350855961,155.9821319580078,221.61996724732353
average,49.93668975830078,114.56025816963594,58.97620754241943,105.55091107678459
