,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,94.22390747070312,23.431635017362705,75.0868911743164,23.43425132691021
1,28.993511199951172,15.257928849212723,25.880189895629883,15.190345450044115
2,52.252159118652344,25.00170360693662,59.69325256347656,24.85366416603368
3,97.14958953857422,26.535667051094446,75.64106750488281,24.775044607996488
4,56.44520568847656,25.627078318457674,39.431453704833984,25.633029236073458
5,23.60634422302246,6.711543489722548,20.672691345214844,6.5099585096765615
6,76.53466033935547,15.587024054488523,56.875614166259766,14.84361252059829
7,87.18425750732422,25.06239257979169,95.05653381347656,21.144077132528977
8,78.19457244873047,23.142256956928726,88.32573699951172,22.000254695177027
9,13.636974334716797,17.91923723648901,42.510948181152344,15.534951619086257
average,60.82211818695068,20.427646716048464,57.91743793487549,19.391918926412508
