,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,59.25403052316585,67.71629312922171,58.38239825611383,73.46086917670739
1,54.59994281177789,91.87970164120813,49.344048943318114,86.43501127283892
2,75.06983781196702,109.08197587801072,74.9876777756382,123.30260077868896
3,52.80675571065554,85.27417198427679,49.89979381292638,91.64590159534379
4,58.52454429948833,73.12542526557408,55.86020343404421,79.77338593257554
5,54.78743765387737,55.89014449002359,52.38589789162219,58.80880010217817
6,83.00333533488529,110.20753020416616,67.71688305492133,114.60068317848868
7,57.97203085456096,99.75908244666358,51.26100287638919,123.76563869546789
8,45.19730645837918,73.33583871266508,46.287593734096475,77.65487248078446
9,70.83395675874092,108.59244055609881,57.7913432591398,106.8927595979936
average,61.20491782174984,87.48626043079088,56.391684303820966,93.63405228110675
