,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,1.898605744043986,24.993659928588887,2.6061804029676647,23.7633499824386
1,1.836482662624783,24.57574715428161,1.6668630652957492,20.940478887733956
2,2.017059103647868,27.355535080981547,1.4486939324273003,23.977519439381656
3,1.5395325660705566,24.35987963520758,1.791682619518704,20.1276901122277
4,1.5918708589341906,24.879562796977638,1.8962473975287544,22.229922155137515
5,1.9871971474753485,23.159916248747056,1.9818442344665528,20.89388417337494
6,2.6499821927812364,26.13024877741435,2.0726659138997396,25.735151369355343
7,1.9705372227562798,21.23687162962751,2.275913288858202,19.43026875785527
8,2.3191620614793567,27.397965513529698,1.2969487216737536,24.860767447959066
9,1.4354849338531495,26.027594934029196,1.2340846750471326,22.98951139995695
average,1.9245914493666754,25.011698169938505,1.8271124251683553,22.494854372542097
