,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,54.50665925678454,78.29203123762224,49.89186417429071,86.82244626919126
1,74.52791635613693,107.2142294370268,76.72518258345754,107.63141762072799
2,93.0249820508455,133.79673866400765,78.24641679462634,132.2330196805504
3,98.91514587402344,142.02100425160705,76.14724289743523,139.28558172404567
4,74.53427324796978,77.36820798313937,67.67191917017887,75.03196704642757
5,70.05353084363435,125.68176926178313,86.99429100438168,131.08079405853138
6,91.44164717824836,156.68742840805956,96.90708682411595,160.00913646235188
7,45.77737547221937,64.33672208159832,53.292362012361224,63.42237320215375
8,63.79570188020405,71.7065642819431,67.49454839606034,74.63186780856412
9,67.91081478721217,75.27184916540264,64.78448727256374,76.39793303427476
average,73.44880469472784,103.23765447721898,71.81554011294716,104.65465369068188
