,가열로번호,cycle,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,이전 종료온도,쉰시간,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,20,1,299.8,2020-01-02 19:05:00,2020-01-02 19:29:00,1440,757.9,1249.7,1255.3,600,6,79800,14250,ALLOY,1,0,0,2,28500,14250,4,51300,12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28500,14250,4,51300,12950,0,누락없음,1380,1/3/2020,주간,목,안겹침,이상없음,8,0,AC,평일,0
1,20,2,1819.7,2020-01-03 17:22:00,2020-01-03 19:47:00,8700,515.0,1251.0,1249.7,4140,7,122300,25950,CARBON,0,1,0,0,0,0,7,122300,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122300,25950,0,누락없음,8460,1/4/2020,주간,금,안겹침,이상없음,6,0,C,평일,0
2,20,4,390.1,2020-01-06 16:45:00,2020-01-06 17:16:00,1860,688.4,1252.4,1250.6,1500,5,161380,130000,CARBON,0,1,0,0,0,0,4,31380,7845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130000,130000,4,31380,7845,0,강종누락,1800,1/7/2020,주간,월,안겹침,이상없음,7,0,C,주말,0
3,20,5,609.4,2020-01-07 15:51:00,2020-01-07 16:50:00,3540,723.2,1253.0,1252.4,1500,4,176320,130000,CARBON,0,1,0,0,0,0,3,46320,16085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130000,130000,3,46320,16085,1,강종누락,3300,1/8/2020,주간,화,겹침,이상없음,5,1,C,평일,0
4,20,6,693.1,2020-01-08 19:34:00,2020-01-08 20:32:00,3480,491.4,1252.5,1253.0,19740,6,126380,41100,CARBON,0,1,0,4,44180,11045,2,82200,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44180,11045,2,82200,41100,0,누락없음,3420,1/9/2020,주간,수,안겹침,이상없음,4,0,AC,평일,0
5,20,8,100.6,2020-01-10 11:07:00,2020-01-10 11:26:00,1140,932.3,1248.8,1270.0,300,1,173703,173703,CARBON,0,1,0,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,누락없음,960,1/10/2020,야간,금,겹침,이상없음,2,1,C,평일,0
6,20,7,253.2,2020-01-09 18:10:00,2020-01-09 18:35:00,1500,704.2,1270.0,1252.5,720,2,186033,173703,CARBON,0,1,0,0,0,0,2,186033,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,186033,173703,0,누락없음,1320,1/10/2020,주간,목,안겹침,이상없음,6,0,C,평일,0
7,20,9,123.0,2020-01-11 07:05:00,2020-01-11 07:20:00,900,784.8,1255.4,1248.8,540,1,173703,173703,CARBON,0,1,0,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,누락없음,840,1/13/2020,주간,토,겹침,이상없음,1,1,C,주말,0
8,20,10,477.9,2020-01-13 16:59:00,2020-01-13 17:41:00,2520,730.5,1265.0,1255.4,33960,3,139909,101109,ALLOY,1,0,0,3,139909,101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38800,24100,1,101109,101109,0,누락없음,2460,1/14/2020,주간,월,안겹침,이상없음,1,0,A,평일,0
9,20,12,225.2,2020-01-15 15:05:00,2020-01-15 15:25:00,1200,928.6,1269.4,1276.1,480,4,170959,101109,ALLOY,1,0,0,2,125209,101109,1,35750,35750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24100,24100,3,146859,101109,0,강종누락,1140,1/15/2020,야간,수,겹침,민감누락,4,3,AC,평일,0
10,20,11,208.7,2020-01-14 16:54:00,2020-01-14 17:16:00,1320,966.6,1276.1,1265.0,720,4,149909,101109,ALLOY,1,0,0,3,139909,101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38800,24100,2,111109,101109,0,강종누락,1260,1/15/2020,주간,화,겹침,민감누락,3,3,A,평일,0
11,20,13,289.0,2020-01-16 02:45:00,2020-01-16 03:24:00,2340,869.1,1253.2,1269.4,300,3,160959,101109,ALLOY,1,0,0,2,125209,101109,1,35750,35750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24100,24100,2,136859,101109,1,누락없음,1980,1/16/2020,주간,목,겹침,이상없음,4,3,AC,평일,0
12,20,16,1145.4,2020-01-20 15:25:00,2020-01-20 17:09:00,6240,743.2,1266.2,1256.7,7560,3,191559,101109,ALLOY,1,0,0,2,160209,101109,1,31350,31350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191559,101109,2,누락없음,5700,1/21/2020,주간,월,안겹침,이상없음,2,0,AC,평일,0
13,20,17,305.7,2020-01-21 16:38:00,2020-01-21 17:20:00,2520,855.6,1256.9,1266.2,420,2,160209,101109,ALLOY,1,0,0,2,160209,101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160209,101109,1,누락없음,2220,1/22/2020,주간,화,겹침,이상없음,3,2,A,평일,0
14,20,18,124.0,2020-01-22 11:11:00,2020-01-22 11:25:00,840,1156.4,1259.1,1256.9,1020,3,159300,59100,ALLOY,1,0,0,3,159300,59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100200,50100,1,59100,59100,0,누락없음,840,1/23/2020,주간,수,겹침,이상없음,2,1,A,평일,0
15,20,21,564.2,2020-02-03 18:53:00,2020-02-03 19:37:00,2640,550.4,1250.1,1204.6,8820,4,145319,96259,CARBON,0,1,0,0,0,0,4,145319,96259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,145319,96259,0,누락없음,2580,2/4/2020,주간,월,안겹침,이상없음,8,0,C,평일,0
16,20,22,400.7,2020-02-04 18:08:00,2020-02-04 19:24:00,4560,1136.2,1261.6,1250.1,300,4,89350,30500,CARBON,0,1,0,0,0,0,4,89350,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89350,30500,3,누락없음,2640,2/4/2020,야간,화,겹침,이상없음,4,2,C,평일,0
17,20,23,2350.4,2020-02-05 05:29:00,2020-02-05 08:53:00,12240,912.1,1249.4,1261.6,420,4,179500,58600,CARBON,0,1,0,0,0,0,4,179500,58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49100,49100,3,130400,58600,3,누락없음,10980,2/5/2020,야간,수,안겹침,이상없음,4,0,C,평일,0
18,20,25,1292.3,2020-02-07 01:25:00,2020-02-07 06:55:00,19800,688.2,1251.7,1251.1,1140,5,141250,28850,SUS,0,0,1,0,0,0,0,0,0,4,112400,28850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,141250,28850,1,강종누락,9600,2/7/2020,주간,금,안겹침,이상없음,4,0,S,평일,0
19,20,28,214.3,2020-02-11 05:01:00,2020-02-11 05:28:00,1620,688.3,1257.3,1252.6,600,2,101400,57550,CARBON,0,1,0,0,0,0,2,101400,57550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,101400,57550,0,누락없음,1560,2/11/2020,야간,화,겹침,이상없음,4,2,C,평일,0
20,20,29,213.1,2020-02-12 05:41:00,2020-02-12 06:03:00,1320,536.3,1207.3,1257.3,2640,3,48600,16200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48600,16200,0,강종누락,1260,2/12/2020,주간,수,안겹침,이상없음,2,0,,평일,1
21,20,31,213.4,2020-02-13 17:04:00,2020-02-13 17:27:00,1380,813.4,1264.0,1258.9,360,2,151500,120000,CARBON,0,1,0,0,0,0,1,31500,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,120000,1,31500,31500,0,강종누락,1320,2/13/2020,야간,목,겹침,이상없음,2,1,C,평일,0
22,20,30,292.8,2020-02-12 09:23:00,2020-02-12 09:50:00,1620,570.8,1258.9,1207.3,1200,2,169600,120000,CARBON,0,1,0,0,0,0,1,49600,49600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,120000,1,49600,49600,0,강종누락,1560,2/13/2020,주간,수,안겹침,이상없음,3,0,C,평일,0
23,20,32,186.1,2020-02-14 05:30:00,2020-02-14 05:50:00,1200,676.4,1258.5,1264.0,1140,3,159230,120000,CARBON,0,1,0,0,0,0,2,39230,19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,120000,2,39230,19615,0,강종누락,1140,2/14/2020,주간,금,겹침,이상없음,2,1,C,평일,0
24,20,33,3771.1,2020-02-15 07:04:00,2020-02-16 10:01:00,97020,242.5,1250.6,1258.5,56340,5,138650,48000,ALLOY,1,0,0,4,90650,27500,1,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90650,27500,1,48000,48000,0,누락없음,33780,2/17/2020,주간,토,안겹침,이상없음,3,0,AC,주말,0
25,20,34,320.7,2020-02-17 15:55:00,2020-02-17 16:36:00,2460,880.4,1258.5,1250.6,480,5,138650,48000,ALLOY,1,0,0,4,90650,27500,1,48000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90650,27500,1,48000,48000,1,누락없음,2160,2/17/2020,야간,월,겹침,이상없음,5,5,AC,평일,0
26,20,35,843.3,2020-02-18 09:03:00,2020-02-18 10:11:00,4080,628.7,1251.7,1258.5,11400,5,173055,86615,CARBON,0,1,0,0,0,0,5,173055,86615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,173055,86615,1,누락없음,3720,2/19/2020,주간,화,안겹침,이상없음,5,0,C,평일,0
27,20,36,294.3,2020-02-19 18:17:00,2020-02-19 18:50:00,1980,693.2,1257.9,1251.7,960,2,149215,86615,CARBON,0,1,0,0,0,0,2,149215,86615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62600,62600,1,86615,86615,0,누락없음,1920,2/20/2020,주간,수,겹침,이상없음,5,1,C,평일,0
28,20,37,283.4,2020-02-20 18:44:00,2020-02-20 19:09:00,1500,619.8,1261.7,1257.9,960,5,158095,86615,CARBON,0,1,0,0,0,0,3,133555,86615,2,24540,12860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,158095,86615,0,누락없음,1440,2/21/2020,주간,목,겹침,이상없음,2,1,CS,평일,0
29,20,39,232.4,2020-02-24 15:24:00,2020-02-24 15:46:00,1320,881.4,1261.3,1250.7,660,2,139615,91615,CARBON,0,1,0,0,0,0,2,139615,91615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139615,91615,0,누락없음,1260,2/24/2020,야간,월,겹침,이상없음,2,2,C,평일,0
30,20,40,159.3,2020-02-25 04:12:00,2020-02-25 04:35:00,1380,1061.0,1259.3,1261.3,300,2,139615,91615,CARBON,0,1,0,0,0,0,2,139615,91615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139615,91615,0,누락없음,1320,2/25/2020,주간,화,겹침,이상없음,2,2,C,평일,0
31,20,41,501.2,2020-02-25 19:25:00,2020-02-25 20:05:00,2400,602.6,1250.9,1259.3,720,4,99800,48000,CARBON,0,1,0,0,0,0,3,84000,48000,1,15800,15800,0,0,0,0,0,0,0,0,0,0,0,0,1,15800,15800,3,84000,48000,0,누락없음,2340,2/26/2020,주간,화,겹침,이상없음,2,1,CS,평일,0
32,20,42,229.6,2020-02-26 19:08:00,2020-02-26 19:28:00,1200,812.2,1262.3,1250.9,480,3,84000,48000,CARBON,0,1,0,0,0,0,3,84000,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84000,48000,0,누락없음,1140,2/27/2020,주간,수,겹침,이상없음,4,3,C,평일,0
33,20,43,1462.0,2020-02-27 14:36:00,2020-02-27 16:33:00,7020,430.1,1253.4,1262.3,12180,5,121200,32300,SUS,0,0,1,2,55785,32300,1,25950,25950,2,39465,20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,121200,32300,0,누락없음,6840,2/28/2020,주간,목,안겹침,이상없음,3,0,ACS,평일,0
34,20,44,3653.1,2020-02-29 07:09:00,2020-03-01 01:33:00,66240,579.6,1252.0,1253.4,55200,4,154970,67500,CARBON,0,1,0,0,0,0,4,154970,67500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,154970,67500,0,누락없음,54120,3/2/2020,주간,토,안겹침,이상없음,5,0,C,주말,0
35,20,45,388.5,2020-03-02 18:03:00,2020-03-02 18:35:00,1920,811.2,1260.5,1252.0,24660,4,148200,61600,CARBON,0,1,0,0,0,0,4,148200,61600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,148200,61600,0,0,0,0,누락없음,1800,3/3/2020,야간,월,안겹침,이상없음,4,0,C,평일,0
36,20,46,733.3,2020-03-04 04:48:00,2020-03-04 05:50:00,3720,554.9,1264.2,1260.5,1260,4,88100,32200,CARBON,0,1,0,0,0,0,4,88100,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48000,24000,2,40100,32200,0,누락없음,3600,3/4/2020,야간,수,겹침,이상없음,4,1,C,평일,0
37,20,47,534.7,2020-03-05 05:45:00,2020-03-05 06:24:00,2340,723.6,1240.9,1264.2,720,4,111500,36200,CARBON,0,1,0,0,0,0,4,111500,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000,24000,3,87500,36200,0,누락없음,2220,3/5/2020,야간,목,안겹침,이상없음,4,0,C,평일,0
38,20,49,5123.0,2020-03-10 09:39:00,2020-03-10 19:29:00,35400,224.6,1253.1,1260.8,9960,6,173930,67500,CARBON,0,1,0,0,0,0,6,173930,67500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,173930,67500,0,누락없음,34500,3/11/2020,주간,화,안겹침,이상없음,6,0,C,평일,0
39,20,51,1657.0,2020-03-15 05:56:00,2020-03-15 12:02:00,21960,670.1,1211.9,1199.0,88860,2,100200,50100,ALLOY,1,0,0,2,100200,50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100200,50100,0,누락없음,21420,3/16/2020,주간,일,겹침,초민감,5,2,A,주말,0
40,20,53,81.5,2020-03-17 13:22:00,2020-03-17 13:35:00,780,1146.3,1259.4,1199.1,720,4,126250,48600,CARBON,0,1,0,0,0,0,4,126250,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97200,48600,2,29050,14525,0,누락없음,780,3/17/2020,야간,화,겹침,이상없음,6,4,C,평일,0
41,20,52,750.6,2020-03-16 16:19:00,2020-03-16 17:18:00,3540,688.4,1199.1,1211.9,1380,6,154110,48600,CARBON,0,1,0,0,0,0,6,154110,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97200,48600,4,56910,14525,1,누락없음,3420,3/17/2020,주간,월,안겹침,이상없음,2,0,C,평일,0
42,20,54,195.3,2020-03-18 03:33:00,2020-03-18 03:51:00,1080,980.9,1259.1,1259.4,9300,4,185400,49600,ALLOY,1,0,0,1,46100,46100,2,91700,49600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93700,47600,2,91700,49600,0,강종누락,1020,3/18/2020,야간,수,안겹침,이상없음,4,0,AC,평일,0
43,20,55,404.1,2020-03-19 06:09:00,2020-03-19 06:44:00,2100,614.2,1266.3,1259.1,900,3,77500,25950,CARBON,0,1,0,0,0,0,3,77500,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77500,25950,0,누락없음,2040,3/19/2020,야간,목,안겹침,이상없음,4,0,C,평일,0
44,20,57,166.4,2020-03-24 18:13:00,2020-03-24 18:35:00,1320,1006.9,1240.6,1230.3,360,1,9130,9130,SUS,0,0,1,0,0,0,0,0,0,1,9130,9130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9130,9130,1,누락없음,1140,3/24/2020,야간,화,겹침,이상없음,6,1,S,평일,0
45,20,58,208.6,2020-03-25 07:00:00,2020-03-25 07:20:00,1200,676.0,1239.7,1240.6,660,2,104500,60500,CARBON,0,1,0,0,0,0,2,104500,60500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104500,60500,0,누락없음,1200,3/25/2020,주간,수,안겹침,이상없음,1,0,C,평일,0
46,20,59,111.0,2020-03-25 18:03:00,2020-03-25 18:17:00,840,1041.0,1257.7,1239.7,420,3,114450,60500,CARBON,0,1,0,1,31850,31850,1,60500,60500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53950,31850,1,60500,60500,0,강종누락,780,3/26/2020,주간,수,겹침,이상없음,2,1,AC,평일,0
47,20,60,2046.5,2020-03-27 02:48:00,2020-03-27 07:22:00,16440,389.5,1200.9,1257.7,40500,4,158800,53600,CARBON,0,1,0,1,53600,53600,3,105200,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158800,53600,0,누락없음,16140,3/27/2020,야간,금,안겹침,초민감,3,0,AC,평일,0
48,20,61,1941.1,2020-03-29 04:06:00,2020-03-29 10:25:00,22740,671.7,1242.5,1200.9,82320,4,122400,53600,CARBON,0,1,0,1,53600,53600,3,68800,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122400,53600,0,누락없음,22140,3/30/2020,주간,일,겹침,초민감,4,1,AC,주말,0
49,20,62,117.4,2020-03-30 16:42:00,2020-03-30 16:57:00,900,863.4,1238.4,1242.5,360,4,92490,27500,CARBON,0,1,0,0,0,0,4,92490,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92490,27500,0,누락없음,840,3/31/2020,주간,월,겹침,이상없음,4,1,C,평일,0
50,20,63,2222.2,2020-03-31 18:37:00,2020-03-31 21:21:00,9840,496.5,1251.1,1238.4,1320,8,151530,33000,ALLOY,1,0,0,4,52800,13200,4,98730,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,151530,33000,0,누락없음,9540,4/1/2020,주간,화,겹침,이상없음,4,1,AC,평일,0
51,20,64,194.7,2020-04-01 16:39:00,2020-04-01 17:04:00,1500,672.6,1259.2,1251.1,660,3,180800,61600,CARBON,0,1,0,1,59100,59100,2,121700,61600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120700,61600,1,60100,60100,0,누락없음,1440,4/2/2020,주간,수,안겹침,이상없음,8,0,AC,평일,0
52,20,65,91.6,2020-04-02 15:42:00,2020-04-02 15:57:00,900,1083.0,1249.8,1259.2,240,5,140600,61600,ALLOY,1,0,0,2,27100,13600,3,113500,61600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61600,61600,4,79000,25950,0,누락없음,840,4/3/2020,주간,목,겹침,초민감,3,1,AC,평일,0
53,20,66,892.7,2020-04-03 18:38:00,2020-04-03 19:48:00,4200,847.7,1233.0,1249.8,900,6,119070,33850,ALLOY,1,0,0,4,56600,14600,2,62470,33850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33850,33850,5,85220,28620,1,누락없음,3960,4/4/2020,주간,금,안겹침,초민감,5,0,AC,평일,0
54,20,67,210.8,2020-04-04 08:19:00,2020-04-04 09:00:00,2460,1002.1,1243.7,1233.0,420,6,130320,45100,CARBON,0,1,0,4,56600,14600,2,73720,45100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,130320,45100,0,누락없음,2340,4/4/2020,야간,토,겹침,초민감,6,5,AC,주말,0
55,20,68,3439.4,2020-04-05 10:46:00,2020-04-05 18:04:00,26280,555.2,1251.5,1243.7,43440,5,125150,50000,CARBON,0,1,0,2,29650,19700,3,95500,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29650,19700,3,95500,50000,0,누락없음,25980,4/6/2020,주간,일,안겹침,이상없음,6,0,AC,주말,0
56,20,70,343.4,2020-04-07 16:28:00,2020-04-07 17:13:00,2700,949.0,1247.7,1249.8,420,3,112300,38600,CARBON,0,1,0,0,0,0,3,112300,38600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112300,38600,0,0,0,1,누락없음,2520,4/7/2020,야간,화,겹침,이상없음,5,3,C,평일,0
57,20,69,103.0,2020-04-06 16:38:00,2020-04-06 16:54:00,960,1069.4,1249.8,1251.5,240,5,158160,38600,CARBON,0,1,0,0,0,0,5,158160,38600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,112300,38600,2,45860,22930,0,누락없음,900,4/7/2020,주간,월,안겹침,이상없음,5,0,C,평일,0
58,20,71,1178.0,2020-04-08 05:57:00,2020-04-08 07:29:00,5520,851.4,1251.9,1247.7,5460,5,153200,57100,ALLOY,1,0,0,2,26400,13200,3,126800,57100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69700,34850,3,83500,57100,1,누락없음,5160,4/8/2020,야간,수,안겹침,이상없음,3,0,AC,평일,0
59,20,72,94.2,2020-04-09 02:03:00,2020-04-09 02:17:00,840,1146.8,1249.4,1251.9,300,3,126800,57100,CARBON,0,1,0,0,0,0,3,126800,57100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69700,34850,1,57100,57100,0,누락없음,840,4/9/2020,주간,목,겹침,이상없음,5,3,C,평일,0
60,20,74,317.5,2020-04-10 18:26:00,2020-04-10 19:01:00,2100,966.1,1247.8,1249.1,600,3,178579,110879,CARBON,0,1,0,0,0,0,3,178579,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,178579,110879,1,누락없음,1860,4/10/2020,야간,금,겹침,이상없음,3,3,C,평일,0
61,20,73,421.6,2020-04-09 18:22:00,2020-04-09 18:53:00,1860,917.8,1249.1,1249.4,840,3,178579,110879,CARBON,0,1,0,0,0,0,3,178579,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,178579,110879,0,누락없음,1800,4/10/2020,주간,목,안겹침,이상없음,3,0,C,평일,0
62,20,76,296.8,2020-04-13 18:36:00,2020-04-13 19:17:00,2460,1014.1,1250.5,1253.5,720,4,112550,31500,ALLOY,1,0,0,2,51700,27900,2,60850,31500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51700,27900,2,60850,31500,1,누락없음,2220,4/13/2020,야간,월,겹침,이상없음,6,4,AC,평일,0
63,20,77,354.1,2020-04-14 01:29:00,2020-04-14 01:56:00,1620,844.5,1253.3,1250.5,1140,5,163320,86615,CARBON,0,1,0,1,46600,46600,4,116720,86615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,163320,86615,0,누락없음,1560,4/14/2020,야간,화,안겹침,이상없음,4,0,AC,평일,0
64,20,78,370.1,2020-04-15 05:39:00,2020-04-15 06:21:00,2520,991.2,1266.3,1253.3,360,3,141315,86615,ALLOY,1,0,0,1,18500,18500,2,122815,86615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141315,86615,1,누락없음,2160,4/15/2020,야간,수,겹침,이상없음,5,1,AC,평일,0
65,20,79,682.3,2020-04-15 22:57:00,2020-04-16 00:16:00,4740,1094.0,1250.2,1266.3,240,4,147800,46100,CARBON,0,1,0,2,87600,46100,1,26850,26850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46100,46100,3,101700,41500,1,강종누락,4320,4/16/2020,야간,수,안겹침,이상없음,3,0,AC,평일,0
66,20,80,1022.3,2020-04-17 06:36:00,2020-04-17 07:51:00,4500,728.2,1252.0,1250.2,2640,6,123450,41500,CARBON,0,1,0,1,41500,41500,3,59550,29350,2,22400,11200,0,0,0,0,0,0,0,0,0,0,0,0,2,22400,11200,4,101050,41500,0,누락없음,4440,4/17/2020,야간,금,겹침,이상없음,4,1,ACS,평일,0
67,20,82,718.6,2020-04-20 19:15:00,2020-04-20 20:08:00,3180,847.1,1252.4,1250.0,1020,5,89420,30480,CARBON,0,1,0,1,30480,30480,4,58940,15100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89420,30480,0,누락없음,3120,4/21/2020,주간,월,안겹침,이상없음,2,0,AC,평일,0
68,20,83,206.5,2020-04-21 19:08:00,2020-04-21 19:28:00,1200,1030.7,1250.7,1252.4,8640,3,170679,110879,CARBON,0,1,0,0,0,0,3,170679,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170679,110879,0,누락없음,1140,4/22/2020,주간,화,안겹침,이상없음,5,0,C,평일,0
69,20,84,238.8,2020-04-22 18:37:00,2020-04-22 19:08:00,1860,1005.7,1247.7,1250.7,300,3,170679,110879,CARBON,0,1,0,0,0,0,3,170679,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170679,110879,1,누락없음,1680,4/23/2020,주간,수,겹침,이상없음,3,3,C,평일,0
70,20,85,262.8,2020-04-23 16:53:00,2020-04-23 17:18:00,1500,952.2,1267.3,1247.7,480,2,75600,51600,CARBON,0,1,0,1,51600,51600,1,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75600,51600,0,0,0,0,누락없음,1320,4/24/2020,주간,목,안겹침,이상없음,3,0,AC,평일,0
