,가열로번호,cycle,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,이전 종료온도,쉰시간,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,17,1,969.0,2020-01-02 16:57:00,2020-01-02 18:06:00,4140,424.6,1261.3,1258.0,9060,5,48920,10980,ALLOY,1,0,0,5,48920,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48920,10980,0,0,0,0,누락없음,4080,1/3/2020,주간,목,안겹침,이상없음,6,0,A,평일,0
1,17,2,780.2,2020-01-03 18:54:00,2020-01-03 19:48:00,3240,520.4,1255.0,1261.3,1680,6,72495,27000,CARBON,0,1,0,2,21960,10980,4,50535,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21960,10980,4,50535,27000,0,누락없음,3180,1/4/2020,주간,금,겹침,이상없음,5,2,AC,평일,0
2,17,3,156.6,2020-01-04 11:51:00,2020-01-04 12:12:00,1260,818.8,1251.2,1255.0,300,4,50535,27000,CARBON,0,1,0,0,0,0,4,50535,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50535,27000,0,누락없음,1200,1/4/2020,야간,토,겹침,이상없음,6,4,C,주말,0
3,17,5,146.7,2020-01-06 18:45:00,2020-01-06 18:59:00,840,924.6,1252.7,1256.6,660,5,112200,26800,SUS,0,0,1,0,0,0,0,0,0,5,112200,26800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,112200,26800,0,누락없음,780,1/6/2020,야간,월,안겹침,이상없음,4,0,S,평일,0
4,17,6,1299.0,2020-01-07 06:35:00,2020-01-07 08:03:00,5280,512.1,1254.4,1252.7,1380,7,70460,11045,SUS,0,0,1,4,44180,11045,2,17900,8950,1,8380,8380,0,0,0,0,0,0,0,0,0,0,0,0,4,44180,11045,3,26280,8950,0,누락없음,5220,1/7/2020,야간,화,안겹침,이상없음,5,0,ACS,평일,0
5,17,7,193.3,2020-01-08 08:35:00,2020-01-08 08:59:00,1440,961.6,1264.8,1254.4,9540,4,172450,130000,CARBON,0,1,0,0,0,0,3,42450,14150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130000,130000,3,42450,14150,0,강종누락,1260,1/9/2020,주간,수,안겹침,이상없음,7,0,C,평일,0
6,17,8,190.1,2020-01-09 16:49:00,2020-01-09 17:06:00,1020,741.0,1250.7,1264.8,1680,2,147000,130000,ALLOY,1,0,0,1,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147000,130000,0,0,0,0,강종누락,960,1/10/2020,주간,목,겹침,이상없음,4,1,A,평일,0
7,17,10,948.7,2020-01-14 05:46:00,2020-01-14 07:14:00,5280,600.2,1197.8,1259.1,1380,4,131995,38895,CARBON,0,1,0,2,76000,38895,2,55995,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95995,38895,1,36000,36000,0,누락없음,5100,1/14/2020,야간,화,겹침,이상없음,6,2,AC,평일,0
8,17,11,579.7,2020-01-15 06:17:00,2020-01-15 07:08:00,3060,617.8,1210.1,1197.8,4440,4,166050,53600,CARBON,0,1,0,0,0,0,4,166050,53600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45100,45100,3,120950,53600,0,누락없음,3000,1/16/2020,주간,수,안겹침,이상없음,4,0,C,평일,0
9,17,13,4767.4,2020-01-17 10:00:00,2020-01-19 01:17:00,141420,454.6,1260.5,1272.0,42780,3,171859,101109,ALLOY,1,0,0,1,101109,101109,2,70750,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34750,34750,2,137109,101109,1,누락없음,86400,1/20/2020,주간,금,겹침,이상없음,4,2,AC,평일,0
10,17,15,124.2,2020-01-22 14:31:00,2020-01-22 14:50:00,1140,858.0,1260.6,1241.8,480,3,111300,60100,CARBON,0,1,0,0,0,0,3,111300,60100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111300,60100,0,0,0,0,누락없음,1080,1/22/2020,야간,수,겹침,이상없음,4,3,C,평일,0
11,17,14,1140.4,2020-01-21 14:00:00,2020-01-21 16:21:00,8460,240.2,1241.8,1260.5,71340,4,153400,60100,ALLOY,1,0,0,1,42100,42100,3,111300,60100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,153400,60100,0,0,0,2,누락없음,7740,1/22/2020,주간,화,안겹침,이상없음,3,0,AC,평일,0
12,17,16,826.3,2020-01-23 02:00:00,2020-01-23 03:08:00,4080,380.8,1271.5,1260.6,4080,6,131775,34850,SUS,0,0,1,0,0,0,3,96300,34850,1,11825,11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,131775,34850,1,강종누락,3960,1/23/2020,야간,목,안겹침,이상없음,3,0,CS,평일,0
13,17,18,211.8,2020-01-29 18:51:00,2020-01-29 19:11:00,1200,1000.0,1262.2,1248.4,600,2,192479,101109,CARBON,0,1,0,1,101109,101109,1,91370,91370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,192479,101109,0,누락없음,1080,1/30/2020,주간,수,안겹침,이상없음,4,0,AC,평일,0
14,17,19,437.5,2020-01-30 13:11:00,2020-01-30 13:51:00,2400,566.8,1257.9,1262.2,12060,5,161600,55600,CARBON,0,1,0,0,0,0,5,161600,55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,161600,55600,0,누락없음,2340,1/31/2020,주간,목,안겹침,이상없음,2,0,C,평일,0
15,17,23,84.6,2020-02-03 18:09:00,2020-02-03 18:24:00,900,899.7,1258.7,1251.4,480,2,160209,101109,ALLOY,1,0,0,2,160209,101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160209,101109,0,누락없음,840,2/4/2020,주간,월,겹침,이상없음,2,2,A,평일,0
16,17,24,506.9,2020-02-04 13:21:00,2020-02-04 14:06:00,2700,633.2,1256.1,1258.7,9540,5,105010,31000,CARBON,0,1,0,0,0,0,5,105010,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105010,31000,0,누락없음,2640,2/5/2020,주간,화,안겹침,이상없음,2,0,C,평일,0
17,17,25,234.6,2020-02-05 18:34:00,2020-02-05 19:03:00,1740,635.0,1247.9,1256.1,1080,3,73610,31000,CARBON,0,1,0,0,0,0,3,73610,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73610,31000,0,누락없음,1680,2/6/2020,주간,수,겹침,이상없음,5,3,C,평일,0
18,17,27,112.3,2020-02-07 16:13:00,2020-02-07 16:27:00,840,846.1,1247.1,1261.7,240,2,188879,110879,CARBON,0,1,0,0,0,0,2,188879,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,188879,110879,0,누락없음,780,2/7/2020,야간,금,겹침,이상없음,2,2,C,평일,0
19,17,26,372.2,2020-02-06 18:13:00,2020-02-06 18:48:00,2100,614.5,1261.7,1247.9,1260,2,188879,110879,CARBON,0,1,0,0,0,0,2,188879,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,188879,110879,0,누락없음,2040,2/7/2020,주간,목,안겹침,이상없음,3,0,C,평일,0
20,17,28,687.5,2020-02-08 16:57:00,2020-02-08 19:40:00,9780,991.3,1258.6,1247.1,33060,2,188879,110879,CARBON,0,1,0,0,0,0,2,188879,110879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,188879,110879,0,누락없음,9360,2/10/2020,주간,토,겹침,이상없음,2,2,C,주말,0
21,17,29,113.9,2020-02-10 19:15:00,2020-02-10 19:32:00,1020,737.4,1245.0,1258.6,420,2,103600,78000,CARBON,0,1,0,0,0,0,2,103600,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,103600,78000,0,누락없음,960,2/11/2020,주간,월,겹침,이상없음,2,1,C,평일,0
22,17,30,94.0,2020-02-11 18:03:00,2020-02-11 18:18:00,900,774.2,1262.4,1245.0,540,4,198150,57600,CARBON,0,1,0,0,0,0,4,198150,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,198150,57600,0,누락없음,720,2/12/2020,주간,화,안겹침,이상없음,2,0,C,평일,0
23,17,31,136.4,2020-02-12 16:34:00,2020-02-12 16:59:00,1500,725.5,1267.5,1262.4,600,3,142050,57600,CARBON,0,1,0,0,0,0,3,142050,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142050,57600,0,누락없음,1440,2/12/2020,야간,수,겹침,이상없음,4,3,C,평일,0
24,17,32,2758.0,2020-02-13 04:34:00,2020-02-13 10:30:00,21360,245.9,1258.5,1267.5,9840,4,98930,36200,CARBON,0,1,0,0,0,0,4,98930,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98930,36200,0,누락없음,20940,2/13/2020,야간,목,안겹침,이상없음,3,0,C,평일,0
25,17,33,174.6,2020-02-14 06:04:00,2020-02-14 06:27:00,1380,653.2,1243.9,1258.5,1200,4,74100,36200,CARBON,0,1,0,0,0,0,4,74100,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000,24000,3,50100,36200,0,누락없음,1320,2/14/2020,주간,금,겹침,이상없음,4,1,C,평일,0
26,17,35,246.4,2020-02-17 10:20:00,2020-02-17 10:53:00,1980,639.1,1225.4,1256.3,840,2,128585,72000,CARBON,0,1,0,0,0,0,2,128585,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,128585,72000,0,누락없음,1920,2/17/2020,야간,월,겹침,이상없음,4,2,C,평일,0
27,17,36,325.8,2020-02-17 22:56:00,2020-02-17 23:39:00,2580,634.1,1256.4,1225.4,780,2,128585,72000,CARBON,0,1,0,0,0,0,2,128585,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,128585,72000,1,누락없음,2160,2/18/2020,야간,월,겹침,이상없음,2,2,C,주말,0
28,17,37,648.3,2020-02-18 21:53:00,2020-02-18 22:56:00,3780,556.7,1256.4,1256.4,3600,6,136340,23470,CARBON,0,1,0,4,89400,22350,2,46940,23470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89400,22350,2,46940,23470,0,누락없음,3720,2/19/2020,야간,화,안겹침,이상없음,2,0,AC,평일,0
29,17,38,2480.5,2020-02-20 10:27:00,2020-02-20 22:59:00,45120,815.7,1233.6,1256.4,31140,7,106127,19880,CARBON,0,1,0,6,86247,15269,1,19880,19880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86247,15269,1,19880,19880,2,누락없음,15060,2/21/2020,주간,목,안겹침,이상없음,6,0,AC,평일,0
30,17,41,600.9,2020-02-25 06:37:00,2020-02-25 07:41:00,3840,524.9,1249.5,1255.5,1260,4,88900,25950,CARBON,0,1,0,2,37000,18500,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37000,18500,2,51900,25950,0,누락없음,3780,2/25/2020,야간,화,안겹침,이상없음,4,0,AC,평일,0
31,17,42,311.5,2020-02-26 07:07:00,2020-02-26 07:35:00,1680,490.6,1251.1,1249.5,2160,3,115010,51600,ALLOY,1,0,0,2,103200,51600,0,0,0,1,11810,11810,0,0,0,0,0,0,0,0,0,0,0,0,2,103200,51600,1,11810,11810,0,누락없음,1620,2/26/2020,주간,수,안겹침,이상없음,4,0,AS,평일,0
32,17,44,276.4,2020-02-27 16:16:00,2020-02-27 16:57:00,2460,842.6,1240.5,1253.2,420,4,106750,31850,ALLOY,1,0,0,3,92050,31850,1,14700,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63700,31850,2,43050,28350,0,누락없음,2400,2/27/2020,야간,목,겹침,이상없음,4,3,AC,평일,0
33,17,43,416.1,2020-02-26 15:10:00,2020-02-26 16:02:00,3120,570.5,1253.2,1251.1,1800,4,143150,51100,ALLOY,1,0,0,3,92050,31850,1,51100,51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,114800,51100,1,28350,28350,1,누락없음,2700,2/27/2020,주간,수,안겹침,이상없음,3,0,AC,평일,0
34,17,46,108.1,2020-02-28 15:26:00,2020-02-28 15:41:00,900,752.3,1246.4,1241.3,420,2,59500,32300,ALLOY,1,0,0,1,32300,32300,1,27200,27200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59500,32300,0,누락없음,840,2/28/2020,야간,금,겹침,이상없음,4,1,AC,평일,0
35,17,45,170.5,2020-02-28 03:45:00,2020-02-28 04:06:00,1260,825.9,1241.3,1240.5,360,4,88010,28350,CARBON,0,1,0,1,28350,28350,3,59660,27200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88010,28350,0,누락없음,1200,2/28/2020,주간,금,겹침,이상없음,4,2,AC,평일,0
36,17,47,4555.1,2020-02-29 21:28:00,2020-03-01 11:08:00,49200,400.1,1253.4,1246.4,70380,5,183250,67500,CARBON,0,1,0,0,0,0,4,161250,67500,1,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,183250,67500,0,누락없음,48120,3/2/2020,주간,토,안겹침,이상없음,2,0,CS,주말,0
37,17,48,212.3,2020-03-02 14:24:00,2020-03-02 14:55:00,1860,663.8,1251.6,1253.4,900,3,140500,67500,CARBON,0,1,0,0,0,0,3,140500,67500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,140500,67500,0,누락없음,1800,3/2/2020,야간,월,겹침,이상없음,5,3,C,평일,0
38,17,49,105.8,2020-03-03 05:56:00,2020-03-03 06:10:00,840,903.5,1244.2,1251.6,300,2,73000,36500,CARBON,0,1,0,0,0,0,2,73000,36500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73000,36500,0,누락없음,780,3/3/2020,주간,화,겹침,이상없음,3,2,C,평일,0
