,가열로번호,cycle,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,이전 종료온도,쉰시간,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,6,1,4996.7,2020-01-03 02:43:00,2020-01-03 10:29:00,27960,500.4,1206.9,1146.0,2940,5,98075,19615,CARBON,0,1,0,0,0,0,5,98075,19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98075,19615,0,누락없음,27600,1/3/2020,야간,금,안겹침,이상없음,5,0,C,평일,0
1,6,3,1411.6,2020-01-10 03:45:00,2020-01-10 05:54:00,7740,760.9,1253.8,1174.7,780,4,48970,16085,CARBON,0,1,0,0,0,0,4,48970,16085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48970,16085,0,누락없음,7560,1/10/2020,야간,금,안겹침,이상없음,4,0,C,평일,0
2,6,5,2865.4,2020-01-14 06:11:00,2020-01-14 10:16:00,14700,494.1,1253.3,1184.7,5640,7,61540,11475,CARBON,0,1,0,2,14800,7400,5,46740,11475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26275,11475,4,35265,10065,0,누락없음,14400,1/14/2020,야간,화,안겹침,이상없음,4,0,AC,평일,0
3,6,6,2989.4,2020-01-15 13:41:00,2020-01-15 17:50:00,14940,424.3,1247.4,1253.3,43680,7,91615,14435,CARBON,0,1,0,0,0,0,6,82395,14435,1,9220,9220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91615,14435,1,누락없음,14700,1/16/2020,주간,수,안겹침,이상없음,7,0,CS,평일,0
4,6,9,1092.5,2020-01-20 23:00:00,2020-01-21 00:31:00,5460,701.3,1249.9,1248.6,660,5,97430,19615,SUS,0,0,1,0,0,0,4,78460,19615,1,18970,18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,97430,19615,0,누락없음,5400,1/21/2020,주간,월,안겹침,이상없음,5,0,CS,평일,0
5,6,10,96.5,2020-01-21 15:01:00,2020-01-21 15:18:00,1020,1041.2,1252.2,1249.9,180,4,78460,19615,CARBON,0,1,0,0,0,0,4,78460,19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78460,19615,0,누락없음,960,1/21/2020,야간,화,겹침,이상없음,5,4,C,평일,0
6,6,12,4479.3,2020-01-30 04:24:00,2020-01-30 11:16:00,24720,446.2,1219.8,1250.7,8520,6,101280,24000,CARBON,0,1,0,2,25720,12860,4,75560,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49720,24000,3,51560,19615,1,누락없음,24180,1/30/2020,야간,목,겹침,이상없음,6,2,AC,평일,0
7,6,13,107.2,2020-01-31 01:39:00,2020-01-31 01:57:00,1080,961.1,1251.6,1219.8,540,2,36330,24000,CARBON,0,1,0,0,0,0,2,36330,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000,24000,1,12330,12330,0,누락없음,1080,1/31/2020,주간,금,겹침,이상없음,6,2,C,평일,0
8,6,15,1933.2,2020-02-05 02:41:00,2020-02-05 05:25:00,9840,503.2,1246.8,1186.3,2400,5,69220,24000,CARBON,0,1,0,0,0,0,4,59220,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000,24000,4,45220,15700,0,강종누락,9660,2/5/2020,야간,수,안겹침,민감누락,8,0,C,평일,0
9,6,16,1657.8,2020-02-06 01:35:00,2020-02-06 04:08:00,9180,511.0,1192.7,1246.8,2520,5,75240,36200,CARBON,0,1,0,0,0,0,5,75240,36200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75240,36200,1,누락없음,8280,2/6/2020,야간,목,겹침,이상없음,5,4,C,평일,0
