,가열로번호,cycle,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,이전 종료온도,쉰시간,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,19,1,1862.8,2020-01-02 20:50:00,2020-01-03 01:32:00,16920,700.8,1248.8,1223.0,10320,3,63700,25950,CARBON,0,1,0,0,0,0,2,51900,25950,1,11800,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63700,25950,0,누락없음,16740,1/3/2020,주간,목,안겹침,이상없음,2,0,CS,평일,0
1,19,2,189.1,2020-01-03 20:22:00,2020-01-03 20:50:00,1680,1104.8,1245.8,1248.8,300,5,92200,25950,SUS,0,0,1,2,28500,14250,2,51900,25950,1,11800,11800,0,0,0,0,0,0,0,0,0,0,0,0,2,28500,14250,3,63700,25950,1,누락없음,1440,1/3/2020,야간,금,겹침,이상없음,3,3,ACS,평일,0
2,19,3,311.3,2020-01-04 05:18:00,2020-01-04 05:52:00,2040,925.5,1246.8,1245.8,720,4,80400,25950,ALLOY,1,0,0,2,28500,14250,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28500,14250,2,51900,25950,1,누락없음,1800,1/4/2020,주간,토,겹침,이상없음,5,4,AC,주말,0
3,19,5,418.6,2020-01-06 15:09:00,2020-01-06 15:40:00,1860,882.9,1248.6,1245.0,1500,6,151250,61100,SUS,0,0,1,0,0,0,4,135070,61100,2,16180,8330,0,0,0,0,0,0,0,0,0,0,0,0,2,113700,61100,4,37550,11150,0,누락없음,1800,1/7/2020,주간,월,안겹침,이상없음,4,0,CS,평일,0
4,19,6,626.1,2020-01-07 18:19:00,2020-01-07 19:07:00,2880,894.8,1246.0,1248.6,1200,7,120750,25000,CARBON,0,1,0,0,0,0,7,120750,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,120750,25000,0,누락없음,2820,1/8/2020,주간,화,안겹침,이상없음,6,0,C,평일,0
5,19,7,492.8,2020-01-08 16:24:00,2020-01-08 17:20:00,3360,962.7,1195.7,1246.0,660,1,13600,13600,CARBON,0,1,0,0,0,0,1,13600,13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13600,13600,0,누락없음,3240,1/9/2020,주간,수,안겹침,이상없음,7,0,C,평일,0
6,19,8,1510.6,2020-01-09 14:24:00,2020-01-09 16:41:00,8220,582.4,1248.4,1195.7,14760,7,124375,30480,ALLOY,1,0,0,5,103150,30480,0,0,0,2,21225,10650,0,0,0,0,0,0,0,0,0,0,0,0,3,42190,20100,4,82185,30480,1,누락없음,7920,1/10/2020,주간,목,안겹침,이상없음,1,0,AS,평일,0
7,19,10,443.7,2020-01-13 21:02:00,2020-01-13 21:48:00,2760,837.0,1247.0,1249.0,11040,3,90795,38895,ALLOY,1,0,0,1,38895,38895,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38895,38895,2,51900,25950,0,누락없음,2640,1/14/2020,주간,월,안겹침,이상없음,4,0,AC,평일,0
8,19,12,124.5,2020-01-15 16:48:00,2020-01-15 17:02:00,840,1163.9,1246.5,1246.3,660,3,111600,49100,CARBON,0,1,0,0,0,0,3,111600,49100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111600,49100,0,0,0,0,누락없음,780,1/15/2020,야간,수,겹침,이상없음,4,2,C,평일,0
9,19,11,303.6,2020-01-14 19:49:00,2020-01-14 20:20:00,1860,951.6,1246.3,1247.0,6600,4,171400,49100,CARBON,0,1,0,0,0,0,4,171400,49100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88200,49100,2,83200,41600,0,누락없음,1800,1/15/2020,주간,화,안겹침,이상없음,3,0,C,평일,0
10,19,14,538.1,2020-01-17 09:09:00,2020-01-17 09:57:00,2880,994.0,1247.1,1249.9,39360,3,137200,60100,CARBON,0,1,0,0,0,0,3,137200,60100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60100,60100,2,77100,41600,0,누락없음,2760,1/17/2020,야간,금,안겹침,이상없음,3,0,C,평일,0
11,19,15,617.8,2020-01-20 09:34:00,2020-01-20 10:41:00,4020,809.6,1250.5,1247.1,10020,1,173703,173703,CARBON,0,1,0,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,2,누락없음,3360,1/20/2020,주간,월,안겹침,이상없음,3,0,C,주말,0
12,19,16,501.9,2020-01-20 18:47:00,2020-01-20 19:48:00,3660,1007.8,1246.8,1250.5,360,3,196720,91370,CARBON,0,1,0,0,0,0,3,196720,91370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34750,34750,2,161970,91370,0,누락없음,3480,1/21/2020,주간,월,안겹침,이상없음,1,0,C,주말,0
13,19,17,126.2,2020-01-21 14:33:00,2020-01-21 14:49:00,960,1084.1,1247.2,1246.8,360,3,193320,91370,CARBON,0,1,0,0,0,0,3,193320,91370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,193320,91370,0,누락없음,900,1/22/2020,주간,화,겹침,이상없음,3,2,C,평일,0
14,19,18,387.1,2020-01-22 11:54:00,2020-01-22 12:27:00,1980,872.1,1246.4,1247.2,1560,3,189735,91370,ALLOY,1,0,0,1,27765,27765,2,161970,91370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27765,27765,2,161970,91370,0,누락없음,1920,1/23/2020,주간,수,겹침,이상없음,3,2,AC,평일,0
15,19,20,401.6,2020-01-30 15:29:00,2020-01-30 16:01:00,1920,861.2,1248.2,1202.1,1140,2,148970,130000,SUS,0,0,1,0,0,0,1,130000,130000,1,18970,18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,148970,130000,0,누락없음,1860,1/31/2020,주간,목,겹침,이상없음,2,1,CS,평일,0
16,19,21,981.9,2020-01-31 18:53:00,2020-01-31 20:06:00,4380,693.7,1247.4,1248.2,3360,6,108090,29820,CARBON,0,1,0,0,0,0,5,78270,22350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22350,22350,5,85740,29820,0,강종누락,4260,2/1/2020,주간,금,안겹침,이상없음,2,0,C,평일,0
17,19,22,118.2,2020-02-01 12:48:00,2020-02-01 13:03:00,900,1084.1,1245.5,1247.4,360,4,55920,19615,CARBON,0,1,0,0,0,0,4,55920,19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55920,19615,0,누락없음,840,2/1/2020,야간,토,겹침,이상없음,6,4,C,주말,0
18,19,23,3796.6,2020-02-02 17:55:00,2020-02-03 01:48:00,28380,503.1,1246.5,1245.5,46620,7,158295,30500,CARBON,0,1,0,0,0,0,7,158295,30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,158295,30500,0,누락없음,27900,2/3/2020,야간,일,겹침,이상없음,4,1,C,주말,0
19,19,24,881.4,2020-02-04 11:32:00,2020-02-04 12:55:00,4980,721.1,1242.4,1246.5,20940,4,182239,96259,CARBON,0,1,0,0,0,0,4,182239,96259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182239,96259,0,누락없음,4740,2/5/2020,주간,화,안겹침,이상없음,7,0,C,평일,0
