순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
5031,P5,2020-04-20,야간,"200324-15007-004
REV.2",001,"02,04,06",가열로4호기,"1526.00 X 0.00 X 261.00
",TW F347H,"50/45 S/N:001
1576 X 306   코깅바소재","가우징후
재투입",SUS,1,4960,1,93.93
5032,P5,2020-04-20,야간,200228-14072-008,001,"02,04,06",가열로6호기,"2732.00 X 1972.00 X 893.10
",SA182F304/F304L,"S/N:001  링밀에서 6호기사용건. (P5작업X)
장입도 정리건",300T,SUS 304,1,23762,1,310.41
5033,P5,2020-04-20,야간,200228-14072-012,001,"02,04,06",가열로6호기,1640.00 X 966.80 X 660.80,SA182F304/F304L,"S/N:001  링밀에서 6호기사용건. (P5작업X)
장입도 정리건",300T,SUS 304,1,8923,1,116.56
5034,P5,2020-04-20,야간,200228-14072-014,001,"02,04,06",가열로6호기,1600.00 X 1045.60 X 506.00,SA182F304/F304L,"S/N:001  링밀에서 6호기사용건. (P5작업X)
장입도 정리건",300T,SUS 304,1,5995,1,78.31
5035,P5,2020-04-20,야간,200316-15008-009,001,"02,04,06",가열로6호기,2257.00 X 1984.00 X 247.00,SA182F304/F304L,"S/N:001  링밀에서 6호기사용건. (P5작업X)
장입도 정리건",300T,SUS 304,1,3492,1,45.62
5036,P5,2020-04-20,야간,200316-15008-011,001,"02,04,06",가열로6호기,2257.00 X 1984.00 X 247.00,SA182F304/F304L,"S/N:001  링밀에서 6호기사용건. (P5작업X)
장입도 정리건",300T,SUS 304,1,2413,1,31.52
5037,P8,2020-04-20,주간,200316-19234-018,"001,002,003,004","16,14",가열로16호기,4300.00 X 3970.00 X 105.00,TWS355,"1143*450*415
30/30/35",SLAB,CARBON,0,2784,4,36.6
5038,P8,2020-04-20,주간,200303-99903-067,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5039,P8,2020-04-20,주간,200303-99903-068,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5040,P8,2020-04-20,주간,200303-99903-069,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5041,P8,2020-04-20,주간,200303-99903-079,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5042,P8,2020-04-20,주간,200303-99903-080,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5043,P8,2020-04-20,주간,200303-99903-081,"001,002","16,14",가열로14호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,2,59.46
5044,P8,2020-04-20,주간,200408-19168-004,"001,002,003,004,005,006,007,008,009,010,011,012","16,14",가열로16호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36",Φ800 R/B,CARBON,0,4775,12,62.78
5045,P8,2020-04-20,주간,200402-19226-003,"001,002,003,004","16,14",가열로14호기,3674.00 X 3306.00 X 120.00,TWS355,"1132*450*375
20/20/20",SLAB,CARBON,0,2458,4,40.6
5046,P8,2020-04-20,주간,200327-15200-011,001,"16,14",가열로14호기,1346.20 X 850.40 X 331.80,TW 350LF2,"1125*450*400
20/20/20",히트확인,CARBON,0,2553,1,42.17
5047,P8,2020-04-20,주간,200327-15200-128,001,"16,14",가열로14호기,1130.00 X 850.40 X 595.80,TW 350LF2,"938*450*685
50/27/38",히트확인,CARBON,0,2792,1,46.12
5048,P8,2020-04-20,주간,"200218-99896-002
<긴급품>","001,002,003,004","16,14",가열로14호기,2300.00 X 1900.00 X 275.00,TW F304L,"1291*450*410
30/30/30","톱절단
Φ800 R/B",SUS 304,0,3670,4,60.62
5049,P8,2020-04-20,야간,200201-19226-185,001,"12,15",가열로12호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20",SLAB,CARBON,0,2870,1,49.39
5050,P8,2020-04-20,야간,200201-19226-186,001,"12,15",가열로12호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20",SLAB,CARBON,0,2870,1,49.39
5051,P8,2020-04-20,야간,200201-19226-187,001,"12,15",가열로12호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20",SLAB,CARBON,0,2870,1,49.39
5052,P8,2020-04-20,야간,200201-19226-188,001,"12,15",가열로12호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20",SLAB,CARBON,0,2870,1,49.39
5053,P8,2020-04-20,야간,200219-19234-001,"001,002,003","12,15",가열로12호기,4529.00 X 4189.00 X 125.00,TWS355,"1207*450*445
35/35/30",SLAB,CARBON,0,3416,3,58.78
5054,P8,2020-04-20,야간,200219-19234-002,"001,002,003","12,15",가열로12호기,4531.00 X 4131.00 X 145.00,TWS355,"1312*450*470
35/35/30",SLAB,CARBON,0,4393,3,75.59
5055,P8,2020-04-20,야간,200219-19234-003,"001,002,003","12,15",가열로12호기,4531.00 X 4131.00 X 145.00,TWS355,"1312*450*470
35/35/30",SLAB,CARBON,0,4393,3,75.59
5056,P8,2020-04-20,야간,"200402-19226-008
시편",001,"12,15",가열로15호기,3950.00 X 3350.00 X 120.00,TWS355,"1332*450*445
25/25/27(시)",SLAB,CARBON,0,4096,1,109.25
5057,P8,2020-04-20,야간,200402-19226-008,"002,003,004,005,006","12,15",가열로15호기,3950.00 X 3350.00 X 120.00,TWS355,"1311*450*440
25/25/20",SLAB,CARBON,0,4096,5,109.25
5058,P8,2020-04-20,야간,"200402-19226-009
시편",001,"12,15",가열로15호기,3668.00 X 3338.00 X 105.00,TWS355,"1086*450*395
25/25/37(시)",SLAB,CARBON,0,2216,1,59.11
5059,P8,2020-04-20,야간,200402-19226-009,"002,003,004,005,006,007,008,009,010,011,012,013,014,015,016","12,15",가열로15호기,3668.00 X 3338.00 X 105.00,TWS355,"1069*450*390
25/25/30",SLAB,CARBON,0,2216,15,59.11
5060,P8,2020-04-20,야간,200408-19168-001,"009,010,011,012","12,15",가열로12호기,3085.00 X 2800.00 X 262.00,TWS355,"1197*450*455
23/23/23",SLAB,CARBON,0,3423,4,58.9
5061,P8,2020-04-20,야간,200303-99903-054,001,"12,15",가열로12호기,4024.00 X 3564.00 X 123.00,TWS355,"1273*450*445
30/30/36(시)",SLAB,CARBON,0,3600,1,61.95
5062,P8,2020-04-20,야간,200303-99903-054,002,"12,15",가열로12호기,4024.00 X 3564.00 X 123.00,TWS355,"1247*450*435
30/30/25",SLAB,CARBON,0,3600,1,61.95
5063,P8,2020-04-20,야간,200324-15007-005,001,"12,15",가열로15호기,1526.00 X 1092.00 X 250.00,TW F11,"1151*450*325
20/40/25",히트확인,ALLOY,0,2176,1,58.04
5064,P8,2020-04-20,야간,200302-19157-008,001,"12,15",가열로15호기,1110.00 X 859.00 X 564.00,TW F22,"917*450*665
35/60/50","열처리예열
Φ800 R/B",ALLOY,0,2546,1,67.91
5065,P8,2020-04-20,야간,200302-19157-009,001,"12,15",가열로15호기,1110.00 X 859.00 X 564.00,TW F22,"917*450*665
35/60/50","열처리예열
Φ800 R/B",ALLOY,0,2546,1,67.91
5066,P15,2020-04-20,주간,200226-19581-001,2,"20,19,18,17",가열로20호기,"1110.00 X 770.00 X 5759.00
",TWS360,"2,3차작업 시방서 참고",20호기,CARBON,1,29350,1,116.4
5067,P15,2020-04-20,주간,200326-15207-004,1,"20,19,18,17",가열로20호기,"1760.00 X 1550.00 X 4428.00
",SNCM420,2차작업  80/80/250,20호기,ALLOY,1,41500,1,164.58
5068,P15,2020-04-20,주간,200212-15226-010,"1,2","20,19,18,17",가열로18호기,"3458.00 X 0.00 X 137.00
",A350LF2,"700T 사용소재 통보 4/17 투입
1차작업",18호기,CARBON,2,15100,2,92.66
5069,P15,2020-04-20,주간,200406-19001-001,1,"20,19,18,17",가열로18호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T  4/17 투입  4/20 야간작업분,18호기,CARBON,1,14370,1,88.18
5070,P15,2020-04-20,주간,200406-19001-002,1,"20,19,18,17",가열로18호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T  4/17 투입  4/20 야간작업분,18호기,CARBON,1,14370,1,88.18
5071,P15,2020-04-20,주간,191225-12005-008,1,"20,19,18,17",가열로18호기,"1460.00 X 720.00 X 1250.00
",SF490V,"1000 R/BLOOM  4/17 투입  잔재 확인
4/20 야간작업분",18호기,CARBON,1,17330,1,106.34
5072,P15,2020-04-20,주간,200313-19042-004,"1,2","20,19,18,17",가열로18호기,"4300.00 X 3625.00 X 245.00
",S355NL,380T  4/17 투입  4/20 야간작업분,18호기,CARBON,2,10270,2,63.02
5073,P15,2020-04-20,주간,200212-15226-008,"1,2","20,19,18,17",가열로19호기,"3684.00 X 0.00 X 248.00
",TWS355,"700T  1차작업  사용소재 통보
4/17 투입  시방서 참고",19호기,CARBON,2,29900,2,73.23
5074,P15,2020-04-20,주간,200228-14072-008,1,"20,19,18,17",가열로19호기,"2732.00 X 1972.00 X 893.10
",F304L,"가우징 완료  4/17 투입
2차작업(황지 마무리)",19호기,SUS 304,1,25750,1,63.07
5075,P15,2020-04-20,주간,200228-14072-009,1,"20,19,18,17",가열로19호기,"2970.00 X 1972.00 X 993.50
",F304L,가우징후 완료 2차작업  4/17 투입  80/80/100  현치수 : OD X 900 X 1100,19호기,SUS 304,1,44000,1,107.77
5076,P15,2020-04-20,주간,200212-15226-010,"3,4","20,19,18,17",가열로17호기,"3458.00 X 0.00 X 137.00
",A350LF2,700T 사용소재 통보  4/20 야간작업분,17호기,CARBON,2,15100,2,70.48
5077,P15,2020-04-20,주간,200420-001,1,"20,19,18,17",가열로17호기," COG
",SFCM880R,"4/17 투입(냉괴) 절단반 COG
첫작업 요청",17호기,,1,38100,1,177.84
5078,P15,2020-04-20,주간,200212-15226-009,"3,4","20,19,18,17",가열로17호기,"3458.00 X 0.00 X 137.00
",A350LF2,2차작업  단조후 외경절단,17호기,CARBON,2,15100,2,70.48
5079,P15,2020-04-20,야간,200406-19001-001,1,"19,18,17,13",가열로18호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T  투입완료,18호기,CARBON,1,14370,1,12.55
5080,P15,2020-04-20,야간,200406-19001-002,1,"19,18,17,13",가열로18호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T  투입완료,18호기,CARBON,1,14370,1,12.55
5081,P15,2020-04-20,야간,191225-12005-008,1,"19,18,17,13",가열로18호기,"1460.00 X 720.00 X 1250.00
",SF490V,1000 R/BLOOM  투입완료,18호기,CARBON,1,17330,1,15.13
5082,P15,2020-04-20,야간,200313-19042-004,"1,2","19,18,17,13",가열로18호기,"4300.00 X 3625.00 X 245.00
",S355NL,380T  투입완료,18호기,CARBON,2,10270,2,8.97
5083,P15,2020-04-20,야간,200212-15226-010,"3,4","19,18,17,13",가열로17호기,"3458.00 X 0.00 X 137.00
",A350LF2,700T  투입완료  1차작업,17호기,CARBON,2,15100,2,73.64
5084,P15,2020-04-20,야간,200212-15226-008,"1,2","19,18,17,13",가열로19호기,"3684.00 X 0.00 X 248.00
",TWS355,"700T  투입완료  1,2차작업
시방서 참고  마무리 전단계까지 작업",17호기,CARBON,2,29900,2,13.77
5085,P15,2020-04-20,야간,200212-15226-010,"3,4","19,18,17,13",가열로18호기,"3458.00 X 0.00 X 137.00
",A350LF2,700T  투입완료  1차작업,17호기,CARBON,2,15100,2,13.19
5086,P15,2020-04-20,야간,191014-19095-003,"9,10,11,12,13,14,15,16,17,18,19,20,21,22,23","19,18,17,13",가열로13호기,"4529.00 X 4189.00 X 110.00
",S355NL,링밀사용,13호기,CARBON,15,3306,15,133.2
5087,P15,2020-04-20,야간,200331-19168-002,"13,14,15,16,17,18,19,20,21,22,23,24","19,18,17,13",가열로13호기,"4529.00 X 4189.00 X 110.00
",S355NL,링밀사용,13호기,CARBON,12,1817,12,73.21
5088,P15,2020-04-20,야간,200326-15207-004,1,"19,18,17,13",가열로19호기,"1760.00 X 1550.00 X 4428.00
",SNCM420,4/21 주간작업분,20호기,ALLOY,1,41500,1,19.11
5089,P5,2020-04-21,주간,"200302-19157-006
2/2차작업",001,"03,05",가열로3호기,"981.00 X 859.00 X 1250.00
",TW F22,"60/100/80 S/N:001
844*450*1370  PIPE=황지","4/20 P5야
1차작업분",ALLOY,1,4560,1,43.72
5090,P5,2020-04-21,주간,200316-15008-001,001,"03,05",가열로5호기,"2709.00 X 2402.40 X 334.00
",TW F304L,"40/40/160 S/N:001
1337*450*620","톱절단
Φ800 R/B",SUS 304,1,6490,1,174.35
5091,P5,2020-04-21,주간,200316-15008-002,001,"03,05",가열로5호기,"2660.00 X 2402.40 X 587.70
",TW F304L,"40/40/160 S/N:001
1316*500*865","톱절단
Φ800 R/B",SUS 304,1,8460,1,227.28
5092,P5,2020-04-21,주간,200316-15008-004,001,"03,05",가열로5호기,"2709.00 X 2402.40 X 334.00
",TW F304L,"40/40/160 S/N:001
1337*450*620","톱절단
Φ800 R/B",SUS 304,1,6490,1,174.35
5093,P5,2020-04-21,주간,200316-15008-005,001,"03,05",가열로5호기,"2660.00 X 2402.40 X 587.70
",TW F304L,"40/40/160 S/N:001
1316*500*865","톱절단
Φ800 R/B",SUS 304,1,8460,1,227.28
5094,P5,2020-04-21,주간,200311-19133-001,001,"03,05",가열로5호기,"2456.00 X 1647.54 X 210.00
",TW F91,"71/40/30 S/N:001-002 정H/R 동시작업
1610*450*385","톱절단
Φ600 R/B",ALLOY,2,6010,1,161.46
5095,P5,2020-04-21,주간,200311-19133-003,001,"03,05",가열로5호기,"2456.00 X 1647.54 X 210.00
",TW F91,"71/40/30 S/N:001-002 정H/R 동시작업
1610*450*385","톱절단
Φ600 R/B",ALLOY,2,6010,1,161.46
5096,P5,2020-04-21,주간,200203-19035-001,"001,002","03,05",가열로3호기,"2685.00 X 2315.54 X 402.00
",TW 350LF2,"30/30/358.23  S/N:001-002
1470*500*860  시방서참고","400T
히트확인",CARBON,2,10730,2,102.89
5097,P5,2020-04-21,주간,200305-15133-008,"001,002","03,05",가열로3호기,"1569.00 X 350.00 X 516.00
",TW 350LF2,"55/150/40 S/N:001-002
1624 X 200 X 556  제품작업","400T
히트확인",CARBON,2,9310,2,89.27
5098,P5,2020-04-21,주간,190618-17720-054,001,"03,05",가열로3호기,"2090.00 X 0.00 X 153.00
",TW 350LF2,"50/35 S/N:001
2140 X 188  1차,2차작업","300T
SLAB",CARBON,1,5560,1,53.31
5099,P5,2020-04-21,주간,가열로다이,"001,002","03,05",가열로3호기,"SQ(450 X 450 X 6100)
",C-STEEL,R/M사용  (13호기용),"R/B 테일부
및 압탕",,2,10000,2,95.89
5100,P5,2020-04-21,야간,"191127-19929-001
2/2차작업",002,"01,02,04",가열로2호기,"1556.00 X 1342.00 X 1122.00
",TW F304L,"60/60/60 S/N:002  재제작건
1094*500*1240   PIPE=황지 (3차작업)","4/20 P5주
2차작업분",SUS 304,1,7800,1,96.67
5101,P5,2020-04-21,야간,"200212-15045-004
1/2차작업","002,003,004,005","01,02,04",가열로4호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:002-005 CROSS HEAD
시방서참고   2번 작업","열처리예열
300T",CARBON,4,10980,4,115.05
5102,P5,2020-04-21,야간,200323-14059-002,001,"01,02,04",가열로1호기,"4672.00 X 4354.60 X 300.00
",TW SNCM439 R,"40/60/45 S/N:001
1594*500*575","열처리 예열
COGBAR",ALLOY,1,8590,1,137.72
5103,P5,2020-04-21,야간,200116-19476-001,"001,002,003,004,005,006,007","01,02,04",가열로2호기,"4310.00 X 3690.00 X 150.00
",TWS355,"30/30/25 S/N:001-007
1490*450*475","300T
SLAB",CARBON,7,6260,7,77.58
5104,P5,2020-04-21,야간,200323-19581-002,"001,002","01,02,04",가열로2호기,"980.00 X 524.00 X 840.00
",TWS355,"60/174/60 S/N:001-002
1040 X 350 X 900   500T->1500T->제품","R/BLOOM
Φ800",CARBON,2,5650,2,70.02
5105,P5,2020-04-21,야간,가열로다이,"001,002","01,02,04",가열로1호기,"SQ(450 X 450 X 4800)
",C-STEEL,R/M사용,"R/B 테일부
및 압탕",,2,8000,2,128.26
5106,P8,2020-04-21,주간,200201-19226-179,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5107,P8,2020-04-21,주간,200201-19226-180,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5108,P8,2020-04-21,주간,200201-19226-181,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5109,P8,2020-04-21,주간,200201-19226-182,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5110,P8,2020-04-21,주간,200201-19226-183,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5111,P8,2020-04-21,주간,200201-19226-184,001,"16,14",가열로14호기,2316.00 X 2070.00 X 370.00,TWS355,"1120*450*470
20/20/20","SLAB
절단완료",CARBON,0,2870,1,52.71
5112,P8,2020-04-21,주간,200316-19234-014,"001,002,003,004","16,14",가열로16호기,3085.00 X 2800.00 X 261.50,TWS355,"1205*450*455
25/25/25",SLAB,CARBON,0,3482,4,39.27
5113,P8,2020-04-21,주간,200312-99914-024,"001,002,003,004,005,006","16,14",가열로16호기,4300.00 X 3850.00 X 150.00,TWS355,"1377*450*455
30/30/35",SLAB,CARBON,0,4741,6,53.46
5114,P8,2020-04-21,주간,200312-99914-027,"001,002,003","16,14",가열로14호기,4300.00 X 3810.00 X 150.00,TWS355,"1428*450*450
30/30/35",SLAB,CARBON,0,5088,3,93.44
5115,P8,2020-04-21,주간,200303-99903-076,"001,002","16,14",가열로14호기,4017.00 X 3747.00 X 98.00,TWS355,"1053*450*385
30/30/35",SLAB,CARBON,0,2101,2,38.58
5116,P8,2020-04-21,주간,200303-99903-077,"001,002","16,14",가열로14호기,4017.00 X 3747.00 X 98.00,TWS355,"1053*450*385
30/30/35",SLAB,CARBON,0,2101,2,38.58
5117,P8,2020-04-21,주간,200303-99903-078,"001,002","16,14",가열로14호기,4017.00 X 3747.00 X 98.00,TWS355,"1053*450*385
30/30/35",SLAB,CARBON,0,2101,2,38.58
5118,P8,2020-04-21,주간,200402-19226-005,"001,002,003","16,14",가열로16호기,3980.00 X 3320.00 X 130.00,S355NL,"1377*450*460
25/25/20",Φ800 R/B,CARBON,0,4793,3,54.05
5119,P8,2020-04-21,주간,200402-19226-004,"001,002,003,004","16,14",가열로14호기,3665.00 X 3325.00 X 95.00,TWS355,"1081*450*360
25/25/30",SLAB,CARBON,0,2101,4,38.58
5120,P8,2020-04-21,주간,200402-19226-006,"001,002,003,004,005,006","16,14",가열로16호기,3669.00 X 3315.00 X 110.00,TWS355,"1098*450*400
25/25/30",SLAB,CARBON,0,2435,6,27.46
5121,P8,2020-04-21,주간,"200402-19226-007
시편",001,"16,14",가열로14호기,3364.00 X 3068.00 X 95.00,TWS355,"1020*450*360
25/25/37(시)",SLAB,CARBON,0,1715,1,31.49
5122,P8,2020-04-21,주간,200402-19226-007,"002,003,004,005,006","16,14",가열로14호기,3364.00 X 3068.00 X 95.00,TWS355,"1005*450*355
25/25/30",SLAB,CARBON,0,1715,5,31.49
5123,P8,2020-04-21,야간,200312-99914-021,"001,002,003,004,005,006","12,15",가열로12호기,3075.00 X 2800.00 X 270.00,TWS355,"1204*450*455
25/25/25",SLAB,CARBON,0,3473,6,44.98
5124,P8,2020-04-21,야간,200312-99914-022,"001,002,003,004,005,006","12,15",가열로12호기,4300.00 X 3985.00 X 120.00,TWS355,"1167*450*425
30/30/35",SLAB,CARBON,0,2969,6,38.45
5125,P8,2020-04-21,야간,200312-99914-023,"001,002,003,004,005,006","12,15",가열로12호기,4300.00 X 3985.00 X 120.00,TWS355,"1167*450*425
30/30/35",SLAB,CARBON,0,2969,6,38.45
5126,P8,2020-04-21,야간,200312-99914-025,"001,002,003,004,005,006","12,15",가열로15호기,4300.00 X 3850.00 X 150.00,TWS355,"1377*450*455
30/30/35",SLAB,CARBON,0,4741,6,87.02
5127,P8,2020-04-21,야간,200402-19226-008,"007,008","12,15",가열로12호기,3950.00 X 3350.00 X 120.00,TWS355,"1311*450*440
25/25/20",SLAB,CARBON,0,4096,2,53.05
5128,P8,2020-04-21,야간,200402-19226-002,"001,002","12,15",가열로15호기,3684.00 X 3240.00 X 170.00,TWS355,"1326*450*415
20/20/20",SLAB,CARBON,0,3926,2,72.06
5129,P8,2020-04-21,야간,"200402-19226-010
시편",001,"12,15",가열로15호기,3364.00 X 3048.00 X 85.00,TWS355,"1015*450*355
25/25/37(시)",SLAB,CARBON,0,1664,1,30.54
5130,P8,2020-04-21,야간,200402-19226-010,"002,003,004,005,006,007,008,009,010,011,012,013,014,015,016","12,15",가열로15호기,3364.00 X 3048.00 X 85.00,TWS355,"999*450*350
25/25/30",SLAB,CARBON,0,1664,15,30.54
5131,P15,2020-04-21,주간,200326-15207-004,1,"20,19,13",가열로19호기,"1760.00 X 1550.00 X 4428.00
",SNCM420,"3차작업(마무리)   80/80/250
단조후 절단반 이동",20호기,ALLOY,1,41500,1,19.11
5132,P15,2020-04-21,주간,200212-15226-010,"3,4","20,19,13",가열로20호기,"3458.00 X 0.00 X 137.00
",A350LF2,2차작업 단조후 외경절단,20호기,CARBON,2,15100,2,53.25
5133,P15,2020-04-21,주간,200212-15226-008,"3,4","20,19,13",가열로13호기,"3684.00 X 0.00 X 248.00
",TWS355,"600T  1차작업 4/21 야간작업분
사용소재 통보 ",13호기,CARBON,2,29900,2,64.59
5134,P15,2020-04-21,주간,200228-19503-003,"1,2","20,19,13",가열로13호기,"1060.00 X 0.00 X 7330.00
",S45C,"4/20 18시 입고예정(열괴)  시방서 참고
1차작업",13호기,CARBON,2,27850,2,60.17
5135,P15,2020-04-21,주간,200228-19503-006,"1,2","20,19,13",가열로13호기,"1060.00 X 0.00 X 7330.00
",S45C,"4/20 18시 입고예정(열괴)  시방서 참고
1차작업",13호기,CARBON,2,27850,2,60.17
5136,P15,2020-04-21,주간,191021-19133-003,1,"20,19,13",가열로20호기,"5500.00 X 4700.00 X 400.00
",SFCM880R,코깅바 사용(200420-001)  1차작업,19호기,ALLOY,1,30480,1,107.48
5137,P15,2020-04-21,주간,200406-19001-003,1,"20,19,13",가열로20호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T,19호기,CARBON,1,14370,1,50.67
5138,P15,2020-04-21,주간,200406-19001-004,1,"20,19,13",가열로20호기,"6500.00 X 5870.00 X 195.00
",S355NL,380T,19호기,CARBON,1,14370,1,50.67
5139,P15,2020-04-21,주간,200212-15226-008,"1,2","20,19,13",가열로19호기,"3684.00 X 0.00 X 248.00
",TWS355,"3차작업(마무리) 단조후 외경절단
시방서 참고  자리 비워 둘 것",19호기,CARBON,2,29900,2,13.77
5140,P15,2020-04-21,야간,200204-19411-042,"1,2,3,4","17,13,06",가열로6호기,"6000.00 X 5354.00 X 199.00
",S355NL,1000 R/BLOOM  TEST건,6호기,CARBON,4,12555,4,149.31
5141,P15,2020-04-21,야간,191021-19133-003,1,"17,13,06",가열로17호기,"5500.00 X 4700.00 X 400.00
",SFCM880R,2차작업  자리 비워 둘 것,17호기,ALLOY,1,30480,1,67.59
5142,P15,2020-04-21,야간,200212-15226-008,"5,6","17,13,06",가열로17호기,"3684.00 X 0.00 X 248.00
",TWS355,"700T  1차작업  사용소재 통보
시방서 참고  절단완료",17호기,CARBON,2,29900,2,66.3
5143,P15,2020-04-21,야간,200212-15226-008,"3,4","17,13,06",가열로13호기,"3684.00 X 0.00 X 248.00
",TWS355,600T  투입완료  1차작업,13호기,CARBON,2,29900,2,33.52
5144,P15,2020-04-21,야간,200228-19503-003,"1,2","17,13,06",가열로13호기,"1060.00 X 0.00 X 7330.00
",S45C,2차작업 시방서 참고,13호기,CARBON,2,27850,2,31.22
5145,P5,2020-04-22,주간,"200212-15045-004
2/2차작업","002,003,004,005","03,05",가열로3호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:002-005 CROSS HEAD
시방서참고","4/21 P5야
1차작업분",CARBON,4,10980,4,57.49
5146,P5,2020-04-22,주간,"190918-12321-027
1/2차작업",001,"03,05",가열로3호기,"750.00 X 0.00 X 2067.00
",TW 350LF2,S/N:001 시방서참고 PINTLE,"400T
히트확인",CARBON,1,9840,1,51.52
5147,P5,2020-04-22,주간,"200318-19569-002
1/2차작업","001,002","03,05",가열로3호기,"806.45SQ X 1012.83SQ X 1270.00T
",TW 350LF2,"60/70/150 S/N:001-002  도면참고
866.45SQ X 1082.83SQ X 1420T","400T
히트확인",CARBON,2,11190,2,58.59
5148,P5,2020-04-22,주간,"191101-17035-002
1/2차작업","001,002","03,05",가열로5호기,"670.00 X 435.00 X 2400.00
",TW S360,"S/N:001-002 시방서참고 R/TRUNK
380T/BAR   펀치작업","Φ1000 R/B
히트확인",CARBON,2,7550,2,95.07
5149,P5,2020-04-22,주간,200123-17035-006,001,"03,05",가열로5호기,"1320.00 X 648.00 X 1125.00
",TW SF490V,"60/198/65 S/N:001
1380 X 450 X 1190  1차,2차작업","히트확인
Φ1000 R/B",CARBON,1,13070,1,164.59
5150,P5,2020-04-22,주간,190618-17720-058,001,"03,05",가열로5호기,"2140.00 X 0.00 X 153.00
",TW 350LF2,"50/35 S/N:001
2190 X 188  1차.2차작업","300T
히트확인",CARBON,1,5810,1,73.16
5151,P5,2020-04-22,주간,190618-17720-064,001,"03,05",가열로5호기,"2200.00 X 0.00 X 159.00
",TW 350LF2,"50/35 S/N:001
2250 X 194  1차,2차작업","300T
히트확인",CARBON,1,6330,1,79.71
5152,P5,2020-04-22,주간,200312-99914-036,"001,002","03,05",가열로5호기,"4300.00 X 3810.00 X 150.00
",TWS355,"30/30/35 S/N:001-002
1432*450*450","300T
SLAB",CARBON,2,5430,2,68.38
5153,P5,2020-04-22,야간,"190918-12321-027
2/2차작업",001,"02,04",가열로4호기,"750.00 X 0.00 X 2067.00
",TW 350LF2,S/N:001 시방서참고 PINTLE,"4/22 P5주
1차작업분",CARBON,1,9840,1,93.59
5154,P5,2020-04-22,야간,"191101-17035-002
2/2차작업",001,"02,04",가열로4호기,"670.00 X 435.00 X 2400.00
",TW S360,"S/N:001 시방서참고 R/TRUNK
380T/BAR ","4/22 P5주
1차작업분",CARBON,1,7550,1,71.81
5155,P5,2020-04-22,야간,200204-19411-044,"001,002,003,004","02,04",가열로4호기,"6000.00 X 5500.00 X 122.00
",TWS355,"40/40/35 S/N:001-004
1432*450*570  단조비 확보.","R/BLOOM
Φ800",CARBON,4,6880,4,65.43
5156,P5,2020-04-22,야간,200312-99914-036,"003,004,005,006","02,04",가열로2호기,"4300.00 X 3810.00 X 150.00
",TWS355,"30/30/35 S/N:003-006
1432*450*450","300T
SLAB",CARBON,4,5430,4,86.28
5157,P5,2020-04-22,야간,200326-19234-001,"001,002,003,004,005,006,007","02,04",가열로2호기,"3268.00 X 3010.00 X 400.00
",TWS355,"25/25/25 S/N:001-007
1282*450*570","300T
SLAB",CARBON,7,5390,7,85.64
