순번,프레스명,작업일자,주/야간,가열로명,소재개수,중량(kg),최대중량(kg),최소홀딩시간,최대홀딩시간,시작온도,가열시작일시,가열종료일시,종료온도,소요시간(분),총가스사용량,단위가스사용량(사용량/중량)
2930,프레스(P15000),2020-07-16,주간,가열로18호기,4,142400,66600,6,6,-,2020-07-16 02:20,2020-07-16 15:55,-,815,3122.6,21.9
2931,프레스(P15000),2020-07-16,주간,가열로19호기,3,164420,78000,15,15,-,2020-07-15 20:16,2020-07-16 18:14,-,1318,4194.5,25.5
2932,프레스(P15000),2020-07-16,주간,가열로20호기,4,111200,39800,12,12,-,2020-07-15 14:23,2020-07-16 11:21,-,1258,5693.3,51.2
2933,프레스(P15000),2020-07-16,야간,가열로20호기,3,109740,39800,6,6,-,2020-07-16 11:24,2020-07-17 04:47,-,1043,3622.5,33
2934,프레스(P5000),2020-07-17,야간,가열로2호기,11,73310,7810,12,13,-,2020-07-17 06:21,2020-07-18 05:14,-,1373,4947.7,67.5
2935,프레스(P5000),2020-07-17,야간,가열로3호기,9,81130,10930,12,13,-,2020-07-17 02:20,2020-07-18 01:25,-,1385,5381.5,66.3
2936,프레스(P5000),2020-07-17,주간,가열로4호기,10,79870,10930,12,12,-,2020-07-16 18:50,2020-07-17 19:00,-,1450,4954.3,62
2937,프레스(P5000),2020-07-17,주간,가열로5호기,5,34750,7550,12,12,-,2020-07-16 15:30,2020-07-17 11:15,-,1185,5388.3,155.1
2938,프레스(P15000),2020-07-17,야간,가열로6호기,5,86240,25450,12,12,-,2020-07-17 05:49,2020-07-18 01:47,-,1198,5285.3,61.3
2939,링밀(R/M 9500),2020-07-17,주간,가열로7호기,17,51830,3430,4,10,-,2020-07-17 01:30,2020-07-17 17:13,-,943,1410.3,27.2
2940,링밀(R/M 9500),2020-07-17,야간,가열로7호기,7,38290,7660,4,10,-,2020-07-17 17:13,2020-07-17 23:33,-,380,550.2,14.4
2941,프레스(P8000),2020-07-17,야간,가열로9호기,14,58782,4873,7.5,7.5,-,2020-07-17 00:05,2020-07-18 00:00,-,1435,-,0
2942,링밀(R/M 9500),2020-07-17,주간,가열로10호기,19,63310,6240,4,10,-,2020-07-16 21:58,2020-07-17 11:24,-,806,1119.7,17.7
2943,링밀(R/M 9500),2020-07-17,야간,가열로10호기,12,77250,7660,4,10,-,2020-07-17 11:25,2020-07-18 02:36,-,911,1332.9,17.3
2944,링밀(R/M 9500),2020-07-17,주간,가열로11호기,14,58810,5170,4,10,-,2020-07-17 07:00,2020-07-17 18:31,-,691,1027.3,17.5
2945,링밀(R/M 9500),2020-07-17,야간,가열로11호기,5,15310,4030,4,10,-,2020-07-17 18:31,2020-07-18 04:28,-,597,620.8,40.5
2946,링밀(R/M 9500),2020-07-17,주간,가열로12호기,1,10690,10690,4,10,-,2020-07-17 01:59,2020-07-17 16:56,-,897,1126.6,105.4
2947,링밀(R/M 9500),2020-07-17,야간,가열로12호기,12,60020,7660,4,10,-,2020-07-17 16:58,2020-07-17 22:23,-,325,480.9,8
2948,프레스(P8000),2020-07-17,주간,가열로14호기,16,65516,4284,7.5,7.5,-,2020-07-16 19:45,2020-07-17 18:52,-,1387,3405.2,52
2949,프레스(P8000),2020-07-17,야간,가열로15호기,13,65427,4748,7.5,7.5,-,2020-07-17 06:31,2020-07-18 03:05,-,1234,3306.5,50.5
2950,프레스(P8000),2020-07-17,주간,가열로16호기,17,75890,4873,7.5,7.5,-,2020-07-16 13:42,2020-07-17 13:47,-,1445,3378.5,44.5
2951,프레스(P15000),2020-07-17,주간,가열로17호기,2,162214,105934,24,24,-,2020-07-17 01:53,2020-07-17 18:40,-,1007,2763.6,17
2952,프레스(P15000),2020-07-17,주간,가열로18호기,3,135340,66600,18,18,-,2020-07-16 15:58,2020-07-17 15:46,-,1428,3454,25.5
2953,프레스(P15000),2020-07-17,주간,가열로19호기,3,99380,78000,8,8,-,2020-07-16 18:18,2020-07-17 14:23,-,1205,4097.5,41.2
2954,프레스(P15000),2020-07-17,야간,가열로19호기,2,21380,10690,10,10,-,2020-07-17 14:25,2020-07-18 05:54,-,929,2827.5,132.2
2955,프레스(P15000),2020-07-17,야간,가열로20호기,7,174000,39800,12,12,-,2020-07-17 05:19,2020-07-18 05:17,-,1438,6615.3,38
2956,프레스(P5000),2020-07-20,야간,가열로1호기,7,44940,6420,12,13,-,2020-07-18 07:25,2020-07-21 06:15,-,4250,6432.8,143.1
2957,프레스(P5000),2020-07-20,주간,가열로4호기,10,62920,7810,12,13,-,2020-07-18 07:27,2020-07-20 11:33,-,3126,6773,107.6
2958,프레스(P5000),2020-07-20,주간,가열로5호기,3,22420,8000,12,13,-,2020-07-18 07:27,2020-07-20 20:14,-,3647,8147.2,363.4
2959,프레스(P15000),2020-07-20,야간,가열로6호기,6,94785,25450,12,12,-,2020-07-18 07:05,2020-07-21 01:00,-,3955,11211.7,118.3
2960,링밀(R/M 9500),2020-07-20,주간,가열로7호기,4,55490,23420,4,10,-,2020-07-19 07:00,2020-07-20 23:27,-,2427,3667.7,66.1
2961,프레스(P15000),2020-07-20,주간,가열로8호기,2,28600,14300,6,6,-,2020-07-19 00:00,2020-07-20 09:03,-,1983,-,0
2962,링밀(R/M 9500),2020-07-20,주간,가열로8호기,4,55700,14300,4,10,-,2020-07-18 07:17,2020-07-20 11:34,-,3137,3600.5,64.6
2963,링밀(R/M 9500),2020-07-20,야간,가열로8호기,15,70870,5370,4,10,-,2020-07-20 11:37,2020-07-20 21:49,-,612,1142.7,16.1
2964,링밀(R/M 9500),2020-07-20,주간,가열로9호기,8,70200,9130,4,10,-,2020-07-19 04:34,2020-07-20 14:15,-,2021,5385,76.7
2965,링밀(R/M 9500),2020-07-20,야간,가열로9호기,8,69960,9680,4,10,-,2020-07-20 14:22,2020-07-21 05:43,-,921,2776,39.7
2966,링밀(R/M 9500),2020-07-20,주간,가열로10호기,11,73310,7810,4,10,-,2020-07-19 00:57,2020-07-20 14:53,-,2276,2656.5,36.2
2967,링밀(R/M 9500),2020-07-20,야간,가열로10호기,18,44660,2970,4,10,-,2020-07-20 14:53,2020-07-21 02:03,-,670,1797.4,40.2
2968,링밀(R/M 9500),2020-07-20,주간,가열로11호기,4,69880,21940,4,10,-,2020-07-18 06:35,2020-07-20 14:41,-,3366,2470.4,35.4
2969,링밀(R/M 9500),2020-07-20,야간,가열로11호기,2,49550,25450,4,10,-,2020-07-20 14:43,2020-07-21 02:29,-,706,1035.9,20.9
2970,프레스(P8000),2020-07-20,주간,가열로12호기,13,66289,5067,7.5,7.5,-,2020-07-19 03:07,2020-07-20 13:04,-,2037,4255.1,64.2
2971,링밀(R/M 9500),2020-07-20,주간,가열로13호기,1,56280,56280,4,10,-,2020-07-18 07:02,2020-07-20 11:44,-,3162,11205.1,199.1
2972,프레스(P8000),2020-07-20,야간,가열로14호기,13,80503,6220,7.5,7.5,-,2020-07-18 06:51,2020-07-21 06:21,-,4290,5539.2,68.8
2973,프레스(P8000),2020-07-20,주간,가열로15호기,19,45779,2760,7.5,7.5,-,2020-07-18 07:16,2020-07-20 18:47,-,3571,4535.8,99.1
2974,프레스(P8000),2020-07-20,야간,가열로16호기,17,57688,4284,7.5,7.5,-,2020-07-18 22:48,2020-07-20 22:58,-,2890,4684.1,81.2
2975,프레스(P15000),2020-07-20,주간,가열로17호기,6,89620,25450,12,13,-,2020-07-19 10:29,2020-07-20 13:21,-,1612,7122.4,79.5
2976,프레스(P15000),2020-07-20,주간,가열로18호기,3,94040,32000,12,12,-,2020-07-18 07:00,2020-07-20 18:02,-,3542,8215.5,87.4
2977,프레스(P15000),2020-07-20,주간,가열로19호기,6,175200,56280,15,15,-,2020-07-19 11:10,2020-07-20 14:57,-,1667,8253.7,47.1
2978,프레스(P15000),2020-07-20,야간,가열로19호기,4,101270,31900,6,6,-,2020-07-20 14:59,2020-07-21 06:10,-,911,3438.7,34
2979,프레스(P15000),2020-07-20,야간,가열로20호기,6,113005,32000,6,6,-,2020-07-18 07:00,2020-07-21 01:32,-,3992,5914.5,52.3
2980,프레스(P5000),2020-07-21,야간,가열로1호기,6,36580,7760,12,13,-,2020-07-21 06:22,2020-07-22 06:23,-,1441,2706.3,74
2981,프레스(P5000),2020-07-21,야간,가열로2호기,8,88000,11000,12,13,-,2020-07-21 00:28,2020-07-22 01:04,-,1476,7564.1,86
2982,프레스(P5000),2020-07-21,주간,가열로4호기,7,102200,14600,12,13,-,2020-07-20 12:56,2020-07-21 16:36,-,1660,5266.1,51.5
2983,프레스(P5000),2020-07-21,주간,가열로5호기,7,40250,7550,12,13,-,2020-07-20 20:30,2020-07-21 19:23,-,1373,4367.1,108.5
2984,프레스(P15000),2020-07-21,야간,가열로6호기,6,81785,15635,12,12,-,2020-07-21 06:15,2020-07-22 01:40,-,1165,6718.1,82.1
2985,링밀(R/M 9500),2020-07-21,주간,가열로7호기,13,94210,9470,4,10,-,2020-07-20 23:29,2020-07-21 19:07,-,1178,1672.7,17.8
2986,링밀(R/M 9500),2020-07-21,야간,가열로7호기,6,52755,10035,4,10,-,2020-07-21 19:10,2020-07-22 03:59,-,529,649.5,12.3
2987,링밀(R/M 9500),2020-07-21,주간,가열로8호기,21,75510,5540,4,10,-,2020-07-20 21:51,2020-07-21 10:30,-,759,1215.2,16.1
2988,링밀(R/M 9500),2020-07-21,야간,가열로8호기,18,64740,5260,4,10,-,2020-07-21 10:37,2020-07-21 22:27,-,710,1198.6,18.5
2989,링밀(R/M 9500),2020-07-21,주간,가열로9호기,2,39230,19615,4,10,-,2020-07-21 05:44,2020-07-21 11:37,-,353,874.9,22.3
2990,링밀(R/M 9500),2020-07-21,야간,가열로9호기,1,25450,25450,4,10,-,2020-07-21 11:37,2020-07-22 02:25,-,888,2313.9,90.9
2991,링밀(R/M 9500),2020-07-21,주간,가열로10호기,2,50900,25450,4,10,-,2020-07-21 02:08,2020-07-21 14:38,-,750,1849.6,36.3
2992,링밀(R/M 9500),2020-07-21,야간,가열로10호기,3,58845,19615,4,10,-,2020-07-21 14:41,2020-07-22 05:38,-,897,1885.5,32
2993,링밀(R/M 9500),2020-07-21,주간,가열로11호기,2,39230,19615,4,10,-,2020-07-21 02:29,2020-07-21 15:04,-,755,697.5,17.8
2994,링밀(R/M 9500),2020-07-21,야간,가열로11호기,15,70560,5260,4,10,-,2020-07-21 15:06,2020-07-22 01:44,-,638,744,10.5
2995,프레스(P8000),2020-07-21,주간,가열로12호기,18,63996,4748,7.5,7.5,-,2020-07-20 13:11,2020-07-21 11:41,-,1350,2804.9,43.8
2996,프레스(P8000),2020-07-21,야간,가열로14호기,15,65478,5794,7.5,7.5,-,2020-07-21 06:45,2020-07-22 06:21,-,1416,3346,51.1
2997,프레스(P8000),2020-07-21,주간,가열로15호기,15,69853,4873,7.5,7.5,-,2020-07-20 19:04,2020-07-21 18:48,-,1424,3521.1,50.4
2998,프레스(P8000),2020-07-21,야간,가열로16호기,16,74336,5898,7.5,7.5,-,2020-07-20 23:21,2020-07-21 23:14,-,1433,3491.5,47
2999,프레스(P15000),2020-07-21,주간,가열로17호기,8,181345,38600,12,12,-,2020-07-20 16:32,2020-07-21 14:33,-,1321,7326.6,40.4
3000,프레스(P15000),2020-07-21,야간,가열로17호기,5,122500,38600,15,15,-,2020-07-21 14:35,2020-07-22 05:27,-,892,3230.5,26.4
3001,프레스(P15000),2020-07-21,주간,가열로18호기,4,197079,110879,18,18,-,2020-07-20 18:09,2020-07-21 18:04,-,1435,6065,30.8
3002,프레스(P15000),2020-07-21,주간,가열로20호기,5,87555,32000,10,10,-,2020-07-21 01:32,2020-07-21 16:37,-,905,4098.6,46.8
3003,프레스(P5000),2020-07-22,야간,가열로1호기,10,71480,7660,12,13,-,2020-07-22 07:10,2020-07-23 06:23,-,1393,3572.2,50
3004,프레스(P5000),2020-07-22,야간,가열로2호기,8,78696,9837,12,13,-,2020-07-22 06:50,2020-07-22 23:32,-,1002,4292.1,54.5
3005,프레스(P15000),2020-07-22,야간,가열로3호기,2,42700,21350,6,6,-,2020-07-22 09:05,2020-07-22 21:29,-,744,3905,91.5
3006,프레스(P5000),2020-07-22,주간,가열로4호기,7,38070,7760,12,13,-,2020-07-21 19:09,2020-07-22 15:29,-,1220,4171.1,109.6
3007,프레스(P5000),2020-07-22,주간,가열로5호기,7,94360,13480,12,13,-,2020-07-21 19:44,2020-07-22 18:45,-,1381,4830.5,51.2
3008,프레스(P15000),2020-07-22,야간,가열로6호기,6,80280,16085,12,12,-,2020-07-22 02:45,2020-07-23 06:06,-,1641,8149.3,101.5
3009,링밀(R/M 9500),2020-07-22,주간,가열로7호기,17,79170,6650,4,10,-,2020-07-22 04:05,2020-07-22 14:19,-,614,1188.7,15
3010,링밀(R/M 9500),2020-07-22,야간,가열로7호기,12,69470,6580,4,10,-,2020-07-22 14:19,2020-07-23 01:36,-,677,1054.1,15.2
3011,링밀(R/M 9500),2020-07-22,주간,가열로8호기,16,74700,6240,4,10,-,2020-07-21 22:33,2020-07-22 10:49,-,736,1144.7,15.3
3012,링밀(R/M 9500),2020-07-22,야간,가열로8호기,12,64440,5370,4,10,-,2020-07-22 10:49,2020-07-23 02:34,-,945,1529.7,23.7
3013,링밀(R/M 9500),2020-07-22,주간,가열로9호기,4,52000,13000,4,10,-,2020-07-22 02:34,2020-07-22 15:34,-,780,2020.7,38.9
3014,링밀(R/M 9500),2020-07-22,야간,가열로9호기,2,35265,19615,4,10,-,2020-07-22 15:35,2020-07-22 23:05,-,450,1161.4,32.9
3015,링밀(R/M 9500),2020-07-22,주간,가열로10호기,8,40320,5040,4,10,-,2020-07-22 05:39,2020-07-22 18:47,-,788,1760.2,43.7
3016,링밀(R/M 9500),2020-07-22,주간,가열로11호기,12,57520,5260,4,10,-,2020-07-22 01:49,2020-07-22 17:04,-,915,1861.3,32.4
3017,링밀(R/M 9500),2020-07-22,야간,가열로11호기,5,22580,5260,4,10,-,2020-07-22 20:07,2020-07-23 06:04,-,597,752,33.3
3018,프레스(P8000),2020-07-22,주간,가열로12호기,12,64452,5067,7.5,7.5,-,2020-07-21 11:50,2020-07-22 11:40,-,1430,2739.2,42.5
3019,프레스(P8000),2020-07-22,야간,가열로14호기,14,75349,6220,7.5,7.5,-,2020-07-22 06:49,2020-07-23 06:44,-,1435,3649.2,48.4
3020,프레스(P8000),2020-07-22,주간,가열로15호기,12,69520,6220,7.5,7.5,-,2020-07-21 19:28,2020-07-22 18:58,-,1410,3678.7,52.9
3021,프레스(P8000),2020-07-22,야간,가열로16호기,16,68451,4748,7.5,7.5,-,2020-07-21 23:30,2020-07-22 23:18,-,1428,3452.8,50.4
3022,프레스(P15000),2020-07-22,야간,가열로17호기,6,121080,56280,12,12,-,2020-07-22 05:34,2020-07-22 22:24,-,1010,5744.6,47.4
3023,프레스(P15000),2020-07-22,주간,가열로18호기,5,183109,110879,24,24,-,2020-07-21 18:24,2020-07-22 18:52,-,1468,5891.4,32.2
3024,프레스(P15000),2020-07-22,주간,가열로19호기,9,146570,37600,14,14,-,2020-07-21 06:10,2020-07-22 18:42,-,2192,8942.2,61
3025,프레스(P15000),2020-07-22,주간,가열로20호기,4,70175,20600,6,6,-,2020-07-21 20:29,2020-07-22 15:22,-,1133,4627.6,65.9
3026,프레스(P5000),2020-07-23,야간,가열로1호기,8,62720,7840,12,13,-,2020-07-23 06:40,2020-07-24 06:25,-,1425,3230.7,51.5
3027,프레스(P5000),2020-07-23,야간,가열로2호기,12,102550,14350,12,13,-,2020-07-23 02:00,2020-07-24 02:07,-,1447,5839.2,56.9
3028,프레스(P5000),2020-07-23,주간,가열로4호기,7,102200,14600,12,13,-,2020-07-22 16:14,2020-07-23 14:42,-,1348,4401.8,43.1
3029,프레스(P5000),2020-07-23,주간,가열로5호기,7,54220,7810,12,13,-,2020-07-22 20:00,2020-07-23 18:58,-,1378,5074,93.6
3030,프레스(P15000),2020-07-23,야간,가열로6호기,6,110680,25100,12,12,-,2020-07-23 06:13,2020-07-24 02:56,-,1243,5222,47.2
3031,링밀(R/M 9500),2020-07-23,주간,가열로7호기,3,48255,16085,4,10,-,2020-07-23 01:38,2020-07-23 13:34,-,716,1011.8,21
3032,링밀(R/M 9500),2020-07-23,야간,가열로7호기,5,49120,13000,4,10,-,2020-07-23 13:54,2020-07-24 04:00,-,846,1241.3,25.3
3033,링밀(R/M 9500),2020-07-23,주간,가열로8호기,13,73440,6580,4,10,-,2020-07-23 02:38,2020-07-23 19:18,-,1000,1588.2,21.6
3034,링밀(R/M 9500),2020-07-23,주간,가열로9호기,8,64020,9030,4,10,-,2020-07-22 23:05,2020-07-23 16:49,-,1064,2594.4,40.5
3035,링밀(R/M 9500),2020-07-23,야간,가열로9호기,7,54220,7810,4,10,-,2020-07-23 16:49,2020-07-24 04:57,-,728,1696.1,31.3
3036,링밀(R/M 9500),2020-07-23,주간,가열로10호기,3,43565,16085,4,10,-,2020-07-22 20:07,2020-07-23 10:55,-,888,1940.8,44.5
3037,링밀(R/M 9500),2020-07-23,야간,가열로10호기,18,66160,5070,4,10,-,2020-07-23 10:55,2020-07-24 02:05,-,910,2139,32.3
3038,링밀(R/M 9500),2020-07-23,주간,가열로11호기,12,48910,5040,4,10,-,2020-07-23 06:04,2020-07-23 10:02,-,238,220.8,4.5
3039,링밀(R/M 9500),2020-07-23,야간,가열로11호기,18,66060,5070,4,10,-,2020-07-23 10:05,2020-07-24 07:11,-,1266,1614.2,24.4
3040,프레스(P8000),2020-07-23,주간,가열로12호기,16,59667,4775,7.5,7.5,-,2020-07-22 11:54,2020-07-23 11:46,-,1432,2762.5,46.3
3041,프레스(P8000),2020-07-23,야간,가열로14호기,18,66512,5898,7.5,7.5,-,2020-07-23 06:52,2020-07-24 06:25,-,1413,3259.3,49
3042,프레스(P8000),2020-07-23,주간,가열로15호기,20,71387,4775,7.5,7.5,-,2020-07-22 19:17,2020-07-23 18:34,-,1397,3420.3,47.9
3043,프레스(P8000),2020-07-23,야간,가열로16호기,22,64002,5898,7.5,7.5,-,2020-07-22 23:33,2020-07-23 23:28,-,1435,3074.1,48
3044,프레스(P15000),2020-07-23,야간,가열로17호기,2,162214,105934,8,8,-,2020-07-23 10:55,2020-07-23 20:38,-,583,13.5,0.1
3045,프레스(P15000),2020-07-23,주간,가열로18호기,4,121650,38100,12,12,-,2020-07-22 21:46,2020-07-23 14:44,-,1018,4318.3,35.5
3046,프레스(P15000),2020-07-23,야간,가열로18호기,5,198040,70600,15,15,-,2020-07-23 14:44,2020-07-24 06:09,-,925,2876.4,14.5
3047,프레스(P15000),2020-07-23,주간,가열로19호기,7,116860,37600,18,18,-,2020-07-22 18:50,2020-07-23 15:01,-,1211,5009.1,42.9
3048,프레스(P15000),2020-07-23,주간,가열로20호기,5,172750,70600,14,14,-,2020-07-22 15:22,2020-07-23 19:19,-,1677,6884.3,39.9
3049,프레스(P5000),2020-07-24,야간,가열로1호기,8,66480,8490,12,12,-,2020-07-24 06:45,2020-07-25 03:07,-,1222,3081.2,46.3
3050,프레스(P5000),2020-07-24,야간,가열로2호기,11,93750,14070,12,12,-,2020-07-24 03:57,2020-07-25 01:22,-,1285,5456.5,58.2
3051,프레스(P5000),2020-07-24,야간,가열로3호기,1,10320,10320,12,12,-,2020-07-23 17:14,2020-07-24 20:24,-,1630,4309.8,417.6
3052,프레스(P5000),2020-07-24,주간,가열로4호기,7,57040,14100,12,13,-,2020-07-23 17:09,2020-07-24 17:06,-,1437,4938,86.6
3053,프레스(P5000),2020-07-24,주간,가열로5호기,7,94360,13480,12,13,-,2020-07-23 19:18,2020-07-24 14:33,-,1155,4301.4,45.6
3054,프레스(P15000),2020-07-24,야간,가열로6호기,7,87390,18630,12,12,-,2020-07-24 03:07,2020-07-25 04:30,-,1523,7715,88.3
3055,링밀(R/M 9500),2020-07-24,주간,가열로7호기,6,59320,13740,4,10,-,2020-07-24 04:00,2020-07-24 16:55,-,775,1073.8,18.1
3056,링밀(R/M 9500),2020-07-24,야간,가열로7호기,6,42940,8130,4,10,-,2020-07-24 16:56,2020-07-25 02:23,-,567,741.4,17.3
3057,링밀(R/M 9500),2020-07-24,주간,가열로8호기,22,64060,6080,4,10,-,2020-07-23 20:25,2020-07-24 10:36,-,851,1333.8,20.8
3058,링밀(R/M 9500),2020-07-24,야간,가열로8호기,18,72280,4580,4,10,-,2020-07-24 10:39,2020-07-24 21:23,-,644,1183.8,16.4
3059,링밀(R/M 9500),2020-07-24,주간,가열로9호기,12,94560,7960,4,10,-,2020-07-24 05:06,2020-07-24 16:34,-,688,1964.5,20.8
3060,링밀(R/M 9500),2020-07-24,야간,가열로9호기,6,79515,13505,4,10,-,2020-07-24 16:42,2020-07-25 01:29,-,527,1507,19
3061,링밀(R/M 9500),2020-07-24,주간,가열로10호기,18,66320,6080,4,10,-,2020-07-24 02:09,2020-07-24 13:24,-,675,1552.7,23.4
3062,링밀(R/M 9500),2020-07-24,야간,가열로10호기,16,59990,4390,4,10,-,2020-07-24 13:24,2020-07-24 23:07,-,583,1356,22.6
3063,링밀(R/M 9500),2020-07-24,야간,가열로11호기,1,19615,19615,4,10,-,2020-07-24 07:27,2020-07-24 23:20,-,953,1135.3,57.9
3064,프레스(P8000),2020-07-24,주간,가열로12호기,15,61069,4124,7.5,7.5,-,2020-07-23 12:00,2020-07-24 11:33,-,1413,2758.6,45.2
3065,프레스(P8000),2020-07-24,야간,가열로14호기,19,73477,6895,7.5,7.5,-,2020-07-24 07:00,2020-07-25 06:18,-,1398,3366.1,45.8
3066,프레스(P8000),2020-07-24,주간,가열로15호기,19,69489,4124,7.5,7.5,-,2020-07-23 19:22,2020-07-24 18:50,-,1408,3478.2,50.1
3067,프레스(P8000),2020-07-24,야간,가열로16호기,15,65662,4748,7.5,7.5,-,2020-07-23 23:46,2020-07-24 23:56,-,1450,3148.7,48
3068,프레스(P15000),2020-07-24,야간,가열로17호기,2,167159,110879,24,24,-,2020-07-23 20:38,2020-07-25 05:28,-,1970,8786.9,52.6
3069,프레스(P15000),2020-07-24,주간,가열로19호기,7,187500,89000,15,15,-,2020-07-23 19:25,2020-07-24 18:43,-,1398,8911.8,47.5
3070,프레스(P15000),2020-07-24,야간,가열로19호기,2,103400,89000,8,8,-,2020-07-24 18:43,2020-07-25 05:07,-,624,2196.5,21.2
3071,프레스(P15000),2020-07-24,주간,가열로20호기,5,83655,30140,10,10,-,2020-07-23 19:39,2020-07-24 16:20,-,1241,5754.7,68.8
3072,프레스(P15000),2020-07-24,야간,가열로20호기,2,33000,16500,6,6,-,2020-07-24 16:20,2020-07-24 21:29,-,309,1476.9,44.8
3073,프레스(P5000),2020-07-27,주간,가열로1호기,4,33960,8490,12,12,-,2020-07-25 06:25,2020-07-27 17:05,-,3520,4175.6,123
3074,프레스(P5000),2020-07-27,주간,가열로2호기,2,29080,14540,12,12,-,2020-07-25 05:45,2020-07-27 13:01,-,3316,7061.6,242.8
3075,프레스(P5000),2020-07-27,주간,가열로3호기,8,86400,10800,12,12,-,2020-07-25 05:50,2020-07-27 15:38,-,3468,5451.3,63.1
3076,프레스(P5000),2020-07-27,야간,가열로3호기,2,29080,14540,12,13,-,2020-07-27 15:38,2020-07-28 03:50,-,732,2600.2,89.4
3077,프레스(P5000),2020-07-27,야간,가열로5호기,7,81110,17400,12,13,-,2020-07-25 05:45,2020-07-28 04:11,-,4226,9049,111.6
3078,프레스(P15000),2020-07-27,야간,가열로6호기,6,63780,18630,10,10,-,2020-07-25 07:00,2020-07-28 03:54,-,4134,9346.5,146.5
3079,링밀(R/M 9500),2020-07-27,주간,가열로7호기,4,33960,8490,4,10,-,2020-07-26 10:02,2020-07-27 18:28,-,1946,2906.1,85.6
3080,링밀(R/M 9500),2020-07-27,야간,가열로7호기,4,32520,8130,4,10,-,2020-07-27 18:28,2020-07-28 04:31,-,603,760.9,23.4
3081,링밀(R/M 9500),2020-07-27,주간,가열로8호기,8,63680,7960,4,10,-,2020-07-25 07:38,2020-07-27 09:17,-,2979,2427.2,38.1
3082,링밀(R/M 9500),2020-07-27,야간,가열로8호기,16,41760,3660,4,10,-,2020-07-27 09:20,2020-07-27 21:58,-,758,1241.4,29.7
3083,링밀(R/M 9500),2020-07-27,주간,가열로9호기,15,66220,7340,4,10,-,2020-07-26 08:17,2020-07-27 17:13,-,1976,5088.6,76.8
3084,링밀(R/M 9500),2020-07-27,야간,가열로9호기,6,34980,6580,4,10,-,2020-07-27 17:13,2020-07-28 02:26,-,553,1314.6,37.6
3085,링밀(R/M 9500),2020-07-27,주간,가열로10호기,19,74540,5260,4,10,-,2020-07-25 22:56,2020-07-27 11:40,-,2204,3999.5,53.7
3086,링밀(R/M 9500),2020-07-27,야간,가열로10호기,18,45720,3660,4,10,-,2020-07-27 11:41,2020-07-27 23:36,-,715,988.5,21.6
3087,링밀(R/M 9500),2020-07-27,주간,가열로11호기,6,68760,13000,4,10,-,2020-07-25 05:46,2020-07-27 16:01,-,3495,2769.6,40.3
3088,링밀(R/M 9500),2020-07-27,야간,가열로11호기,5,45360,11400,4,10,-,2020-07-27 16:02,2020-07-28 05:14,-,792,698.3,15.4
3089,프레스(P8000),2020-07-27,야간,가열로12호기,16,59667,4775,7.5,7.5,-,2020-07-25 07:07,2020-07-27 23:19,-,3852,3953.4,66.3
3090,프레스(P8000),2020-07-27,주간,가열로14호기,19,59930,6220,7.5,7.5,-,2020-07-25 06:59,2020-07-27 19:09,-,3610,4182.6,69.8
3091,프레스(P8000),2020-07-27,야간,가열로15호기,19,73984,6220,7.5,7.5,-,2020-07-25 07:03,2020-07-28 06:35,-,4292,5939.7,80.3
3092,프레스(P8000),2020-07-27,주간,가열로16호기,22,62801,3423,7.5,7.5,-,2020-07-26 04:16,2020-07-27 13:41,-,2005,4343.6,69.2
3093,프레스(P15000),2020-07-27,주간,가열로17호기,2,170579,110879,33,33,-,2020-07-25 07:00,2020-07-27 16:33,-,3453,9289.5,54.5
3094,프레스(P15000),2020-07-27,야간,가열로17호기,4,114560,59700,12,12,-,2020-07-27 16:33,2020-07-28 05:30,-,777,2990,26.1
3095,프레스(P15000),2020-07-27,주간,가열로18호기,2,175000,89000,18,18,-,2020-07-25 07:00,2020-07-27 15:54,-,3414,9003.9,51.5
3096,프레스(P15000),2020-07-27,야간,가열로18호기,2,175000,89000,8,8,-,2020-07-27 15:54,2020-07-27 20:59,-,305,1149.4,6.6
3097,프레스(P15000),2020-07-27,주간,가열로19호기,5,84890,30480,15,15,-,2020-07-25 07:00,2020-07-27 18:13,-,3553,7504.8,88.4
3098,프레스(P5000),2020-07-28,주간,가열로2호기,8,110810,14600,12,13,-,2020-07-27 15:40,2020-07-28 13:07,-,1287,5118.2,46.2
3099,프레스(P15000),2020-07-28,주간,가열로2호기,1,8610,8610,10,10,-,2020-07-28 13:08,2020-07-28 13:26,-,18,80,9.3
3100,프레스(P5000),2020-07-28,야간,가열로3호기,7,102200,14600,12,13,-,2020-07-28 03:52,2020-07-29 00:03,-,1211,4466.3,43.7
3101,프레스(P5000),2020-07-28,주간,가열로4호기,8,76432,9554,12,13,-,2020-07-27 10:33,2020-07-28 18:46,-,1933,8059.9,105.5
3102,프레스(P5000),2020-07-28,야간,가열로5호기,8,61280,7660,12,13,-,2020-07-28 05:55,2020-07-29 06:06,-,1451,5623,91.8
3103,링밀(R/M 9500),2020-07-28,주간,가열로7호기,13,53150,6580,4,10,-,2020-07-28 04:36,2020-07-28 14:08,-,572,1041.6,19.6
3104,링밀(R/M 9500),2020-07-28,야간,가열로7호기,18,57530,6580,4,10,-,2020-07-28 14:08,2020-07-29 02:39,-,751,1015.3,17.6
3105,링밀(R/M 9500),2020-07-28,주간,가열로8호기,21,74970,5070,4,10,-,2020-07-27 22:01,2020-07-28 11:06,-,785,1430.2,19.1
