,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,24.953022370855493,25.17742601279155
1,25.29682966025479,32.12374010045737
2,23.26645954545722,26.410515089656055
3,23.96359678061612,27.901680494393354
4,24.966458837670015,27.00658642191835
5,20.658350105745246,29.68157260143619
6,26.836267907935454,28.328286091228005
7,26.608050013163005,39.13753935409736
8,27.22630351422781,31.101299212756047
9,23.044286475124128,32.03515919281848
average,24.68196252110493,29.890380457155278
