,All_MLP_3_1_시작온도,All_KNN_시작온도
0,16.405197143554688,20.64803052340881
1,17.76104058159722,15.381834824113774
2,18.133846282958984,15.473270361592162
3,20.025249269273544,19.256935521081065
4,18.491071489122177,22.0177781976323
5,18.85910489824083,15.01949615888956
6,18.068083657158745,17.934252461267928
7,17.250599543253582,19.20110809583995
8,17.79076385498047,19.021108096285317
9,16.934488508436417,19.58936975307068
average,17.971944522857665,18.354318399318156
