,All_MLP_3_1_시작온도,All_KNN_시작온도
0,25.78437042236328,30.336266561064985
1,57.4588623046875,61.82356647017134
2,50.453529357910156,51.97538846133498
3,34.32696533203125,31.103865268333443
4,63.56502914428711,65.74073784382726
5,68.18864440917969,80.60445626895795
6,25.9256649017334,24.045858012891305
7,51.44404602050781,49.530440667914114
8,33.056949615478516,29.085785941104124
9,34.219276428222656,42.091805809056325
average,44.44233379364014,46.63381713046558
