,All_MLP_5_5_시작온도,All_KNN_시작온도
0,12.326449500189888,15.136118883014843
1,12.659717347886827,12.513147211713546
2,14.226461905020255,11.717813451770393
3,11.22830977263274,11.469283301729003
4,12.251906359637225,12.27538445412043
5,13.012211093196163,15.320117047687578
6,14.052796434473109,15.767199634228229
7,16.587268122920282,14.0460239460702
8,11.77122543476246,10.918771521470767
9,13.8405234725387,11.490690175049803
average,13.195686944325763,13.065454962685479
