,All_MLP_1_3_시작온도,All_KNN_시작온도
0,23.32550621032715,11.612502006210573
1,23.466554641723633,15.485856877506787
2,34.87602615356445,16.112382734512078
3,21.754005432128906,10.89698620405458
4,26.56019401550293,14.12207818806628
5,23.96294403076172,12.680158595151347
6,24.680234909057617,11.532338693031845
7,20.225425720214844,13.923538989481626
8,25.949371337890625,13.866602249135704
9,24.501649856567383,19.515214439702362
average,24.930191230773925,13.97476589768532
