,All_MLP_3_3_시작온도,All_KNN_시작온도
0,13.613671902247837,14.30560580985422
1,12.298368290492467,11.864946654990145
2,13.500484412057059,15.649237105673084
3,14.838771711077008,13.063598358626813
4,13.972854273659843,17.576951680613064
5,16.64484438214983,18.342987522041675
6,12.780010386875697,14.750655898181028
7,14.136235346112933,14.89038668325326
8,13.966154452732631,14.505692662634237
9,14.581027058192662,15.178239933806998
average,14.033242221559798,15.012830230967452
