,All_MLP_3_3_시작온도,All_KNN_시작온도
0,21.288796106974285,20.237785860927275
1,25.697033564249676,23.91831363553193
2,27.117533365885418,28.52404680796325
3,26.75082778930664,26.23280197705023
4,24.63067690531413,24.962534281247862
5,23.865924835205078,22.309591822180057
6,29.09931818644206,30.39660202555428
7,29.36193084716797,32.15947765576706
8,21.33984438578288,21.095954882845515
9,28.801998774210613,27.818570171222333
average,25.795388476053876,25.765567912028978
