,All_MLP_5_5_시작온도,All_KNN_시작온도
0,23.559381523910833,24.722189388460485
1,21.457755458598236,20.549010142047567
2,19.2367139154551,15.941362167892306
3,23.949403140009665,22.713377529331662
4,21.05930491856166,22.392990969250828
5,21.54501658069844,19.632845058692723
6,21.258002144949778,21.996572603881997
7,17.940275425813635,16.584614751082327
8,23.859795044879522,23.700595653415863
9,24.253898932009328,26.177949374868536
average,21.81195470848862,21.44115076389243
