,All_MLP_3_3_시작온도,All_KNN_시작온도
0,26.508875905251017,20.380200471366543
1,24.6959404458805,18.01533327461439
2,29.826963385757136,31.418792826717006
3,26.719781603131974,26.5343019953804
4,33.02671778931909,21.31355619393711
5,25.500119267677775,25.656942713185714
6,22.873617950750855,23.219214200173337
7,25.169407669378785,24.57584083189789
8,22.618438603926677,21.620599896022714
9,30.693498222195373,25.097054218977732
average,26.76333608432692,23.783183662227287
