,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부
83,1947.0,15360,14940,603.5,1,9200,9200,9,55670,6320,0,0,0,0,0,0,0,0,0,0,0,0,10,64870,9200,0,0,0,0,0,0,10,64870,9200,5040,0,누락없음,5,2019-08-15,주간,2019-08-14 14:49,수,안겹침,0,8,0,AC,평일
84,206.4,2580,2520,1003.6,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,0,0,6,96600,16100,10560,0,누락없음,2,2019-08-15,야간,2019-08-15 1:58,목,안겹침,0,11,0,A,평일
85,329.8,4200,3960,637.3,0,0,0,4,49240,12310,1,6180,6180,0,0,0,0,0,0,0,0,0,5,55420,12310,0,0,0,0,0,0,5,55420,12310,23820,1,누락없음,1,2019-08-16,주간,2019-08-16 18:00,금,안겹침,0,3,0,CS,평일
86,1428.9,11700,11520,577.5,0,0,0,0,0,0,0,0,0,0,0,0,4,67900,17350,0,0,0,4,67900,17350,4,67900,17350,0,0,0,4,67900,17350,3240,0,누락없음,5,2019-08-16,주간,2019-08-15 15:50,목,안겹침,0,10,0,C,평일
87,2154.6,70380,51900,573.7,0,0,0,0,0,0,4,31060,8330,0,0,0,0,0,0,0,0,0,4,31060,8330,0,0,0,0,0,0,4,31060,8330,55320,0,누락없음,1,2019-08-19,주간,2019-08-17 23:04,토,안겹침,0,5,0,S,주말
88,86.1,1200,1140,810.7,0,0,0,4,31590,8450,0,0,0,0,0,0,0,0,0,0,0,0,4,31590,8450,0,0,0,0,0,0,4,31590,8450,540,0,누락없음,1,2019-08-19,야간,2019-08-19 23:21,월,안겹침,0,4,0,C,평일
89,4772.3,125820,88380,365.1,0,0,0,7,62000,25100,0,0,0,0,0,0,0,0,0,0,0,0,11,82000,25100,0,0,0,0,0,0,11,82000,25100,77700,0,강종누락,5,2019-08-19,야간,2019-08-17 15:31,토,안겹침,0,4,0,C,주말
90,5785.2,112440,107940,50.5,0,0,0,8,111210,25100,0,0,0,0,0,0,0,0,0,0,0,0,8,111210,25100,0,0,0,0,0,0,8,111210,25100,623340,0,누락없음,4,2019-08-19,주간,2019-08-17 8:47,토,안겹침,0,4,0,C,주말
91,1026.7,6420,6360,559.9,0,0,0,0,0,0,0,0,0,0,0,0,6,98100,18850,0,0,0,6,98100,18850,6,98100,18850,0,0,0,6,98100,18850,21240,1,누락없음,4,2019-08-20,주간,2019-08-19 17:29,월,안겹침,0,8,0,C,평일
92,361.4,4440,4260,784.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20000,5000,0,0,0,0,0,0,4,20000,5000,480,0,강종누락,1,2019-08-20,주간,2019-08-20 7:07,화,안겹침,0,4,0,,평일
93,2323.6,28260,26940,122.2,0,0,0,6,38930,8250,0,0,0,0,0,0,1,18600,18600,0,0,0,7,57530,18600,1,18600,18600,0,0,0,7,57530,18600,456600,1,누락없음,2,2019-08-21,야간,2019-08-20 20:07,화,안겹침,0,6,0,C,평일
94,1175.2,9480,7260,926.3,6,96600,16100,0,0,0,0,0,0,0,0,0,2,32450,18600,0,0,0,8,129050,18600,2,32450,18600,0,0,0,8,129050,18600,1980,2,누락없음,4,2019-08-21,주간,2019-08-20 15:21,화,안겹침,0,6,0,AC,평일
95,697.7,19560,19440,1163.2,0,0,0,2,16140,8650,0,0,0,0,0,0,0,0,0,0,0,0,2,16140,8650,0,0,0,0,0,0,2,16140,8650,300,3,누락없음,1,2019-08-21,주간,2019-08-20 14:04,화,안겹침,0,4,0,C,평일
96,415.5,2640,2580,817.2,0,0,0,5,38900,10700,0,0,0,0,0,0,0,0,0,0,0,0,8,93950,19600,0,0,0,0,0,0,8,93950,19600,8460,0,강종누락,4,2019-08-22,주간,2019-08-21 17:17,수,안겹침,0,8,0,C,평일
97,678.1,36300,17520,522.2,1,7900,7900,2,20640,10320,0,0,0,0,0,0,0,0,0,0,0,0,3,28540,10320,0,0,0,0,0,0,3,28540,10320,4140,0,누락없음,1,2019-08-22,주간,2019-08-21 19:51,수,안겹침,0,2,0,AC,평일
98,2223.8,15300,15180,538.4,1,5700,5700,14,117190,9350,0,0,0,0,0,0,0,0,0,0,0,0,15,122890,9350,0,0,0,0,0,0,15,122890,9350,2160,0,누락없음,2,2019-08-22,야간,2019-08-22 6:09,목,안겹침,0,7,0,AC,평일
99,1098.4,6420,6360,864.4,0,0,0,7,96150,22100,0,0,0,0,0,0,0,0,0,0,0,0,7,96150,22100,0,0,0,0,0,0,7,96150,22100,2040,0,누락없음,4,2019-08-23,주간,2019-08-22 18:41,목,안겹침,0,8,0,C,평일
100,1012.7,6720,6720,649.1,0,0,0,6,39360,6560,0,0,0,3,35790,12390,0,0,0,0,0,0,9,75150,12390,3,35790,12390,0,0,0,9,75150,12390,1320,0,누락없음,2,2019-08-23,야간,2019-08-23 4:37,금,안겹침,0,15,0,AC,평일
101,161.3,2520,2460,958.0,0,0,0,0,0,0,2,18860,9430,0,0,0,0,0,0,0,0,0,2,18860,9430,0,0,0,0,0,0,2,18860,9430,300,2,누락없음,1,2019-08-23,주간,2019-08-22 18:16,목,안겹침,0,3,0,S,평일
102,4813.6,43740,43200,145.2,0,0,0,3,45570,15190,0,0,0,0,0,0,0,0,0,0,0,0,3,45570,15190,0,0,0,0,0,0,3,45570,15190,146760,0,누락없음,5,2019-08-23,야간,2019-08-22 21:09,목,안겹침,0,1,0,C,평일
103,2489.1,115080,59760,214.3,1,7900,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7900,7900,0,0,0,0,0,0,1,7900,7900,56040,1,누락없음,1,2019-08-26,주간,2019-08-24 8:39,토,안겹침,0,2,0,A,주말
104,3257.0,64200,60240,491.1,0,0,0,7,75090,12310,0,0,0,0,0,0,0,0,0,0,0,0,7,75090,12310,0,0,0,0,0,0,7,75090,12310,73380,0,누락없음,2,2019-08-26,주간,2019-08-25 0:47,일,안겹침,0,9,0,C,주말
105,4008.0,113400,74040,389.6,0,0,0,10,82860,12310,0,0,0,0,0,0,0,0,0,0,0,0,10,82860,12310,0,0,0,0,0,0,10,82860,12310,63180,0,누락없음,4,2019-08-26,야간,2019-08-24 9:10,토,안겹침,0,7,0,C,주말
106,36.5,1020,960,1160.7,0,0,0,0,0,0,2,46200,23100,0,0,0,0,0,0,0,0,0,2,46200,23100,0,0,0,0,0,0,2,46200,23100,60,0,누락없음,1,2019-08-26,야간,2019-08-26 10:37,월,안겹침,0,1,0,S,평일
107,3966.1,127320,67020,319.0,0,0,0,2,30700,22100,0,0,0,0,0,0,0,0,0,0,0,0,2,30700,22100,0,0,0,0,0,0,2,30700,22100,42540,0,누락없음,5,2019-08-26,주간,2019-08-24 8:33,토,안겹침,0,3,0,C,주말
108,486.2,4860,4800,745.8,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,0,0,6,96600,16100,9660,0,누락없음,5,2019-08-27,주간,2019-08-26 13:26,월,안겹침,0,2,0,A,평일
109,288.7,3660,3600,897.7,0,0,0,0,0,0,1,4800,4800,0,0,0,0,0,0,0,0,0,5,36800,8000,0,0,0,0,0,0,5,36800,8000,420,1,강종누락,1,2019-08-27,야간,2019-08-27 6:38,화,안겹침,0,2,0,S,평일
110,1670.0,9420,9360,708.2,0,0,0,10,96540,15190,0,0,0,0,0,0,0,0,0,0,0,0,10,96540,15190,0,0,0,0,0,0,10,96540,15190,4140,0,누락없음,4,2019-08-27,야간,2019-08-27 3:59,화,안겹침,0,10,0,C,평일
111,84.3,840,780,1088.8,0,0,0,1,27350,27350,0,0,0,0,0,0,0,0,0,0,0,0,6,125350,27350,0,0,0,0,0,0,6,125350,27350,4980,0,강종누락,2,2019-08-27,주간,2019-08-26 17:58,월,안겹침,0,7,0,C,평일
112,279.2,1980,1920,715.3,1,15350,15350,1,16455,16455,0,0,0,0,0,0,0,0,0,0,0,0,2,31805,16455,0,0,0,0,0,0,2,31805,16455,960,0,누락없음,2,2019-08-28,주간,2019-08-27 18:56,화,안겹침,0,6,0,AC,평일
113,390.9,2520,2460,792.7,7,84470,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84470,16100,0,0,0,0,0,0,7,84470,16100,6000,0,누락없음,4,2019-08-28,야간,2019-08-28 3:59,수,안겹침,0,10,0,A,평일
114,957.9,11820,11700,570.0,5,36200,7690,4,27960,6990,0,0,0,0,0,0,0,0,0,0,0,0,9,64160,7690,0,0,0,0,0,0,9,64160,7690,2400,2,누락없음,1,2019-08-28,야간,2019-08-28 7:08,수,안겹침,0,5,0,AC,평일
115,532.3,3540,3480,734.1,0,0,0,7,47110,6730,0,0,0,0,0,0,0,0,0,0,0,0,7,47110,6730,0,0,0,0,0,0,7,47110,6730,1140,0,누락없음,2,2019-08-29,주간,2019-08-28 18:19,수,안겹침,0,2,0,C,평일
116,1264.0,7320,7080,647.4,0,0,0,10,75240,7750,0,0,0,0,0,0,0,0,0,0,0,0,10,75240,7750,0,0,0,0,0,0,10,75240,7750,4200,0,누락없음,4,2019-08-29,야간,2019-08-29 3:35,목,안겹침,0,7,0,C,평일
117,471.9,5820,5760,807.0,0,0,0,5,29100,5820,0,0,0,0,0,0,0,0,0,0,0,0,5,29100,5820,0,0,0,0,0,0,5,29100,5820,1680,0,누락없음,1,2019-08-29,야간,2019-08-29 7:00,목,안겹침,0,9,0,C,평일
118,1069.8,6180,6120,749.2,1,8520,8520,9,52380,5820,0,0,0,0,0,0,0,0,0,0,0,0,10,60900,8520,0,0,0,0,0,0,10,60900,8520,2040,0,누락없음,4,2019-08-30,야간,2019-08-30 4:48,금,안겹침,0,10,0,AC,평일
119,661.1,8100,8040,705.2,0,0,0,3,18000,6000,0,0,0,0,0,0,0,0,0,0,0,0,6,40450,8000,0,0,0,0,0,0,6,40450,8000,780,0,강종누락,1,2019-08-30,야간,2019-08-30 6:39,금,안겹침,0,5,0,C,평일
120,1245.5,11160,10200,1011.9,0,0,0,0,0,0,0,0,0,2,48200,24100,0,0,0,0,0,0,5,107000,24100,2,48200,24100,0,0,0,5,107000,24100,11220,4,강종누락,2,2019-08-30,주간,2019-08-29 14:14,목,안겹침,0,7,0,A,평일
121,1961.6,23760,23520,562.2,0,0,0,6,42780,7530,0,0,0,0,0,0,0,0,0,0,0,0,6,42780,7530,0,0,0,0,0,0,6,42780,7530,107100,1,누락없음,5,2019-08-30,주간,2019-08-29 19:17,목,안겹침,0,6,0,C,평일
122,3673.7,86880,79620,99.2,0,0,0,6,41940,6990,0,0,0,0,0,0,0,0,0,0,0,0,7,51540,9600,0,0,0,0,0,0,7,51540,9600,269820,8,강종누락,1,2019-09-04,야간,2019-09-03 8:40,화,겹침,0,6,1,C,평일
123,4640.1,83520,69840,68.8,0,0,0,6,77510,15190,0,0,0,0,0,0,0,0,0,0,0,0,6,77510,15190,0,0,0,0,0,0,6,77510,15190,293520,1,누락없음,4,2019-09-04,야간,2019-09-03 8:39,화,안겹침,0,10,0,C,평일
124,4690.7,41760,41220,158.2,4,24710,6940,3,16970,5790,0,0,0,0,0,0,0,0,0,0,0,0,7,41680,6940,0,0,0,0,0,0,7,41680,6940,310260,0,누락없음,5,2019-09-04,주간,2019-09-03 8:34,화,안겹침,0,6,0,AC,평일
125,3287.6,25260,25080,80.1,0,0,0,5,61550,12310,0,0,0,0,0,0,0,0,0,0,0,0,5,61550,12310,0,0,0,0,0,0,5,61550,12310,324600,0,누락없음,2,2019-09-04,주간,2019-09-03 8:34,화,안겹침,0,5,0,C,평일
126,2599.9,24600,24360,501.9,0,0,0,0,0,0,0,0,0,0,0,0,2,37700,18850,0,0,0,6,116100,19600,2,37700,18850,0,0,0,6,116100,19600,9840,0,강종누락,5,2019-09-05,주간,2019-09-04 16:59,수,안겹침,0,7,0,C,평일
127,919.2,5460,5400,760.1,3,35930,14270,2,18340,9210,0,0,0,0,0,0,0,0,0,0,0,0,5,54270,14270,0,0,0,0,0,0,5,54270,14270,1260,0,누락없음,4,2019-09-05,야간,2019-09-05 5:37,목,안겹침,0,6,0,AC,평일
128,624.3,4320,4260,687.0,1,3890,3890,4,53220,15190,0,0,0,0,0,0,0,0,0,0,0,0,5,57110,15190,0,0,0,0,0,0,5,57110,15190,1200,0,누락없음,2,2019-09-05,주간,2019-09-04 19:10,수,안겹침,0,5,0,AC,평일
129,496.1,6240,6180,780.8,0,0,0,4,29040,7260,0,0,0,0,0,0,0,0,0,0,0,0,4,29040,7260,0,0,0,0,0,0,4,29040,7260,780,0,누락없음,1,2019-09-05,야간,2019-09-05 6:41,목,안겹침,0,7,0,C,평일
130,2204.5,23220,20820,707.7,6,89100,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89100,14850,0,0,0,0,0,0,6,89100,14850,1980,1,누락없음,5,2019-09-06,주간,2019-09-05 15:34,목,안겹침,0,6,0,A,평일
131,643.3,3840,3780,779.9,6,50470,14270,1,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,7,57670,14270,0,0,0,0,0,0,7,57670,14270,4020,0,누락없음,4,2019-09-06,야간,2019-09-06 3:35,금,안겹침,0,5,0,AC,평일
132,716.5,6000,5940,817.7,2,28540,14270,3,32340,11460,0,0,0,0,0,0,0,0,0,0,0,0,5,60880,14270,0,0,0,0,0,0,5,60880,14270,720,0,누락없음,2,2019-09-06,주간,2019-09-05 18:32,목,안겹침,0,5,0,AC,평일
133,418.4,5220,5160,851.8,0,0,0,4,29040,7260,0,0,0,0,0,0,0,0,0,0,0,0,4,29040,7260,0,0,0,0,0,0,4,29040,7260,360,0,누락없음,1,2019-09-06,야간,2019-09-06 7:01,금,안겹침,0,4,0,C,평일
134,306.1,2040,1980,628.1,0,0,0,0,0,0,6,95600,17600,0,0,0,0,0,0,0,0,0,6,95600,17600,0,0,0,0,0,0,6,95600,17600,1140,0,누락없음,3,2019-09-07,야간,2019-09-07 11:24,토,겹침,0,6,5,S,주말
135,1707.7,12060,11940,471.4,8,84240,10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84240,10530,0,0,0,0,0,0,8,84240,10530,19320,0,누락없음,2,2019-09-07,야간,2019-09-06 23:30,금,안겹침,0,5,0,A,평일
136,2966.6,28620,28440,668.6,1,14270,14270,6,62407,12750,0,0,0,0,0,0,0,0,0,0,0,0,7,76677,14270,0,0,0,0,0,0,7,76677,14270,1740,0,누락없음,5,2019-09-07,주간,2019-09-06 15:39,금,안겹침,0,6,0,AC,평일
137,3717.6,47220,45360,216.4,0,0,0,0,0,0,6,95600,17600,0,0,0,0,0,0,0,0,0,6,95600,17600,0,0,0,0,0,0,6,95600,17600,2388660,0,누락없음,3,2019-09-07,주간,2019-09-06 8:10,금,안겹침,0,10,0,S,평일
138,1189.4,9000,8760,559.7,0,0,0,5,46120,11970,0,0,0,0,0,0,0,0,0,0,0,0,8,61120,11970,0,0,0,0,0,0,8,61120,11970,2280,0,강종누락,2,2019-09-08,야간,2019-09-08 3:26,일,안겹침,0,8,0,C,주말
139,510.9,3180,3120,536.3,8,76432,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76432,9554,0,0,0,0,0,0,8,76432,9554,1500,0,누락없음,3,2019-09-08,야간,2019-09-08 5:21,일,안겹침,0,6,0,A,주말
140,2129.5,28500,28080,488.3,0,0,0,10,84200,8420,0,0,0,0,0,0,0,0,0,0,0,0,10,84200,8420,0,0,0,0,0,0,10,84200,8420,48960,0,누락없음,1,2019-09-08,주간,2019-09-07 19:27,토,안겹침,0,4,0,C,주말
141,698.2,6540,6420,830.6,0,0,0,7,59900,12750,0,0,0,0,0,0,0,0,0,0,0,0,7,59900,12750,0,0,0,0,0,0,7,59900,12750,720,0,누락없음,5,2019-09-08,주간,2019-09-07 18:41,토,겹침,0,7,1,C,주말
142,1175.6,14640,14520,635.4,0,0,0,7,64330,9190,0,0,0,0,0,0,0,0,0,0,0,0,7,64330,9190,0,0,0,0,0,0,7,64330,9190,1740,0,누락없음,1,2019-09-09,주간,2019-09-08 16:32,일,안겹침,0,10,0,C,주말
143,782.4,4800,4620,580.8,0,0,0,7,52710,7530,0,0,0,0,0,0,0,0,0,0,0,0,7,52710,7530,0,0,0,0,0,0,7,52710,7530,14700,0,누락없음,3,2019-09-09,야간,2019-09-09 3:25,월,안겹침,0,8,0,C,평일
144,153.7,1380,1380,831.4,0,0,0,5,65890,22850,0,0,0,0,0,0,0,0,0,0,0,0,5,65890,22850,0,0,0,0,0,0,5,65890,22850,720,0,누락없음,2,2019-09-09,야간,2019-09-09 6:34,월,안겹침,0,8,0,C,평일
145,284.4,2880,2760,823.0,0,0,0,8,58840,7750,0,0,0,0,0,0,0,0,0,0,0,0,8,58840,7750,0,0,0,0,0,0,8,58840,7750,480,0,누락없음,5,2019-09-09,주간,2019-09-09 9:18,월,안겹침,0,1,0,C,평일
146,976.9,6360,6300,599.2,2,19650,10300,8,64850,11970,0,0,0,0,0,0,0,0,0,0,0,0,10,84500,11970,0,0,0,0,0,0,10,84500,11970,14880,0,누락없음,3,2019-09-10,야간,2019-09-10 3:37,화,안겹침,0,7,0,AC,평일
147,442.0,3780,3660,719.1,3,30930,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30930,11880,0,0,0,0,0,0,3,30930,11880,1020,1,누락없음,2,2019-09-10,야간,2019-09-10 8:06,화,안겹침,0,5,0,A,평일
148,1100.5,10920,10860,779.4,0,0,0,6,44180,10530,0,0,0,0,0,0,0,0,0,0,0,0,6,44180,10530,0,0,0,0,0,0,6,44180,10530,660,0,누락없음,5,2019-09-10,주간,2019-09-09 18:51,월,안겹침,0,8,0,C,주말
149,487.1,6180,6060,737.4,0,0,0,7,47110,6730,0,0,0,0,0,0,0,0,0,0,0,0,7,47110,6730,0,0,0,0,0,0,7,47110,6730,6540,0,누락없음,1,2019-09-10,주간,2019-09-09 14:45,월,안겹침,0,7,0,C,평일
150,1008.7,13680,12480,833.7,1,9350,9350,10,64660,7030,0,0,0,0,0,0,0,0,0,0,0,0,11,74010,9350,0,0,0,0,0,0,11,74010,9350,15900,1,누락없음,1,2019-09-11,주간,2019-09-10 15:36,화,안겹침,0,7,0,AC,평일
151,464.1,4800,4560,745.1,1,10300,10300,6,36540,6090,0,0,0,0,0,0,0,0,0,0,0,0,8,66940,20100,0,0,0,0,0,0,8,66940,20100,3720,0,강종누락,5,2019-09-11,주간,2019-09-10 14:05,화,안겹침,0,6,0,AC,평일
152,787.4,6000,5820,819.4,0,0,0,8,51030,9670,0,0,0,0,0,0,0,0,0,0,0,0,8,51030,9670,0,0,0,0,0,0,8,51030,9670,1440,1,누락없음,2,2019-09-11,야간,2019-09-11 5:44,수,안겹침,0,3,0,C,평일
153,558.7,3420,3360,665.0,0,0,0,8,46400,5800,0,0,0,0,0,0,0,0,0,0,0,0,8,46400,5800,0,0,0,0,0,0,8,46400,5800,6360,0,누락없음,3,2019-09-11,야간,2019-09-11 0:52,수,안겹침,0,10,0,C,평일
154,4792.8,59640,59280,190.9,0,0,0,8,62370,11090,0,0,0,0,0,0,0,0,0,0,0,0,8,62370,11090,0,0,0,0,0,0,8,62370,11090,323160,1,누락없음,5,2019-09-16,야간,2019-09-15 7:27,일,안겹침,0,8,0,C,주말
155,3954.7,30360,30120,162.1,0,0,0,8,57530,7620,0,0,0,0,0,0,0,0,0,0,0,0,8,57530,7620,0,0,0,0,0,0,8,57530,7620,292680,0,누락없음,3,2019-09-16,주간,2019-09-15 7:25,일,안겹침,0,8,0,C,주말
156,2460.6,34200,33900,127.4,0,0,0,7,39830,5690,0,0,0,0,0,0,0,0,0,0,0,0,7,39830,5690,0,0,0,0,0,0,7,39830,5690,315480,0,누락없음,1,2019-09-16,야간,2019-09-15 7:27,일,안겹침,0,11,0,C,주말
157,691.1,8760,7860,720.8,0,0,0,6,41940,6990,0,0,0,0,0,0,0,0,0,0,0,0,6,41940,6990,0,0,0,0,0,0,6,41940,6990,600,1,누락없음,1,2019-09-17,야간,2019-09-17 6:53,화,안겹침,0,7,0,C,평일
158,2484.6,22080,21900,517.2,2,22320,11160,6,57450,11970,0,0,0,0,0,0,0,0,0,0,0,0,8,79770,11970,0,0,0,0,0,0,8,79770,11970,16980,0,누락없음,5,2019-09-17,야간,2019-09-17 2:41,화,안겹침,0,8,0,AC,평일
159,625.7,3840,3780,631.4,0,0,0,8,54280,7750,0,0,0,0,0,0,0,0,0,0,0,0,8,54280,7750,0,0,0,0,0,0,8,54280,7750,1080,0,누락없음,3,2019-09-17,주간,2019-09-16 18:38,월,안겹침,0,8,0,C,평일
160,124.8,2220,2160,1112.2,8,118920,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,118920,16100,0,0,0,0,0,0,8,118920,16100,1860,0,누락없음,2,2019-09-18,주간,2019-09-17 12:04,화,안겹침,0,8,0,A,평일
161,245.6,1620,1620,607.1,0,0,0,0,0,0,2,14630,8560,0,0,0,0,0,0,0,0,0,2,14630,8560,0,0,0,0,0,0,2,14630,8560,5100,0,누락없음,3,2019-09-18,주간,2019-09-17 17:59,화,안겹침,0,8,0,S,평일
162,3017.3,30840,28620,560.5,8,118920,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,118920,16100,0,0,0,0,0,0,8,118920,16100,16620,2,누락없음,5,2019-09-18,야간,2019-09-18 3:26,수,겹침,0,8,2,A,평일
163,82.8,1140,1020,848.0,0,0,0,0,0,0,1,10100,10100,0,0,0,0,0,0,0,0,0,1,10100,10100,0,0,0,0,0,0,1,10100,10100,420,0,누락없음,1,2019-09-18,야간,2019-09-18 6:31,수,안겹침,0,6,0,S,평일
164,202.0,1380,1320,832.3,0,0,0,0,0,0,0,0,0,0,0,0,3,53800,21100,0,0,0,3,53800,21100,3,53800,21100,0,0,0,3,53800,21100,14100,0,누락없음,3,2019-09-19,주간,2019-09-18 12:57,수,안겹침,0,2,0,C,평일
165,2421.6,22200,22020,478.5,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,0,0,6,81144,13524,12360,0,누락없음,5,2019-09-19,야간,2019-09-19 6:00,목,겹침,0,8,6,A,평일
166,1345.5,9660,9480,454.0,6,89100,14850,0,0,0,0,0,0,1,18850,18850,0,0,0,0,0,0,7,107950,18850,1,18850,18850,0,0,0,7,107950,18850,45120,0,누락없음,2,2019-09-19,야간,2019-09-19 4:09,목,안겹침,0,8,0,A,평일
167,2046.6,14160,13980,118.6,0,0,0,0,0,0,0,0,0,0,0,0,4,61900,20350,0,0,0,4,61900,20350,4,61900,20350,0,0,0,4,61900,20350,962640,0,누락없음,4,2019-09-19,주간,2019-09-18 9:57,수,안겹침,0,7,0,C,평일
168,702.1,4200,4080,527.5,0,0,0,12,86910,7620,0,0,0,0,0,0,0,0,0,0,0,0,12,86910,7620,0,0,0,0,0,0,12,86910,7620,1440,0,누락없음,3,2019-09-20,주간,2019-09-19 19:12,목,안겹침,0,3,0,C,평일
169,392.3,3180,3060,848.1,0,0,0,3,22860,7620,0,0,0,1,18850,18850,1,13200,13200,0,0,0,7,94110,19600,2,32050,18850,0,0,0,7,94110,19600,1980,0,강종누락,4,2019-09-20,주간,2019-09-19 13:31,목,안겹침,0,4,0,AC,평일
170,2136.7,19920,19740,679.9,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,0,0,6,81144,13524,3900,0,누락없음,5,2019-09-20,야간,2019-09-20 5:53,금,안겹침,0,6,0,A,평일
171,1468.1,10020,9660,612.3,8,88000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88000,11000,0,0,0,0,0,0,8,88000,11000,5220,0,누락없음,2,2019-09-20,야간,2019-09-20 3:46,금,안겹침,0,7,0,A,평일
172,3293.5,173100,90900,237.6,0,0,0,0,0,0,4,34240,8560,0,0,0,0,0,0,0,0,0,4,34240,8560,0,0,0,0,0,0,4,34240,8560,176100,0,누락없음,1,2019-09-23,야간,2019-09-21 7:39,토,안겹침,0,1,0,S,주말
173,5145.2,103020,95220,408.0,0,0,0,0,0,0,8,139300,17600,0,0,0,0,0,0,0,0,0,8,139300,17600,0,0,0,0,0,0,8,139300,17600,137100,0,누락없음,4,2019-09-23,야간,2019-09-22 3:07,일,안겹침,0,7,0,S,주말
174,4039.9,78660,73620,380.4,0,0,0,2,13460,6730,3,24730,10100,0,0,0,0,0,0,0,0,0,5,38190,10100,0,0,0,0,0,0,5,38190,10100,141780,0,누락없음,3,2019-09-23,야간,2019-09-22 9:53,일,안겹침,0,12,0,CS,주말
175,4854.5,90960,73560,467.3,8,78696,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78696,9837,0,0,0,0,0,0,8,78696,9837,88200,0,누락없음,5,2019-09-23,주간,2019-09-21 22:29,토,안겹침,0,6,0,A,주말
176,4154.7,73320,60540,549.8,2,23400,11700,8,69000,11970,0,0,0,0,0,0,0,0,0,0,0,0,10,92400,11970,0,0,0,0,0,0,10,92400,11970,58380,0,누락없음,2,2019-09-23,주간,2019-09-21 21:29,토,안겹침,0,8,0,AC,주말
177,622.9,4980,4260,939.2,5,33420,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33420,11160,0,0,0,0,0,0,5,33420,11160,12060,2,누락없음,4,2019-09-24,야간,2019-09-24 1:57,화,안겹침,0,8,0,A,평일
178,787.1,9540,8820,621.9,0,0,0,5,28570,5760,0,0,0,0,0,0,0,0,0,0,0,0,7,47770,9600,0,0,0,0,0,0,7,47770,9600,1080,0,강종누락,1,2019-09-24,야간,2019-09-24 7:37,화,안겹침,0,4,0,C,평일
179,1957.1,17340,15540,763.4,0,0,0,0,0,0,8,139300,17600,0,0,0,0,0,0,0,0,0,10,158500,17600,0,0,0,0,0,0,10,158500,17600,2400,8,강종누락,2,2019-09-24,주간,2019-09-23 19:17,월,안겹침,0,10,0,S,평일
180,2695.1,26340,24900,576.0,6,96600,16100,1,4430,4430,0,0,0,0,0,0,0,0,0,0,0,0,7,101030,16100,0,0,0,0,0,0,7,101030,16100,5160,2,누락없음,5,2019-09-24,주간,2019-09-23 14:27,월,안겹침,0,8,0,AC,평일
181,390.3,4920,4860,539.6,2,12080,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28080,8000,0,0,0,0,0,0,4,28080,8000,2280,0,강종누락,1,2019-09-25,야간,2019-09-25 6:28,수,겹침,0,7,2,A,평일
182,161.0,1200,1140,988.0,6,89100,14850,0,0,0,0,0,0,2,38200,19350,0,0,0,0,0,0,8,127300,19350,2,38200,19350,1,19350,19350,7,107950,18850,2100,0,누락없음,4,2019-09-25,야간,2019-09-25 0:24,수,안겹침,0,5,0,A,평일
183,3440.2,23160,22380,452.2,2,30510,19350,0,0,0,0,0,0,4,63400,19350,0,0,0,0,0,0,10,172310,19600,4,63400,19350,3,58050,19350,7,114260,19600,8220,1,강종누락,2,2019-09-25,주간,2019-09-24 15:20,화,안겹침,0,10,0,A,평일
