,가열로번호,에너지,시작시간,종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,cycle,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,민감비고,에러발생
0,1,929.2,9/3/2019 13:36,9/3/2019 23:31,35700,657.3,661.8,7,51540,9600,CARBON,0,1,0,35,1,9600,9600,6,41940,6990,이상없음,0
1,1,573.1,9/22/2019 15:47,9/22/2019 22:33,24360,661.6,662.2,4,34240,8560,SUS,0,0,1,45,0,0,0,4,34240,8560,이상없음,0
2,1,1260.1,12/15/2019 5:47,12/15/2019 23:09,62520,657.6,661.7,7,69580,9940,CARBON,0,1,0,77,0,0,0,7,69580,9940,이상없음,0
3,2,717.3,8/20/2019 21:59,8/21/2019 1:46,13620,655.4,648.8,7,57530,18600,CARBON,0,1,0,12,1,18600,18600,6,38930,8250,이상없음,0
4,2,606.6,8/25/2019 3:38,8/25/2019 9:27,20940,660.4,649.1,7,75090,12310,CARBON,0,1,0,15,0,0,0,7,75090,12310,이상없음,0
5,2,815.6,9/21/2019 23:15,9/22/2019 9:01,35160,657.6,668.1,10,92400,11970,ALLOY,1,0,0,33,2,23400,11700,8,69000,11970,이상없음,0
6,2,938.1,10/5/2019 22:42,10/6/2019 10:33,42660,637.7,664.1,5,64310,15350,CARBON,0,1,0,43,1,15350,15350,4,48960,12380,이상없음,0
7,2,2423.9,10/12/2019 8:29,10/13/2019 8:55,87960,647.2,668.6,12,88440,8580,CARBON,0,1,0,48,0,0,0,12,88440,8580,이상없음,0
8,2,1105.4,11/2/2019 22:22,11/3/2019 10:42,44400,577.0,578.8,7,80310,13360,ALLOY,1,0,0,63,5,53590,12390,2,26720,13360,이상없음,0
9,2,1185.1,11/16/2019 22:38,11/17/2019 10:24,42360,646.9,653.2,9,76990,9410,CARBON,0,1,0,72,1,8900,8900,8,68090,9410,이상없음,0
10,2,93.8,11/18/2019 18:56,11/18/2019 20:05,4140,696.4,688.9,9,87680,9940,CARBON,0,1,0,73,0,0,0,9,87680,9940,이상없음,0
11,2,2686.7,12/7/2019 8:24,12/8/2019 19:56,127920,650.5,655.3,10,81110,11700,ALLOY,1,0,0,86,5,48300,11700,5,32810,6700,이상없음,0
12,2,1422.6,12/14/2019 22:28,12/15/2019 10:19,42660,653.4,644.6,11,81800,9970,CARBON,0,1,0,91,1,5000,5000,10,76800,9970,이상없음,0
13,3,904.3,9/22/2019 15:41,9/22/2019 22:28,24420,660.9,650.8,5,38190,10100,SUS,0,0,1,32,0,0,0,5,38190,10100,이상없음,0
14,3,1157.0,9/29/2019 11:44,9/29/2019 20:32,31680,662.6,655.7,10,69830,9190,CARBON,0,1,0,35,0,0,0,10,69830,9190,이상없음,0
15,3,1047.9,10/6/2019 11:45,10/6/2019 20:32,31620,667.7,669.4,5,40330,15350,CARBON,0,1,0,40,1,15350,15350,4,24980,6500,이상없음,0
16,3,3442.0,10/12/2019 8:26,10/13/2019 20:47,130860,663.0,649.1,8,72160,9020,CARBON,0,1,0,45,0,0,0,8,72160,9020,이상없음,0
17,3,1171.1,10/26/2019 7:39,10/26/2019 21:28,49740,690.2,650.3,8,62310,8860,CARBON,0,1,0,53,1,6770,6770,7,55540,8860,이상없음,0
18,3,1886.1,11/3/2019 3:05,11/3/2019 18:58,57180,662.9,645.9,5,45550,15350,CARBON,0,1,0,58,1,15350,15350,4,30200,7550,이상없음,0
19,3,852.2,11/17/2019 2:30,11/17/2019 9:22,24720,668.5,673.9,8,76432,9554,ALLOY,1,0,0,66,8,76432,9554,0,0,0,이상없음,0
20,3,3656.5,11/23/2019 7:39,11/24/2019 16:27,118080,652.3,671.9,16,113730,7940,CARBON,0,1,0,71,0,0,0,16,113730,7940,이상없음,0
21,3,1002.4,12/1/2019 8:11,12/1/2019 15:20,25740,668.8,668.5,12,98400,9940,CARBON,0,1,0,76,2,15800,7900,10,82600,9940,이상없음,0
22,3,1724.1,12/15/2019 8:47,12/15/2019 23:07,51600,647.0,647.1,6,41840,9550,CARBON,0,1,0,85,0,0,0,6,41840,9550,이상없음,0
23,4,1177.6,8/17/2019 19:54,8/18/2019 5:49,35700,648.8,648.0,8,111210,25100,CARBON,0,1,0,24,1,25100,25100,7,86110,15190,이상없음,0
24,4,686.0,8/25/2019 1:38,8/25/2019 7:27,20940,655.2,650.0,10,82860,12310,CARBON,0,1,0,29,0,0,0,10,82860,12310,이상없음,0
25,4,1160.4,9/3/2019 14:57,9/3/2019 21:32,23700,654.9,657.6,6,77510,15190,CARBON,0,1,0,34,0,0,0,6,77510,15190,이상없음,0
26,4,861.1,9/22/2019 11:37,9/22/2019 19:35,28680,636.4,650.5,3,51300,17600,SUS,0,0,1,39,0,0,0,3,51300,17600,이상없음,0
27,4,1932.0,11/9/2019 7:51,11/10/2019 8:09,87480,641.6,650.1,9,74570,12390,CARBON,0,1,0,60,3,31730,12390,6,42840,7140,이상없음,0
